epoch,spent_eps,train_loss,val_loss
1,0.1013,1.6689,1.0450
2,0.1020,1.4199,0.9251
3,0.1031,1.2390,0.7979
4,0.1045,1.1441,0.7348
5,0.1063,1.0381,0.6603
6,0.1084,0.9718,0.6342
7,0.1109,0.9335,0.5901
8,0.1137,0.8744,0.5524
9,0.1169,0.8266,0.5385
10,0.1204,0.8162,0.5155
11,0.1243,0.7788,0.4960
12,0.1286,0.7631,0.5014
13,0.1332,0.7517,0.4834
14,0.1381,0.7250,0.4693
15,0.1434,0.7075,0.4590
16,0.1491,0.6847,0.4594
17,0.1551,0.6817,0.4603
18,0.1614,0.6696,0.4497
19,0.1682,0.6400,0.4443
20,0.1752,0.6200,0.4487
21,0.1827,0.6076,0.4444
22,0.1904,0.5824,0.4378
23,0.1986,0.5822,0.4338
24,0.2071,0.5641,0.4341
25,0.2159,0.5565,0.4344
26,0.2248,0.5512,0.4287
27,0.2337,0.5437,0.4314
28,0.2427,0.5392,0.4312
29,0.2516,0.5280,0.4296
30,0.2606,0.5162,0.4296
31,0.2697,0.5118,0.4301
32,0.2787,0.5079,0.4242
33,0.2878,0.5031,0.4129
34,0.2969,0.4932,0.4111
35,0.3060,0.4877,0.4076
36,0.3151,0.4795,0.4016
37,0.3242,0.4707,0.3969
38,0.3334,0.4676,0.3966
39,0.3426,0.4635,0.3976
40,0.3518,0.4673,0.3947
41,0.3610,0.4532,0.3893
42,0.3702,0.4496,0.3844
43,0.3795,0.4436,0.3803
44,0.3887,0.4448,0.3784
45,0.3980,0.4379,0.3717
46,0.4073,0.4289,0.3703
47,0.4166,0.4242,0.3671
48,0.4260,0.4205,0.3631
49,0.4353,0.4193,0.3603
50,0.4447,0.4147,0.3590
51,0.4541,0.4085,0.3569
52,0.4635,0.4045,0.3517
53,0.4729,0.4066,0.3505
54,0.4823,0.4035,0.3498
55,0.4918,0.4057,0.3488
56,0.5012,0.3984,0.3480
57,0.5107,0.3965,0.3493
58,0.5202,0.3923,0.3497
59,0.5297,0.3894,0.3463
60,0.5392,0.3892,0.3470
61,0.5487,0.3859,0.3434
62,0.5582,0.3832,0.3427
63,0.5678,0.3813,0.3412
64,0.5773,0.3777,0.3410
65,0.5870,0.3765,0.3393
66,0.5965,0.3740,0.3360
67,0.6061,0.3748,0.3360
68,0.6157,0.3727,0.3358
69,0.6254,0.3682,0.3366
70,0.6350,0.3658,0.3365
71,0.6447,0.3634,0.3347
72,0.6543,0.3646,0.3339
73,0.6640,0.3575,0.3341
74,0.6737,0.3542,0.3323
75,0.6834,0.3541,0.3306
76,0.6931,0.3536,0.3301
77,0.7029,0.3523,0.3307
78,0.7125,0.3472,0.3297
79,0.7223,0.3492,0.3274
80,0.7321,0.3473,0.3242
81,0.7418,0.3483,0.3259
82,0.7517,0.3476,0.3242
83,0.7614,0.3455,0.3237
84,0.7712,0.3421,0.3225
85,0.7811,0.3378,0.3210
86,0.7908,0.3376,0.3206
87,0.8007,0.3396,0.3196
88,0.8106,0.3346,0.3199
89,0.8204,0.3341,0.3203
90,0.8303,0.3366,0.3199
91,0.8402,0.3321,0.3188
92,0.8500,0.3344,0.3193
93,0.8599,0.3337,0.3180
94,0.8699,0.3297,0.3187
95,0.8798,0.3290,0.3183
96,0.8897,0.3299,0.3183
97,0.8997,0.3262,0.3182
98,0.9096,0.3252,0.3172
99,0.9195,0.3252,0.3175
100,0.9295,0.3235,0.3168
101,0.9396,0.3246,0.3166
102,0.9495,0.3236,0.3174
103,0.9595,0.3193,0.3158
104,0.9695,0.3206,0.3154
105,0.9797,0.3217,0.3160
106,0.9896,0.3191,0.3156
107,0.9996,0.3176,0.3156
108,1.0097,0.3169,0.3154
109,1.0198,0.3191,0.3158
110,1.0299,0.3153,0.3157
111,1.0399,0.3164,0.3145
112,1.0499,0.3168,0.3146
113,1.0601,0.3155,0.3141
114,1.0703,0.3154,0.3143
115,1.0804,0.3129,0.3133
116,1.0904,0.3100,0.3120
117,1.1005,0.3123,0.3125
118,1.1107,0.3091,0.3120
119,1.1210,0.3098,0.3121
120,1.1312,0.3089,0.3125
121,1.1413,0.3086,0.3134
122,1.1514,0.3085,0.3131
123,1.1616,0.3077,0.3128
124,1.1718,0.3048,0.3122
125,1.1822,0.3066,0.3115
126,1.1924,0.3062,0.3120
127,1.2025,0.3063,0.3117
128,1.2127,0.3057,0.3113
