epoch,spent_eps,train_loss,val_loss
1,0.1010,1.9880,1.9480
2,0.1010,1.9842,1.9389
3,0.1011,1.9796,1.9381
4,0.1011,1.9642,1.9217
5,0.1012,1.9560,1.9102
6,0.1012,1.9430,1.9048
7,0.1013,1.9356,1.8905
8,0.1014,1.9141,1.8697
9,0.1016,1.9014,1.8594
10,0.1017,1.8848,1.8512
11,0.1018,1.8833,1.8516
12,0.1020,1.8788,1.8417
13,0.1021,1.8744,1.8401
14,0.1023,1.8669,1.8236
15,0.1025,1.8573,1.8159
16,0.1027,1.8438,1.8175
17,0.1029,1.8446,1.8137
18,0.1032,1.8439,1.8070
19,0.1034,1.8332,1.7893
20,0.1037,1.8178,1.7841
21,0.1039,1.8074,1.7676
22,0.1042,1.7923,1.7544
23,0.1045,1.7859,1.7506
24,0.1048,1.7735,1.7376
25,0.1051,1.7655,1.7333
26,0.1054,1.7614,1.7296
27,0.1058,1.7520,1.7216
28,0.1061,1.7480,1.7135
29,0.1065,1.7372,1.7100
30,0.1069,1.7349,1.7108
31,0.1073,1.7301,1.6965
32,0.1077,1.7227,1.6957
33,0.1081,1.7145,1.6816
34,0.1086,1.7030,1.6742
35,0.1090,1.6937,1.6654
36,0.1095,1.6897,1.6600
37,0.1099,1.6776,1.6512
38,0.1104,1.6720,1.6410
39,0.1109,1.6619,1.6316
40,0.1114,1.6538,1.6267
41,0.1119,1.6497,1.6328
42,0.1125,1.6503,1.6264
43,0.1130,1.6382,1.6119
44,0.1136,1.6251,1.5943
45,0.1141,1.6088,1.5881
46,0.1147,1.6044,1.5812
47,0.1153,1.5998,1.5794
48,0.1159,1.5922,1.5620
49,0.1166,1.5733,1.5538
50,0.1172,1.5679,1.5476
51,0.1179,1.5640,1.5474
52,0.1185,1.5566,1.5360
53,0.1192,1.5511,1.5330
54,0.1199,1.5436,1.5265
55,0.1206,1.5354,1.5169
56,0.1213,1.5269,1.5112
57,0.1220,1.5226,1.5129
58,0.1227,1.5185,1.5017
59,0.1235,1.5128,1.5020
60,0.1243,1.5138,1.4991
61,0.1250,1.5149,1.5056
62,0.1258,1.5168,1.5023
63,0.1266,1.5111,1.4945
64,0.1274,1.5087,1.4927
65,0.1283,1.5040,1.4902
66,0.1291,1.5016,1.4895
67,0.1300,1.5033,1.4923
68,0.1308,1.4981,1.4842
69,0.1317,1.4977,1.4794
70,0.1326,1.4861,1.4736
71,0.1335,1.4860,1.4763
72,0.1344,1.4800,1.4652
73,0.1353,1.4754,1.4637
74,0.1363,1.4773,1.4623
75,0.1372,1.4714,1.4542
76,0.1382,1.4680,1.4520
77,0.1392,1.4608,1.4452
78,0.1402,1.4569,1.4458
79,0.1412,1.4547,1.4405
80,0.1422,1.4509,1.4364
81,0.1432,1.4431,1.4286
82,0.1443,1.4351,1.4184
83,0.1453,1.4322,1.4196
84,0.1464,1.4298,1.4186
85,0.1475,1.4245,1.4108
86,0.1486,1.4189,1.4096
87,0.1497,1.4172,1.4066
88,0.1508,1.4132,1.3980
89,0.1519,1.4056,1.3984
90,0.1531,1.4006,1.3889
91,0.1542,1.3924,1.3799
92,0.1554,1.3873,1.3803
93,0.1566,1.3797,1.3698
94,0.1578,1.3684,1.3589
95,0.1590,1.3610,1.3537
96,0.1602,1.3567,1.3487
97,0.1614,1.3499,1.3407
98,0.1627,1.3410,1.3287
99,0.1640,1.3311,1.3275
100,0.1652,1.3275,1.3224
101,0.1665,1.3207,1.3117
102,0.1678,1.3110,1.3012
103,0.1691,1.3061,1.3023
104,0.1704,1.3083,1.3052
105,0.1718,1.3079,1.2997
106,0.1731,1.2956,1.2874
107,0.1745,1.2876,1.2829
108,0.1759,1.2835,1.2796
109,0.1772,1.2763,1.2704
110,0.1786,1.2699,1.2626
111,0.1801,1.2592,1.2567
112,0.1815,1.2570,1.2560
113,0.1829,1.2529,1.2511
114,0.1844,1.2507,1.2482
115,0.1858,1.2460,1.2443
116,0.1873,1.2393,1.2363
117,0.1888,1.2330,1.2309
118,0.1903,1.2268,1.2258
119,0.1918,1.2241,1.2287
120,0.1933,1.2221,1.2194
121,0.1949,1.2117,1.2128
122,0.1964,1.2050,1.2041
123,0.1980,1.1932,1.1988
124,0.1996,1.1913,1.1982
125,0.2012,1.1937,1.1980
126,0.2028,1.1890,1.1937
127,0.2044,1.1863,1.1882
128,0.2060,1.1804,1.1842
129,0.2077,1.1819,1.1893
130,0.2093,1.1785,1.1817
131,0.2110,1.1732,1.1734
132,0.2127,1.1666,1.1727
133,0.2143,1.1629,1.1648
134,0.2160,1.1592,1.1663
135,0.2178,1.1571,1.1619
136,0.2195,1.1531,1.1575
137,0.2212,1.1489,1.1536
138,0.2230,1.1482,1.1564
139,0.2247,1.1428,1.1495
140,0.2264,1.1448,1.1553
141,0.2282,1.1397,1.1444
142,0.2299,1.1336,1.1400
143,0.2317,1.1309,1.1354
144,0.2334,1.1236,1.1308
145,0.2352,1.1208,1.1256
146,0.2369,1.1137,1.1184
147,0.2386,1.1075,1.1134
148,0.2404,1.1048,1.1121
149,0.2421,1.1013,1.1078
150,0.2439,1.0964,1.1044
151,0.2456,1.0914,1.1004
152,0.2474,1.0880,1.0997
153,0.2491,1.0886,1.0991
154,0.2509,1.0899,1.1043
155,0.2526,1.0912,1.0996
156,0.2544,1.0848,1.0950
157,0.2561,1.0828,1.0875
158,0.2579,1.0778,1.0893
159,0.2597,1.0774,1.0889
160,0.2614,1.0738,1.0860
161,0.2632,1.0673,1.0740
162,0.2649,1.0620,1.0775
163,0.2667,1.0612,1.0717
164,0.2684,1.0563,1.0660
165,0.2702,1.0528,1.0681
166,0.2720,1.0508,1.0642
167,0.2737,1.0496,1.0594
168,0.2755,1.0459,1.0622
169,0.2773,1.0460,1.0581
170,0.2790,1.0407,1.0518
171,0.2808,1.0344,1.0448
172,0.2826,1.0286,1.0383
173,0.2843,1.0213,1.0339
174,0.2861,1.0178,1.0277
175,0.2879,1.0109,1.0236
176,0.2896,1.0049,1.0162
177,0.2914,1.0006,1.0136
178,0.2932,0.9944,1.0071
179,0.2950,0.9872,1.0029
180,0.2967,0.9868,1.0012
181,0.2985,0.9811,0.9927
182,0.3003,0.9733,0.9887
183,0.3020,0.9739,0.9900
184,0.3038,0.9671,0.9810
185,0.3056,0.9616,0.9795
186,0.3074,0.9614,0.9794
187,0.3092,0.9600,0.9761
188,0.3109,0.9589,0.9765
189,0.3127,0.9562,0.9755
190,0.3145,0.9537,0.9678
191,0.3163,0.9474,0.9637
192,0.3181,0.9433,0.9572
193,0.3198,0.9349,0.9548
194,0.3216,0.9290,0.9441
195,0.3234,0.9215,0.9397
196,0.3252,0.9146,0.9304
197,0.3270,0.9054,0.9236
198,0.3288,0.8993,0.9193
199,0.3306,0.8950,0.9173
200,0.3323,0.8922,0.9111
201,0.3341,0.8842,0.9032
202,0.3359,0.8820,0.9027
203,0.3377,0.8798,0.9027
204,0.3395,0.8785,0.9005
205,0.3413,0.8752,0.8940
206,0.3431,0.8675,0.8870
207,0.3449,0.8619,0.8854
208,0.3467,0.8578,0.8769
209,0.3485,0.8529,0.8754
210,0.3503,0.8475,0.8710
211,0.3521,0.8449,0.8685
212,0.3539,0.8397,0.8630
213,0.3557,0.8367,0.8579
214,0.3575,0.8295,0.8558
215,0.3593,0.8292,0.8555
216,0.3610,0.8285,0.8538
217,0.3628,0.8216,0.8484
218,0.3647,0.8252,0.8500
219,0.3665,0.8219,0.8469
220,0.3683,0.8179,0.8418
221,0.3701,0.8137,0.8394
222,0.3719,0.8108,0.8368
223,0.3737,0.8123,0.8378
224,0.3755,0.8123,0.8369
225,0.3773,0.8094,0.8328
226,0.3791,0.8017,0.8242
227,0.3809,0.7980,0.8225
228,0.3827,0.7924,0.8165
229,0.3845,0.7891,0.8109
230,0.3863,0.7815,0.8072
231,0.3881,0.7794,0.8063
232,0.3899,0.7752,0.7999
233,0.3917,0.7698,0.7937
234,0.3936,0.7667,0.7944
235,0.3954,0.7655,0.7919
236,0.3972,0.7622,0.7918
237,0.3990,0.7655,0.7925
238,0.4008,0.7600,0.7861
239,0.4026,0.7530,0.7802
240,0.4044,0.7495,0.7754
241,0.4062,0.7456,0.7784
242,0.4081,0.7476,0.7779
243,0.4099,0.7431,0.7684
244,0.4117,0.7358,0.7649
245,0.4135,0.7338,0.7640
246,0.4153,0.7330,0.7620
247,0.4172,0.7333,0.7648
248,0.4190,0.7296,0.7598
249,0.4208,0.7265,0.7572
250,0.4226,0.7254,0.7590
