epoch,spent_eps,train_loss,val_loss
1,0.1024,30.6262,29.8730
2,0.1052,29.3879,28.7630
3,0.1095,27.5018,26.4129
4,0.1151,25.5811,24.9168
5,0.1222,24.2246,23.9588
6,0.1307,23.1745,22.8184
7,0.1406,21.4373,20.8593
8,0.1519,20.2074,20.1314
9,0.1647,19.2870,19.2201
10,0.1788,18.4322,18.6424
11,0.1944,18.2357,18.7750
12,0.2111,18.0023,18.0938
13,0.2280,17.3555,17.5367
14,0.2450,17.0233,17.3416
15,0.2621,16.8673,17.1656
16,0.2793,16.5362,16.8541
17,0.2965,16.2018,16.4400
18,0.3139,15.9269,16.2730
19,0.3313,15.6801,16.0329
20,0.3488,15.5562,15.9909
21,0.3663,15.4736,15.9192
22,0.3839,15.4058,15.9199
23,0.4016,15.3495,15.8730
24,0.4193,15.3141,15.8480
25,0.4371,15.3187,15.9178
26,0.4549,15.3664,15.8589
27,0.4728,15.3042,15.9029
28,0.4908,15.3119,15.8690
29,0.5088,15.2662,15.8394
30,0.5268,15.1605,15.6645
31,0.5449,15.0209,15.4299
32,0.5631,14.8776,15.5273
33,0.5812,14.9406,15.4452
34,0.5995,14.8259,15.3491
35,0.6178,14.8275,15.3784
36,0.6361,14.7675,15.2902
37,0.6545,14.6386,15.0907
38,0.6729,14.4942,15.0188
39,0.6914,14.4312,14.9587
40,0.7099,14.3446,14.8504
41,0.7284,14.2647,14.7432
42,0.7470,14.1455,14.6723
43,0.7657,14.0718,14.5974
44,0.7844,14.0033,14.4613
45,0.8031,13.8427,14.3783
46,0.8219,13.8261,14.3097
47,0.8406,13.7230,14.3303
48,0.8595,13.6607,14.2446
49,0.8783,13.5865,14.0957
50,0.8972,13.5229,14.1157
51,0.9161,13.5420,14.1437
52,0.9352,13.4894,14.0760
53,0.9541,13.4306,14.0226
54,0.9733,13.3186,13.9137
55,0.9922,13.1854,13.7839
56,1.0115,13.0477,13.6536
57,1.0305,13.0134,13.6095
58,1.0497,13.0091,13.6760
59,1.0690,13.0188,13.6596
60,1.0882,13.0205,13.6024
61,1.1076,12.9651,13.5491
62,1.1269,12.8153,13.3997
63,1.1461,12.7441,13.4230
64,1.1657,12.7171,13.3773
65,1.1851,12.6766,13.3687
66,1.2044,12.7269,13.3297
67,1.2240,12.6555,13.2895
68,1.2436,12.5382,13.1715
69,1.2630,12.5617,13.1752
70,1.2826,12.4994,13.1367
71,1.3025,12.5156,13.1374
72,1.3219,12.4209,12.9479
73,1.3415,12.3158,12.9785
74,1.3613,12.3247,12.9454
75,1.3813,12.2574,12.8606
76,1.4009,12.2372,12.9422
77,1.4205,12.2863,12.9958
78,1.4404,12.3802,13.0092
79,1.4605,12.3232,12.9568
80,1.4804,12.2558,12.9229
81,1.5001,12.2550,12.8617
82,1.5199,12.1837,12.7702
83,1.5400,12.1108,12.7848
84,1.5604,12.0788,12.6642
85,1.5804,11.9869,12.6367
86,1.6001,11.9481,12.5687
87,1.6201,11.8827,12.4735
88,1.6403,11.8053,12.4523
89,1.6607,11.7635,12.4348
90,1.6814,11.7264,12.3811
91,1.7011,11.6218,12.2796
92,1.7211,11.5463,12.2686
93,1.7413,11.5904,12.3126
94,1.7617,11.5159,12.1961
95,1.7823,11.4323,12.1597
96,1.8031,11.3939,12.1418
97,1.8232,11.3617,12.0978
98,1.8432,11.3816,12.0887
99,1.8635,11.3430,12.0699
100,1.8839,11.3632,12.0456
101,1.9046,11.2824,11.9960
102,1.9254,11.2578,11.8830
103,1.9465,11.1969,11.8910
104,1.9668,11.2993,12.0929
105,1.9870,11.4221,12.1446
106,2.0073,11.4245,11.9836
107,2.0279,11.3369,12.0698
108,2.0486,11.3511,12.1076
109,2.0695,11.3057,11.8691
110,2.0907,11.0743,11.7685
111,2.1120,10.9487,11.6082
112,2.1327,10.8844,11.5919
113,2.1530,10.8559,11.5879
114,2.1735,10.8807,11.5599
115,2.1941,10.8737,11.5574
116,2.2149,10.7667,11.4748
117,2.2359,10.7019,11.4595
118,2.2571,10.6866,11.4307
119,2.2785,10.6157,11.4189
120,2.3000,10.6324,11.3729
121,2.3216,10.5889,11.4177
122,2.3420,10.5982,11.4412
123,2.3626,10.6619,11.4402
124,2.3833,10.6831,11.5401
125,2.4042,10.8312,11.6858
126,2.4252,10.8389,11.5770
127,2.4464,10.8595,11.6379
128,2.4678,10.8674,11.6150
129,2.4894,10.8752,11.6361
130,2.5111,10.8679,11.6384
