epoch,spent_eps,train_loss,val_loss
1,0.1014,25.6187,25.1543
2,0.1021,24.8904,24.3108
3,0.1032,24.1984,23.7770
4,0.1047,23.6588,23.1126
5,0.1065,22.9400,22.2152
6,0.1088,22.3492,21.4476
7,0.1113,21.3883,20.5555
8,0.1143,20.6373,19.9426
9,0.1176,20.2850,19.5322
10,0.1213,20.0519,19.2040
11,0.1254,19.5056,18.4120
12,0.1299,18.9197,17.9608
13,0.1347,18.2983,17.3528
14,0.1398,17.6867,16.5741
15,0.1454,17.0877,16.1188
16,0.1513,16.9233,15.9542
17,0.1576,16.5500,15.4049
18,0.1643,16.1940,15.2448
19,0.1713,16.1246,15.0876
20,0.1787,15.8042,14.6020
21,0.1865,15.6377,14.5979
22,0.1946,15.5031,14.3228
23,0.2031,15.1808,14.0996
24,0.2120,14.8534,13.7478
25,0.2211,14.7035,13.5471
26,0.2303,14.4681,13.3208
27,0.2394,14.3291,13.1140
28,0.2486,14.2306,13.0606
29,0.2578,14.1301,12.9790
30,0.2670,14.1384,12.8836
31,0.2762,14.0042,12.8264
32,0.2855,14.0220,12.8146
33,0.2948,13.9337,12.7211
34,0.3041,13.9351,12.6322
35,0.3134,13.7820,12.5653
36,0.3228,13.7249,12.5641
37,0.3322,13.7700,12.5500
38,0.3416,13.6919,12.4341
39,0.3510,13.5407,12.3705
40,0.3604,13.5370,12.3059
41,0.3698,13.4604,12.3047
42,0.3793,13.4155,12.2111
43,0.3888,13.3463,12.1500
44,0.3983,13.2256,12.0795
45,0.4078,13.2272,11.9942
46,0.4174,13.1033,11.9254
47,0.4269,13.0995,11.9190
48,0.4365,13.0446,11.8858
49,0.4461,12.9799,11.8456
50,0.4557,12.9381,11.8116
51,0.4653,12.9170,11.7476
52,0.4749,12.8383,11.7409
53,0.4846,12.8420,11.7486
54,0.4942,12.8017,11.7334
55,0.5039,12.7707,11.6730
56,0.5136,12.8226,11.6627
57,0.5233,12.7539,11.6112
58,0.5330,12.6831,11.5359
59,0.5428,12.6306,11.5048
60,0.5525,12.6268,11.5309
61,0.5623,12.5327,11.4320
62,0.5721,12.5306,11.4522
63,0.5818,12.4451,11.3908
64,0.5916,12.3767,11.3877
65,0.6015,12.3981,11.3783
66,0.6113,12.3865,11.3496
67,0.6212,12.3708,11.3603
68,0.6310,12.3215,11.3401
69,0.6409,12.3593,11.3239
70,0.6508,12.3190,11.3264
71,0.6607,12.2435,11.2818
72,0.6706,12.2425,11.2734
73,0.6805,12.2180,11.2559
74,0.6904,12.2034,11.2109
75,0.7004,12.1645,11.1474
76,0.7103,12.0810,11.1458
77,0.7203,12.0544,11.1123
78,0.7303,12.0067,11.0686
79,0.7403,11.9987,11.0634
80,0.7504,11.9660,11.0541
81,0.7603,11.9812,11.0092
82,0.7703,11.9024,10.9782
83,0.7804,11.9014,10.9594
84,0.7904,11.9041,10.9703
85,0.8005,11.8940,10.9458
86,0.8106,11.8420,10.8812
87,0.8206,11.8346,10.8645
88,0.8308,11.7436,10.7956
89,0.8409,11.7257,10.7559
90,0.8510,11.6479,10.7277
91,0.8611,11.6200,10.7167
92,0.8713,11.6245,10.6456
93,0.8814,11.5422,10.6347
94,0.8916,11.5079,10.6339
95,0.9018,11.5141,10.6115
96,0.9120,11.4940,10.6061
97,0.9221,11.4891,10.6196
98,0.9324,11.4943,10.6024
99,0.9427,11.4115,10.5717
100,0.9528,11.4418,10.5301
101,0.9630,11.3943,10.4965
102,0.9733,11.3768,10.4492
103,0.9837,11.3171,10.4050
104,0.9938,11.2658,10.3920
105,1.0040,11.2961,10.3828
106,1.0144,11.2333,10.4172
107,1.0248,11.2406,10.4024
108,1.0350,11.2095,10.3467
109,1.0453,11.1980,10.3310
110,1.0556,11.1340,10.3278
111,1.0660,11.1623,10.2970
112,1.0765,11.1323,10.2855
113,1.0867,11.0521,10.2215
114,1.0970,11.0384,10.1979
115,1.1074,10.9842,10.1701
116,1.1179,10.9577,10.1559
117,1.1284,10.9810,10.1373
118,1.1387,10.8982,10.0900
119,1.1490,10.8918,10.0740
120,1.1594,10.8627,10.0462
121,1.1699,10.8577,10.0486
122,1.1805,10.8128,10.0284
123,1.1910,10.8055,9.9779
124,1.2013,10.7944,9.9748
125,1.2117,10.8192,9.9806
126,1.2222,10.8195,9.9662
127,1.2328,10.8294,9.9889
128,1.2434,10.8216,9.9162
129,1.2540,10.7434,9.9037
130,1.2643,10.7467,9.9015
131,1.2748,10.7452,9.8723
132,1.2853,10.6574,9.8088
133,1.2959,10.7029,9.8028
134,1.3065,10.6389,9.7899
135,1.3173,10.6563,9.8276
136,1.3278,10.6464,9.7959
137,1.3382,10.5837,9.7653
138,1.3487,10.5575,9.7363
139,1.3593,10.5275,9.7118
140,1.3699,10.5287,9.6941
141,1.3807,10.4996,9.6718
142,1.3915,10.4979,9.6741
143,1.4022,10.4424,9.6690
144,1.4126,10.4599,9.6942
145,1.4232,10.4819,9.6899
146,1.4338,10.4236,9.6643
147,1.4444,10.4210,9.6193
148,1.4552,10.3329,9.6177
149,1.4660,10.3328,9.6181
150,1.4769,10.3439,9.5777
151,1.4877,10.3472,9.5663
