hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",101,0.27635394201074476,0.005041524523874805,0.04916278144991648,0.7794677063882551,83,469,0.48895829066992297
"(64,)",98,0.2509268037350467,0.0022729736116972035,0.0245514517676966,0.6943656668308986,87,497,0.4689334526644722
"(64,)",71,0.28493207255550507,0.0029998952072822775,0.029848271724270552,0.4921006072387577,90,347,0.540113568418205
"(64,)",120,0.1495205707200266,0.0016447007421526438,0.09880072912301509,0.765463958292609,91,165,0.5274541810774186
"(64,)",77,0.03083459231931332,0.006238068688543859,0.07506283260620818,0.6930164371153095,85,405,0.46955654387189094
"(64, 32)",90,0.19892351452954476,0.004789989760182507,0.09167819750696789,0.1097110943352296,85,278,0.5115468283072676
"(64,)",129,0.19235685117942336,0.005592278417951231,0.02834202313983659,0.4335514027482146,75,337,0.48647867745956136
"(64,)",100,0.1422638792903108,0.004889756532197247,0.0053337967027640406,0.5059799117465353,83,155,0.5116857609129843
"(64,)",103,0.38209669401818713,0.006019671099561437,0.00156701480397124,0.48055182853543477,84,439,0.48596733278471343
"(64, 32)",65,0.19897931555302137,0.004584209242093559,0.09612706272587238,0.2005014669739059,91,304,0.5811946560760282
"(64, 32)",93,0.26029396611229977,0.0037133974630400497,0.0009752292753181694,0.001,95,700,0.450145663943793
"(64,)",75,0.26817144974968665,0.006738292660457708,0.004008430984581151,0.001,92,258,0.49298194800499573
"(64,)",64,0.3908696593327675,0.0009665151313925317,0.0771361815523352,0.2625470390603502,94,494,0.5209647840409771
"(64, 32)",65,0.2722788846447225,0.004275316882260926,0.010719529671207558,0.2423052924743156,93,198,0.6034744370325986
"(64, 32)",66,0.11556066419732643,0.0029360246252637004,0.012214187677927988,0.08994870470959637,85,150,0.5612622396583893
"(64,)",64,0.0,0.00701,0.1,0.999,95,150,0.5315740523034449
"(64,)",64,0.24284432148721624,0.004554556909232076,0.05629594001426836,0.5813904516202524,87,150,0.5466224563126678
"(64, 32)",64,0.21025940856627306,0.003365749219939428,0.08188954727099015,0.9757231039678266,95,150,0.6684476270295141
"(64, 32)",64,0.4,1.0000000000000228e-06,0.1,0.999,95,150,0.42932275944409887
"(64,)",74,0.1807305480986961,0.0037580986761720846,0.1,0.25000259613471276,95,150,0.543095440577138
"(64, 32)",64,0.17659218001247848,0.0032047507301534136,0.1,0.6827066640276337,95,700,0.5957937511692935
"(64, 32)",64,0.27048995062573805,0.004032511241505644,0.1,0.999,95,150,0.5882494223058214
"(64, 32)",150,0.18607042075865612,1e-06,0.09717439290017169,0.23112325440333756,89,451,0.5280139803255314
"(64, 32)",64,0.05604202588724876,0.003177141307935656,0.012747829763609851,0.9044207535599217,95,150,0.7013424358089488
"(64, 32)",64,0.1359410218543034,0.00023696387011163989,0.0001,0.6425014283478216,95,150,0.6536151551810444
"(64, 32)",150,0.0,1e-06,0.0001,0.999,95,150,0.42602320289074624
"(64, 32)",64,0.10668423727393468,0.003734936009444848,0.04945944365431769,0.9900932047462508,95,150,0.7142887108823931
"(64, 32)",76,0.0902942780883369,0.006287786427095506,0.08731462740634802,0.999,75,150,0.5889505796535351
"(64, 32)",64,0.08239675179982972,0.005854434229346709,0.012949491689390804,0.999,95,418,0.6079439823101699
"(64, 32)",64,0.1098904295706875,0.0027165157794807092,0.04619162134020273,0.999,95,150,0.7192806775202382
"(64, 32)",64,0.10569147226138771,0.0025953987021816397,0.0001,0.999,75,150,0.7415584280145019
"(64, 32)",64,0.0,1e-06,0.08764331971258982,0.999,79,150,0.43327950633061807
"(64, 32)",64,0.29806570409755945,0.0019120716873460392,0.0001,0.999,75,319,0.6805728447709196
"(64,)",64,0.29321414871925006,0.0023339527637044524,0.0001,0.999,79,150,0.5643794496356861
"(64, 32)",64,0.4,0.003171308182107383,0.02599797541204185,0.999,75,150,0.5948845938948976
"(64, 32)",64,0.18965582626122626,0.0031004972506938344,0.0001,0.999,95,150,0.7500734205689467
"(64, 32)",64,0.17357420714805416,0.00232884429848618,0.0025943908657803756,0.8973140372790035,84,150,0.6909016880173334
"(64, 32)",64,0.1451450939804021,0.003068114907083778,0.0001,0.999,95,700,0.5981492691599796
"(64, 32)",150,0.4,0.00701,0.1,0.001,79,150,0.5080895909495421
"(64, 32)",64,0.15803903971388647,0.0038024548442762525,0.0001,0.999,76,150,0.7448596357998474
"(64, 32)",64,0.15968955869234994,0.00354433888107591,0.015122463349773867,0.999,95,150,0.7401325141326497
"(64, 32)",64,0.13665294667923333,0.003666295625690703,0.0001,0.999,95,150,0.74250723065799
"(64, 32)",64,0.02872212385821156,0.005661580019903151,0.0001,0.999,75,150,0.7292217024660084
"(64, 32)",64,0.11268202037285216,0.004009726764751497,0.0001,0.999,75,450,0.6061536755002047
"(64, 32)",64,0.129987574081244,0.00701,0.01495661346117516,0.999,95,150,0.5983667577451471
"(64, 32)",64,0.0,0.0026464785874551673,0.0001,0.506291982685066,75,150,0.5927914716790802
"(64, 32)",80,0.2633415524165734,0.0004139264704409311,0.0001,0.6439473623393717,75,648,0.6403246179886636
"(64, 32)",135,0.0,0.004740685845264875,0.0001,0.999,75,150,0.4991893794022319
"(64, 32)",64,0.0,0.00463832749024466,0.0001,0.999,90,150,0.7232720923779764
"(64, 32)",64,0.10198182699026598,0.004431524564512685,0.0001,0.999,91,150,0.7320775674524319
"(64, 32)",64,0.33241369128453063,1e-06,0.0001,0.4210912965344766,75,150,0.4889284894877357
"(64, 32)",64,0.0,1e-06,0.0001,0.6221581334480162,95,700,0.5114596685400644
"(64, 32)",64,0.3356078761663826,0.0015752501494169925,0.0001,0.999,83,700,0.5933655394677629
"(64, 32)",64,0.19408467022580334,0.00043670136161251695,0.0001,0.999,95,447,0.7598399284645216
"(64, 32)",64,0.19659143273274493,1e-06,0.0001,0.999,95,506,0.46173912967907005
"(64, 32)",64,0.19748914907863208,0.00028536685277014904,0.059114832040340695,0.5048688084930993,90,447,0.639924229783232
"(64, 32)",64,0.21276524156973858,1e-06,0.0021563265961345134,0.9305008053227105,85,432,0.45679056911093247
"(64, 32)",64,0.213489237159476,1e-06,0.00854923009677081,0.9988426779029227,89,448,0.4559917678579555
"(64, 32)",64,0.0,0.0037989378021714916,0.0001,0.999,95,150,0.7216163570251152
"(64, 32)",64,0.24525440290795084,0.0004896815750127042,0.0001,0.9750087256883181,95,353,0.760946996559117
"(64, 32)",64,0.0,0.003131302053821286,0.0001,0.999,95,150,0.7154592605514515
"(64, 32)",73,0.33987334279654874,0.0030934275669828627,0.0001,0.999,95,150,0.6124681683555057
"(64, 32)",64,0.0,0.003898518784980567,0.0001,0.999,89,150,0.7122203413452057
"(64, 32)",64,0.10059482915814849,0.003478956989934263,0.0001,0.999,95,150,0.7353853327619596
