hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",104,0.03482017096433779,4.617902164532368e-05,0.07406619409576762,0.05178308090571542,76,379,-1.0
"(64,)",71,0.2933619429002816,0.0005376240679834885,0.039674895491019734,0.9950385792898537,88,660,-1.0
"(64,)",134,0.3378991100814303,0.0009630443428407906,0.01476625014000041,0.26004132761680293,81,427,-1.0
"(64, 32)",110,0.11619426104765906,0.0008324190880873284,0.020717010827433106,0.7483431486205574,90,297,-1.0
"(64, 32)",90,0.25665810749441237,0.0009955445973796682,0.05318921470661449,0.43490633428192166,89,358,-1.0
"(64,)",135,0.10263696086854475,0.0004519886767215743,0.09936900130837789,0.034520433051295485,76,243,-1.0
"(64,)",106,0.159600681547033,0.001008055158297939,0.025781173133048174,0.9788900314265669,84,177,-1.0
"(64, 32)",64,0.00639117827178204,2.760230519214915e-05,0.013956110757713499,0.9407987353070556,75,691,0.7176265270506108
"(64, 32)",150,0.4,0.00101,0.1,0.001,75,150,-1.0
"(64, 32)",64,0.0,1e-06,0.007414057452073826,0.999,77,700,0.4698080279232112
"(64, 32)",77,0.02165829650306346,0.0001544210424193649,0.02736205591885159,0.9898993026965079,75,689,0.6401396160558465
"(64,)",150,0.03041259076927526,0.00101,0.07455529155118337,0.843063138183096,75,150,-1.0
"(64, 32)",64,0.0,1e-06,0.0001,0.001,75,700,-1.0
"(64, 32)",64,0.0,1e-06,0.006127681991259605,0.9121757914497006,75,692,0.4485165794066317
"(64, 32)",67,0.006263582152380576,6.278625535635228e-05,0.01906005071817326,0.9492923973812389,75,690,0.7294938917975566
"(64, 32)",69,0.021757649726637747,9.105902035533269e-05,0.024074059284995158,0.9562519730295969,75,691,0.7232111692844676
"(64, 32)",150,0.4,0.00101,0.1,0.9497175199876853,75,150,-1.0
"(64,)",116,0.25190280734981607,1e-06,0.0927439278330191,0.9576635396637021,75,188,-1.0
"(64, 32)",81,0.38718263706735423,0.0009279680594468246,0.007037943691735494,0.9522819812528522,75,700,-1.0
"(64, 32)",69,0.0,1.5774093820878816e-05,0.02716372474527104,0.9563017342393985,75,660,0.668760907504363
"(64, 32)",93,0.010517588813342612,2.746095667194903e-05,0.04051526789457861,0.9495249729173719,75,700,0.6834205933682374
"(64,)",102,0.4,0.0008045949642803309,0.1,0.6134093033477678,75,700,-1.0
"(64, 32)",90,0.011449098640714991,0.00012939279530728778,0.0001,0.9498125603412636,80,466,0.7106457242582896
"(64, 32)",64,0.03763141890486754,0.000547155639435265,0.0001,0.9589294879014869,75,694,-1.0
"(64, 32)",92,0.009113230419127337,8.601047361226965e-05,0.051128624791500765,0.999,75,608,-1.0
"(64, 32)",83,0.23177749719962676,6.830987206612329e-05,0.03808529991507418,0.9884258995661003,78,687,0.6917975567190228
"(64, 32)",86,0.07000667053166836,3.516693348758592e-05,0.02215645175766879,0.9655359187336839,77,686,0.6809773123909248
"(64, 32)",64,0.1459158346903676,3.898602464754041e-05,0.024884580300935755,0.9464972797390343,85,690,0.7033158813263525
"(64, 32)",82,0.019156527146967365,6.611659882581821e-05,0.016427900663427225,0.9185377144444296,75,685,0.7497382198952879
"(64, 32)",64,0.10523857313159413,3.310848087417014e-05,0.03626390188397739,0.9452428959675107,79,700,0.7015706806282723
"(64, 32)",64,0.2458132813697707,8.459039816616436e-05,0.024502411101164464,0.7917769997507883,95,299,0.7609075043630018
"(64,)",64,0.10087228032750822,8.918258974562618e-05,0.020904333068383574,0.7669352979482539,95,700,0.6904013961605585
"(64, 32)",64,0.4,8.144477804590159e-05,0.025998457263785645,0.7796448144197577,95,150,-1.0
"(64, 32)",102,0.2053847055224779,8.639225430914068e-05,0.08778772607636826,0.8754933217414247,83,297,-1.0
"(64, 32)",64,0.2926104663991633,7.329798979073712e-05,0.02287708282000442,0.8038559641656299,95,307,0.7539267015706806
"(64, 32)",64,0.03736522650260889,5.248620422271578e-05,0.0001,0.998121667903273,75,443,0.656195462478185
"(64,)",64,0.3570990268657527,6.90256559026574e-05,0.015707086431905878,0.8983200522448511,84,676,0.7267015706806282
"(64, 32)",73,0.27146127937409453,6.063369061029997e-05,0.025779342257100185,0.7576710222693164,85,303,0.7514834205933681
"(64,)",69,0.15409086968533808,7.630044230601373e-05,0.02526238939015891,0.874090331187592,95,302,0.7165794066317626
"(64, 32)",64,0.33036518855437474,8.776078543880292e-05,0.023104590220158382,0.732468617993608,95,300,0.7584642233856893
"(64, 32)",82,0.2721631477035694,5.933026444517497e-05,0.022901914612042194,0.7717627930421035,93,297,-1.0
"(64, 32)",150,0.064114860761269,1e-06,0.027701009235965118,0.999,76,700,0.27963720715662854
"(64, 32)",136,0.1819965916266466,1e-06,0.022703567673386306,0.999,77,680,0.2796250187856165
"(64, 32)",69,0.2963333561820426,1e-06,0.023024042907325248,0.7632207224981438,85,308,0.27738038114127084
"(64,)",104,0.04541340285911932,6.144425784436519e-05,0.026145449531844053,0.9930062275842397,77,692,0.6352530541012217
"(64, 32)",74,0.2097258709949109,7.657516279870365e-05,0.02645626081293183,0.7560850287628609,85,302,-1.0
"(64,)",112,0.130776500262248,5.7430844737073e-05,0.09001049469293647,0.764224873806281,85,304,-1.0
"(64,)",64,0.18944819139216693,9.864316325524518e-06,0.00501223444770215,0.999,95,700,0.6467713787085516
"(64,)",64,0.19287484653611003,1.034499175286684e-05,0.005268235205245045,0.999,95,700,0.6495636998254799
"(64,)",64,0.27889681757660884,1.109529227098538e-05,0.005588851880927394,0.999,95,700,0.6520069808027923
