hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,recall
"(64, 32)",101,0.13817697100537238,0.008197344647219065,0.04916278144991648,0.3170041642868119,86,0.2980477223427332
"(64, 32)",76,0.08020351133224074,0.00722195350689866,0.03248267424861616,0.23671389154308797,90,0.4234273318872017
"(64, 32)",118,0.08805143561281528,0.0014483030216309392,0.07126178512073739,0.26417952362567293,84,0.3370932754880694
"(64,)",128,0.07154578376180437,0.004990338566575542,0.06550665861623502,0.25607021402000996,84,0.27331887201735355
"(64, 32)",130,0.15540088777795613,0.0008562223740669881,0.017473260972046416,0.223112336277027,81,0.41822125813449024
"(64, 32)",74,0.17894973516828963,0.002950274899350007,0.062059303733362756,0.2,95,0.43470715835141
"(64, 32)",150,4.830948890264743e-19,0.011180339887498949,0.0001,0.2,80,0.3036876355748373
"(64, 32)",70,0.09194402066742785,0.003787130603920264,0.06665210664357815,0.21630079713004252,90,0.47071583514099785
"(64, 32)",64,0.0,0.005061671837681134,0.009761861047248733,0.31614454237257283,86,0.393058568329718
"(64, 32)",136,0.16286397360737914,0.009209988282863684,0.08205693749021038,0.28297427019617016,95,0.21865509761388285
"(64, 32)",64,0.0,0.0005590169943749475,0.03109749911886913,0.2,84,0.44121475054229936
"(64, 32)",64,0.0,0.001833173010083218,0.05815279098712806,0.22428260159922972,82,0.42819956616052063
"(64, 32)",64,0.07798133816871405,0.0069892044103782545,0.09131365994323891,0.2,82,0.41518438177874184
"(64, 32)",64,0.08462976657348692,0.001991458629265368,0.05671858670174377,0.2,91,0.44251626898047725
"(64, 32)",93,0.2,0.0005590169943749475,0.0001,0.2,95,0.48286334056399133
"(64,)",95,0.0,0.0005590169943749475,0.0001,0.2,80,0.5158351409978308
"(64,)",64,0.07333000583735293,0.011180339887498949,0.0001,0.2,91,0.3670281995661605
"(64,)",108,0.0,0.0005590169943749475,0.1,0.2,80,0.4195227765726681
"(64,)",104,0.0,0.0005590169943749475,0.0001,0.2,80,0.5097613882863341
"(64,)",93,0.0,0.002658472336509279,0.0001,0.2,80,0.40737527114967464
"(64,)",64,0.011255336122433455,0.0047012703336491105,0.04770771817645759,0.2,95,0.37613882863340564
"(64,)",76,0.2,0.0005590169943749475,0.0001,0.2,95,0.5023861171366595
"(64,)",92,0.0,0.0005590169943749475,0.0001,0.27744442110988293,80,0.5101952277657267
"(64, 32)",64,0.2,0.0036862780715925204,0.0001,0.2,80,0.41561822125813447
"(64,)",64,0.11056608763945358,0.006403646708825371,0.0001,0.2653976299090368,94,0.3718004338394794
"(64, 32)",64,0.16718225014697174,0.004137785913329653,0.1,0.22128464406988688,87,0.43557483731019525
"(64,)",150,0.12025994856266903,0.0005590169943749475,0.0001,0.26216434543838113,88,0.42255965292841646
"(64,)",92,0.2,0.0005590169943749475,0.022389973128500787,0.2,95,0.4516268980477223
"(64, 32)",64,0.16346861102467458,0.0005590169943749475,0.0001,0.2904698430059548,80,0.47331887201735356
"(64,)",64,0.2,0.0005590169943749475,0.1,0.2,95,0.45075921908893707
