hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,auc
"(64, 32)",101,0.13817697100537238,0.0022417058374178877,0.04916278144991648,0.3170041642868119,86,0.5229112547340584
"(64, 32)",76,0.08020351133224074,0.0019937559252115656,0.03248267424861616,0.23671389154308797,90,0.5797231713514251
"(64, 32)",118,0.08805143561281528,0.0005260615083216778,0.07126178512073739,0.26417952362567293,84,0.5536609156389525
"(64,)",128,0.07154578376180437,0.001426466859668412,0.06550665861623502,0.25607021402000996,84,0.4893802792019983
"(64, 32)",130,0.15540088777795613,0.0003755512786159623,0.017473260972046416,0.223112336277027,81,0.5719861539852049
"(64, 32)",150,4.1347312219316054e-18,0.00030000000000000003,0.1,0.2,95,0.5434710998058341
"(64,)",94,0.05726635873315662,0.0025615360288702036,0.031110577197913828,0.35,92,0.46375273203838824
"(64, 32)",64,0.0,0.003,0.0001,0.22108334137630345,95,0.5603701082449727
"(64, 32)",64,0.15296301652104757,0.0022804669074643854,0.09062683883304418,0.2,89,0.6100563188619046
"(64, 32)",64,0.2,0.00030000000000000003,0.0001000000000000006,0.2,95,0.6347522077524789
"(64,)",64,0.2,0.00030000000000000003,0.1,0.2,80,0.5994599681320126
"(64, 32)",64,0.2,0.00030000000000000003,0.1,0.2,80,0.6172167560386107
"(64, 32)",64,0.14315651812669103,0.00030000000000000003,0.1,0.2,95,0.6147093642077373
"(64, 32)",64,0.2,0.00030000000000000003,0.1,0.23118939254125928,95,0.6144079630149316
"(64, 32)",64,0.2,0.003,0.1,0.2,95,0.6024142512855907
"(64, 32)",64,0.2,0.0012758658940444753,0.0001,0.2,95,0.5741251235658774
"(64,)",64,0.0,0.00030000000000000003,0.0001,0.2,80,0.6423244653484621
"(64, 32)",64,0.0,0.00030000000000000003,0.0435271349578799,0.2,80,0.6201926474194641
"(64,)",76,0.0,0.00030000000000000003,0.0001,0.2,80,0.6384660892253083
"(64,)",64,0.2,0.00030000000000000003,0.0001,0.35,80,0.6602762961460087
"(64, 32)",64,0.2,0.00030000000000000003,0.0001,0.35,80,0.6347329697146671
"(64,)",64,0.2,0.0005917056332918517,0.0001,0.2,80,0.5908749680814486
"(64,)",64,0.0,0.00030000000000000003,0.0001,0.35,80,0.6604861290192092
"(64,)",64,4.8493690471191606e-18,0.00030000000000000003,0.0001,0.35,95,0.665295583167736
"(64,)",150,0.0,0.00030000000000000003,0.0001,0.35,95,0.56895814213805
"(64, 32)",64,0.18172720313586796,0.001634961752406132,0.1,0.35,84,0.5439098692793107
"(64, 32)",150,0.015547941904663907,0.003,0.1,0.2,84,0.4748966992425507
"(64, 32)",150,0.04927171830811454,0.0013748007581501271,0.0001,0.2,92,0.5075040672451193
"(64,)",74,0.0,0.00030000000000000003,0.0001,0.35,95,0.6577578197290778
"(64,)",64,0.2,0.00030000000000000003,0.0001,0.35,95,0.6602762961460087
"(64,)",65,0.18617952499975227,0.002928778780114801,0.08870710045857894,0.20220484990026238,95,0.5128134812584378
"(64,)",65,0.04754949241753893,0.0017551599452768252,0.02862971834741435,0.20430498115451357,95,0.5120411629223993
"(64, 32)",66,0.13444182994673926,0.0028682059925324087,0.09374310648729463,0.345016707342092,94,0.6231336417107839
"(64, 32)",64,0.014115432397988896,0.0024714615324740855,0.02157931196199685,0.34480387463715895,86,0.588976778147738
"(64,)",110,0.16537624049746139,0.0003078923631366549,0.07421221059638307,0.3410221057233147,86,0.5378733680455481
"(64, 32)",87,0.0940786285903208,0.00030000000000000003,0.01031702726933363,0.34469856652008934,90,0.6250508958684121
"(64, 32)",100,0.015757596003510923,0.0008784885015574284,0.00015028949400750944,0.31515014928541585,90,0.5504172323518853
"(64,)",149,0.0872517482865266,0.0028927707753656096,0.0005989087611337365,0.3087296821991305,93,0.3925633488438532
"(64, 32)",147,0.19963888622301398,0.0014952361705422184,0.09969460558988337,0.3398722242730239,92,0.4472058152440474
"(64, 32)",65,0.15651595395206327,0.0007558447375999485,0.09035572041255013,0.210282586788747,86,0.5825336393089918
