hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",119,0.35353983476816836,0.0006956404862923782,0.07165555956049349,0.26506078006360584,81,371,-1.0
"(64,)",149,0.32636479830337045,2.812628890169491e-05,0.06864820508213544,0.9424259846337559,84,255,0.6932647795534184
"(64, 32)",78,0.02203165739933471,0.0005652205890259238,0.04032524135601563,0.6618670768714127,87,162,-1.0
"(64, 32)",73,0.21537073649388547,6.376053947395177e-06,0.02906732504818086,0.1720146701309192,77,404,-1.0
"(64, 32)",94,0.09164463280610423,3.0888910579742745e-05,0.006866410002208712,0.7038968456029435,81,676,0.6539055839767608
"(64, 32)",79,0.27672552079379903,0.00010043810603839177,0.07696488214517297,0.4857041119160015,86,317,-1.0
"(64,)",79,0.16877080671462147,0.0006016244605591961,0.08668002781240038,0.9426148444983864,78,582,-1.0
"(64,)",102,0.07791432799759714,0.0008971738515075736,0.09367134901670013,0.3546643719249522,87,150,-1.0
"(64, 32)",144,0.3174751053517373,0.0009256861460293353,0.0028705191860178393,0.021014925437981072,76,433,-1.0
"(64, 32)",127,0.385421614413405,4.5587275966236424e-05,0.009095553485142176,0.9944616594137867,95,236,0.6901516447218725
"(64, 32)",137,0.0,1e-06,0.0001,0.9925991658101101,76,700,0.4435661301821822
"(64,)",149,0.13060317192237456,0.0001485000003871145,0.006081492602157725,0.999,82,586,-1.0
"(64,)",125,0.23086072108267014,0.00027018689774059156,0.0337581538762114,0.048749844971683214,90,505,-1.0
"(64,)",85,0.2036657141111014,0.0003969606527137597,0.09891351319376697,0.5232289961910837,76,648,-1.0
"(64,)",110,0.34035856807156456,7.969347064224697e-05,0.07540364060656783,0.4240502413315965,75,304,-1.0
"(64, 32)",110,0.09353142714886478,1e-06,0.05346355697351149,0.38354018208255974,79,700,0.5128234929387315
"(64, 32)",74,0.0,0.0008589556343126047,0.07729053225170536,0.8271351009644533,87,244,-1.0
"(64,)",149,0.21491151988281945,1e-06,0.09724855269993328,0.817291782147668,81,150,-1.0
"(64, 32)",72,0.3925978939379078,0.0008295229403300692,0.004045659396672437,0.9269800907445419,84,700,-1.0
"(64,)",150,0.17967534622707346,0.00020981856171691578,0.08980967655887288,0.47620996273668487,89,246,-1.0
"(64, 32)",133,0.04471207104730746,1e-06,0.02975694899860625,0.26665663099051173,91,637,0.5235321890690654
"(64, 32)",64,0.01963001480371854,7.89677143962094e-05,0.0001,0.5999839160672823,86,700,-1.0
"(64,)",150,0.393423569032803,1e-06,0.06730673631910529,0.8172396250264656,91,251,-1.0
"(64, 32)",106,0.1721253397604675,0.00014390713054140917,0.042279207143529646,0.9843774491323393,78,236,-1.0
"(64, 32)",125,0.03862983786001146,3.3944746956935174e-05,0.08994413157618233,0.2021495742624963,89,514,-1.0
"(64, 32)",92,0.0347891051969451,1.575561101641927e-05,0.04039064597791209,0.07048852232447925,93,689,0.6351107210305964
"(64,)",139,0.3737608857800001,3.7209345637884256e-05,0.025508308894762147,0.44973361518903754,76,298,-1.0
"(64,)",67,0.3508246693925252,1e-06,0.0037207614045570276,0.9207219491854707,85,682,0.5700956655871244
"(64,)",94,0.36828130132713266,1.9640969397657732e-05,0.06854291593368833,0.1536437272099932,90,653,-1.0
"(64, 32)",149,0.25237824806219394,0.00028147407007940293,0.04257891259794562,0.9011055819892342,93,540,-1.0
"(64, 32)",126,0.3271787938782139,4.021499919743128e-05,0.012739323880045544,0.718474935268775,91,248,-1.0
"(64, 32)",92,0.0,1e-06,0.0001,0.7154249667311567,88,660,0.47774377872669627
"(64,)",140,0.1531996664250381,1.624871498226605e-05,0.0001,0.7387401403967195,87,700,-1.0
"(64, 32)",113,0.034847225657253796,0.00021333751695548007,0.021911236624704095,0.7722988592998694,83,691,-1.0
"(64, 32)",130,0.2884250229084497,1.782228955783508e-05,0.07173127755477689,0.841292098553705,87,642,-1.0
"(64,)",79,0.32432913545492836,1.0880546808450406e-05,0.03244009235199761,0.999,83,189,0.6914155387725074
"(64, 32)",112,0.02669763426388056,1.2623592658540592e-05,0.0001,0.001,92,446,-1.0
"(64, 32)",136,0.061455662379795994,8.394845473825475e-06,0.022022668401155753,0.6989451191666515,85,700,-1.0
"(64, 32)",73,0.12381753364346795,1.440073742927114e-05,0.022141675959535916,0.8492582861987058,79,650,-1.0
"(64,)",137,0.32072047113124547,1.0814194182264725e-05,0.05974437475315426,0.39576068653032714,95,263,-1.0
"(64,)",107,0.24216372397958455,1.763797577834167e-05,0.03825771602922855,0.9661212218722373,92,433,0.7076760197503148
"(64, 32)",74,0.016394223383931008,1e-06,0.0068118563083734264,0.9605375241530911,93,574,0.5117610412905966
"(64, 32)",98,0.16619813950936446,1e-06,0.017004630154729597,0.3470466475286985,85,533,0.5190635523641218
"(64, 32)",70,0.18832344707572857,2.86474545259341e-05,0.017237848894217037,0.7011367853446911,80,453,0.6559653781684693
"(64, 32)",129,0.23825820153344637,3.717800337323295e-05,0.013739317547792161,0.955375801455735,88,188,0.7288741315625806
"(64, 32)",78,0.2171760206341834,1e-06,0.01931834203932777,0.3829748248413202,77,425,0.5196726720947165
"(64,)",117,0.05288867186885513,1e-06,0.055645550340238666,0.9274522990350695,76,488,-1.0
"(64,)",132,0.30988056894350946,0.0009957681381992476,0.09948928391783424,0.9872072455542353,78,555,-1.0
"(64, 32)",149,0.2901911561631435,0.0005138490338727714,0.000706396571482905,0.17335037350045632,93,540,-1.0
"(64,)",70,0.27358255921786834,0.0009998279660986557,0.007328612044204774,0.24105251330081226,90,511,-1.0
"(64,)",65,0.2898604864415276,0.0006516849046345203,0.0014391655103204812,0.10869873117852384,82,484,-1.0
"(64, 32)",71,0.021597371452423138,0.0009908823364005402,0.09687311127376975,0.004284056297214317,84,590,-1.0
"(64, 32)",69,0.21204547760312248,0.0003474015620091243,0.0005920311996074649,0.7453691334153697,82,237,-1.0
"(64, 32)",145,0.1796874065607136,0.0005116080238676423,0.09961952557349991,0.1629364449688791,92,668,-1.0
"(64, 32)",125,0.04625046846980118,0.0009932657303788675,0.00037795046930565385,0.8421327863885246,81,439,-1.0
"(64,)",145,0.07192088386097303,0.0007259774542126225,0.0011764377669053483,0.9266576196389945,85,696,-1.0
"(64,)",150,0.28516997080706424,0.0007552451418285925,0.09929291278321258,0.6934043588675387,78,534,-1.0
"(64,)",65,0.04396935424649456,0.0003963573668741713,0.09840171676994586,0.9694197522285241,78,597,-1.0
"(64, 32)",67,0.16280453241572765,0.000998807885580421,0.09869890397601211,0.024018546815945667,92,445,-1.0
"(64,)",77,0.27797403787749636,0.00045447654592273604,0.0005524106419406534,0.9980206347542279,77,564,-1.0
"(64,)",67,0.2264251165501615,0.0009999203042333053,0.0017644724397802643,0.3068348226844632,84,312,-1.0
