hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64,)",141,0.2542050384988552,0.003433621840037174,0.0077391010569029155,0.6841239840538562,90,446,0.3037269244165796
"(64, 32)",121,0.32835268873497975,0.006601422438764544,0.043223802365792714,0.38804259852370365,84,597,-1.0
"(64, 32)",110,0.008398089861984072,0.005177632889549005,0.09473348870620875,0.3256010719010144,87,669,0.2238476721235342
"(64,)",76,0.28565399742204306,0.0015528304332774277,0.04017996736110437,0.4282518109425184,90,492,0.32125856263787295
"(64, 32)",95,0.13310290481105833,0.0044221376230412736,0.02151231723075376,0.7700545259096312,75,401,0.33565540462092186
"(64,)",64,0.0,0.004838392807358652,0.08086627859413503,0.658897049565895,91,521,0.31638221293393703
"(64, 32)",64,0.4,1e-06,0.1,0.001,95,700,-1.0
"(64,)",150,0.4,0.00701,0.00010000000000000445,0.999,75,150,0.3002438174851968
"(64,)",64,0.11026795321204295,1e-06,0.1,0.001,75,150,-1.0
"(64, 32)",118,0.0,0.0008603224737594493,0.05461120105216006,0.4548857500371126,86,150,-1.0
"(64, 32)",82,0.4,1e-06,0.005872244857689505,0.7959409042301687,77,319,0.2251248113317079
"(64, 32)",68,0.0,0.0014295590105517988,0.1,0.18182464194139178,95,315,0.3277043664134241
"(64, 32)",84,0.05996348994693741,0.0014724244029406474,0.042476453474049075,0.4302918063279714,81,368,0.3572506675954952
"(64, 32)",87,0.2865004200977998,0.006573832053034072,0.00954732809587751,0.20627188243933106,85,492,-1.0
"(64, 32)",87,0.1500493541194711,0.0011295844968612783,0.049233420289485456,0.6646806742300452,83,459,0.38107027013339523
"(64,)",106,0.07789580999393314,0.003754375711849237,0.07054572999449103,0.15695329524043766,87,188,0.3458725182863114
"(64, 32)",74,0.16751340602961637,0.00581240927643162,0.038575151740895694,0.7391932642234753,86,608,0.2857308719377685
"(64, 32)",82,0.2135275975832257,0.005686644287232216,0.017581776604385244,0.968334560995334,87,312,0.3226571185460821
"(64, 32)",150,0.09323829357002328,0.003980051104888401,0.05863697956771004,0.999,84,336,0.28735632183908044
"(64, 32)",67,0.15927028693975942,0.0029923141562807495,0.09734743404615251,0.001,92,255,0.3072100313479624
"(64,)",146,0.3185774974030551,0.0026957685100162465,0.012945596748045931,0.6472652521785706,85,480,0.3067456170904446
"(64,)",64,0.0,1e-06,0.0001,0.999,75,700,0.36958046880244555
"(64, 32)",64,0.0,0.00701,0.0001,0.001,95,150,-1.0
"(64, 32)",66,0.11107264530283074,0.002214677678263965,0.07922420016580681,0.001,85,348,0.3140601416463485
"(64, 32)",64,0.033738070653068955,0.0021144986766602806,0.06800283140233865,0.999,93,526,0.5016990714810329
"(64, 32)",91,0.3967296446083234,0.004360362939305899,0.09608021772746282,0.001,80,167,0.2954835713456403
"(64, 32)",150,0.0,0.00701,0.0001,0.999,95,700,0.2418437246023453
"(64,)",150,0.0,0.00701,0.0001,0.999,95,150,0.3052362707535121
"(64,)",78,0.10398922630034786,0.0019475119617242324,0.020079402929124114,0.9765694669082922,89,454,0.32938581214443285
"(64, 32)",113,0.37062540041641384,0.001976952543780543,0.03883190027255767,0.8691046282728759,78,288,-1.0
"(64, 32)",150,0.4,0.0039983257994313445,0.0001,0.999,75,700,0.23383257866016485
"(64,)",64,0.0,0.0031421275617926686,0.1,0.001,80,700,0.31986531986531985
"(64, 32)",64,0.0,0.004751138506704858,0.012681946747914377,0.999,93,150,0.48228924980665117
"(64,)",106,0.10112354275229983,0.003040999818582903,0.08668553917734659,0.999,90,700,0.30035992104957626
"(64,)",95,0.0,0.00701,0.0001,0.001,95,700,0.33588761174968074
"(64,)",143,0.26428153587300146,1e-06,0.0001,0.999,76,643,-1.0
"(64,)",150,0.0894401886404174,0.005364070275919458,0.1,0.001,95,160,0.33170788343202134
"(64,)",64,0.3727717201240212,0.00701,0.1,0.999,77,150,0.33426216184836877
"(64,)",107,0.07610837685227802,0.005969630992118599,0.1,0.999,94,315,0.30964820619993033
"(64,)",119,0.0710238389642072,0.00526616165465118,0.0001,0.001,76,410,-1.0
"(64,)",150,0.0,1e-06,0.04550220102027337,0.001,78,413,-1.0
"(64,)",150,0.0,0.0028940514521541144,0.0001,0.001,95,700,0.28561476837338906
"(64,)",150,0.0,0.00701,0.1,0.001,95,700,0.2906072216417044
"(64, 32)",75,0.16020250599233873,0.0010505541250288963,0.05818227394314755,0.9770206735539996,94,526,-1.0
"(64, 32)",142,0.4,0.004575530792141956,0.007350491071804618,0.999,95,581,0.2593753628236387
"(64, 32)",65,0.0,0.0021064228200251126,0.0375529647252404,0.001,95,324,-1.0
"(64,)",137,0.09992117518019389,0.0013923901617394273,0.026888327861998174,0.9747492986998524,90,673,0.2839893184720771
"(64, 32)",133,0.2345020030152822,0.0003825059297634456,0.03755779171897494,0.9361855013884458,93,567,-1.0
"(64, 32)",91,0.10833930702655406,0.004175156445680844,0.014617240683734255,0.001,94,153,-1.0
"(64, 32)",77,0.08978233683527671,0.00701,0.1,0.35886939792422284,75,503,-1.0
"(64, 32)",64,0.0,0.0024812125030055903,0.1,0.999,95,150,-1.0
"(64, 32)",120,0.16773417691301687,0.0017171405606357063,0.023745121545140312,0.6695843033833111,92,456,0.36666166307891407
"(64, 32)",137,0.26444582455075966,0.0031890644586359796,0.015358897676263023,0.999,90,526,0.27597817252989665
