hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",118,0.3619267814668519,0.00029783861298491183,0.01266630167346663,0.26039061232924393,76,521,-1.0
"(64,)",64,0.05104362843904088,0.0005540248118604076,0.002138388958348292,0.999,80,585,0.6188720173535791
"(64,)",65,0.36492507611011027,0.00021222978889901304,0.07900577028700709,0.999,76,635,0.6117136659436009
"(64,)",68,0.06031529014676752,0.0002396774667792576,0.015973610756060037,0.6541424531522531,75,541,-1.0
"(64, 32)",116,0.10268318061956878,0.0005265596001385302,0.043099333112849,0.001,92,687,-1.0
"(64, 32)",83,0.33202096279283144,0.0007633741555086439,0.03442641821301083,0.828302621852196,89,466,0.5019522776572668
"(64,)",142,0.008499635193959338,0.00030546855696709266,0.04533148372965333,0.001,89,323,-1.0
"(64,)",74,0.13816765801006423,0.00048144226872548257,0.010000672413282063,0.9126857389066106,92,601,0.5082429501084599
"(64,)",78,0.396078548194826,0.00024690697544214825,0.07174293878673231,0.7947735624812026,83,526,-1.0
"(64, 32)",78,0.3291467703352198,0.0009341779393211609,0.0022143816598736554,0.6772825148927598,93,511,0.5045553145336226
"(64, 32)",66,0.34067223525018225,0.0003037375236469692,0.04771682070422122,0.4449306189800395,82,515,-1.0
"(64, 32)",74,0.37941379353933535,0.0003203660118281145,0.006739552459805872,0.653720321134943,85,570,0.4893709327548807
"(64, 32)",80,0.3242637913973197,0.0009209278839833683,0.013512618635994287,0.999,89,500,0.6054229934924078
"(64, 32)",78,0.324365574100032,0.00018724103540784576,0.02357507308378637,0.9249525807009714,93,499,0.5568329718004339
"(64,)",130,0.26845760228915877,0.0009786381672217202,0.0834673924603975,0.999,75,539,-1.0
"(64, 32)",84,0.3828533708486961,0.0002031352727163079,0.013783359934924685,0.87010220720558,88,611,0.5154013015184382
"(64, 32)",73,0.3234703147391045,0.0004945215149462206,0.0001,0.999,88,613,0.6099783080260304
"(64, 32)",127,0.17359896491318139,0.00024354337089355993,0.00406809756201206,0.6713796640166199,95,376,0.47830802603036876
"(64, 32)",83,0.17038662520273568,0.0004732003348510845,0.0056318862232163265,0.8033922216878124,92,478,0.5019522776572668
"(64, 32)",134,0.12154485073196293,0.000774046742053708,0.0010957479408002615,0.999,93,562,0.6091106290672451
"(64,)",123,0.015402668232181276,0.0009484723136631983,0.0001,0.999,84,565,0.5963123644251627
"(64,)",141,0.34499284333870295,0.00026400865995877007,0.022836433983541366,0.999,91,522,0.6058568329718004
"(64,)",150,0.2654649323546738,0.001,0.016362263384140912,0.6207254456518819,95,499,-1.0
"(64, 32)",90,0.4,0.0007753707940423161,0.0001,0.8500629612302336,86,673,0.5169197396963123
"(64, 32)",119,0.4,0.00019032938693653106,0.0001,0.999,95,579,0.6273318872017354
"(64,)",64,0.12145124487353463,0.0003846408258652743,0.1,0.999,75,627,0.6080260303687636
"(64, 32)",126,0.22495677571156986,0.0005349757430415376,0.0001,0.999,84,560,0.6101952277657268
"(64,)",64,0.28801701593198287,0.00015823024456641598,0.0001,0.21287210690046338,95,262,-1.0
"(64, 32)",64,0.4,0.0009401464542698404,0.030170774452466374,0.999,80,335,0.606941431670282
"(64,)",121,0.4,0.0003463326534272719,0.007235525445552643,0.999,88,164,0.6032537960954447
"(64, 32)",64,0.0,0.0008867499184942528,0.009672145847603768,0.001,86,284,-1.0
"(64, 32)",117,0.17214302930521225,3.8826699797597505e-05,0.0001,0.7401372756828904,86,360,-1.0
"(64, 32)",82,0.20851720746533045,0.000519414264685212,0.003480509044540932,0.23354166421082437,95,294,-1.0
"(64, 32)",72,0.29861959184422654,0.000971399464703714,0.0001,0.20287959050676554,80,260,-1.0
"(64, 32)",64,0.4,0.001,0.0001,0.999,95,640,0.6036876355748373
"(64,)",64,0.4,0.0008597139183399216,0.0001,0.999,75,695,0.586117136659436
"(64,)",94,0.4,0.0009328147643522378,0.0001,0.999,95,497,0.5926247288503255
"(64,)",68,0.20787821994386088,0.00029215444485453573,0.01056719907896413,0.915210034763666,95,700,0.5119305856832972
"(64, 32)",86,0.34097833372220054,0.0008079317718117186,0.025431382657684538,0.9656242189560562,95,572,0.5960954446854664
"(64, 32)",91,0.0,9.363964483955578e-05,0.0001,0.999,95,164,0.6275488069414317
"(64,)",69,0.19570822195548465,6.99912436609528e-05,0.09324355610161005,0.9950809467324122,75,462,-1.0
"(64, 32)",87,0.35619280754706006,0.0007859664851734561,0.021050728923494237,0.999,80,313,-1.0
"(64, 32)",64,0.34987360694389946,0.00010863815153558321,0.0001,0.999,95,700,0.618004338394794
