hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",111,0.057756413579790306,8.172615092027739e-06,0.024953821948188327,0.10110947406292717,92,401,-1.0
"(64, 32)",100,0.2169538389652808,8.67086787215896e-06,0.09344367053187355,0.7689826841181597,76,512,-1.0
"(64,)",130,0.026252987273304437,6.684030386714813e-06,0.04455661417644662,0.392540400527554,91,608,-1.0
"(64,)",120,0.022684556083549853,7.769546369993276e-06,0.09800000685913003,0.6119654043538618,79,155,-1.0
"(64,)",100,0.14089256627242552,6.152372992573977e-06,0.016271144380038727,0.9186986707779629,85,279,0.4036920933472658
"(64,)",115,0.36533864402264016,4.180769221923553e-06,0.032594422070431804,0.9926936101979482,87,237,-1.0
"(64,)",139,0.396518784307236,7.484391651138225e-06,0.07916228185592457,0.838842213553761,75,444,0.36872168127571064
"(64,)",106,0.15902982299710144,1.5226354720109894e-06,0.034120175665388504,0.49794798889475855,82,174,-1.0
"(64,)",112,0.13253888022641733,2.06544093583784e-06,0.062473135708102874,0.798936511950701,83,347,-1.0
"(64,)",73,0.2574980024151456,7.31157144586866e-06,0.04521604346797123,0.9438273958244778,94,226,0.4187542323168103
"(64,)",133,0.07775069668645426,9.241125131127902e-06,0.008884207294358756,0.9400612713699411,90,511,0.41948217810286775
"(64,)",77,0.3965548548833957,1e-05,0.07030308075395453,0.8250484423357841,77,260,-1.0
"(64,)",150,0.017487481899054337,7.47994560276962e-06,0.03910930481866071,0.9245437168264923,81,451,0.39296819894264906
"(64, 32)",78,0.16307432165979152,8.788273207466974e-06,0.09701079039250614,0.999,95,150,-1.0
"(64,)",143,0.28559707464344863,5.9362603376250195e-06,0.08505408798017343,0.33526956737953795,87,302,-1.0
"(64,)",64,0.4,8.638347278767307e-06,0.1,0.999,94,439,0.45947738426847057
"(64,)",89,0.2406793718575016,6.0599454668582e-06,0.007394297858058126,0.7867748301771645,93,208,-1.0
"(64,)",141,0.291242213471541,9.903066303287554e-06,0.011006561837304949,0.999,93,561,0.4206739837322875
"(64,)",113,0.32653069153310665,6.3537633946487765e-06,0.0061232111923280735,0.999,76,680,0.41655930667552993
"(64, 32)",69,0.09594378245959767,1.0614413637167482e-07,0.05204883052646925,0.5436175008067963,91,279,0.21583652618135377
"(64, 32)",66,0.2023651544076091,1e-07,0.06420254524022272,0.3607756845782946,81,599,0.2362707535121328
"(64, 32)",138,0.07802520873805036,2.2566240014135705e-06,0.09610074254802806,0.5226586879393972,75,587,0.2778358295599675
"(64, 32)",135,0.3871893068571024,2.399506101402187e-06,0.022178139413981765,0.3533814891876712,95,178,0.25856263787298267
"(64, 32)",150,0.024850052301345182,1e-07,0.08287528308538837,0.001,86,500,0.27285811928040543
"(64,)",95,0.36383881541786006,6.241642876616285e-06,0.013061680170707616,0.8148452576633441,95,463,0.3964918705097362
"(64,)",82,0.0910712834437395,8.1169172102103e-06,0.07950412438080694,0.999,93,700,0.4481179002358524
"(64, 32)",126,0.20792500129621924,1e-07,0.02360676498411601,0.999,95,700,0.19609577855663726
"(64, 32)",103,0.36409129090745496,1.2678696724684497e-06,0.0657118445588991,0.999,76,150,0.2082038078197771
"(64, 32)",82,0.39979579531785764,2.796263672152383e-06,0.005613793544721524,0.001,91,700,-1.0
"(64, 32)",66,0.2029071979403279,1e-07,0.08865661200318328,0.10784801146331442,78,150,0.26216184836874495
"(64, 32)",143,0.06451924416073687,3.2408955074811686e-06,0.08125094522509499,0.999,79,700,0.3144155640195323
"(64, 32)",147,0.05447001538655593,3.249454436659791e-06,0.07055668403960312,0.7427466707762629,80,150,0.2408251733964922
"(64,)",71,0.16606557994622625,1e-07,0.08315917112654608,0.001,93,700,0.23907400440384605
"(64, 32)",126,0.016733177660528883,1e-07,0.031734168146901415,0.6884885391051786,77,700,0.20631603390224082
"(64,)",128,0.15172227784899736,1e-07,0.09155057877695781,0.001,84,150,0.22709857192615812
"(64,)",82,0.27374812955788624,1e-05,0.002453312655832175,0.001,87,700,-1.0
"(64,)",70,0.079347740267109,2.7368061372606527e-06,0.01927109175974688,0.001,78,700,-1.0
"(64,)",137,0.3279584185899779,9.814393456975442e-06,0.030419420299841706,0.6200542632188326,83,578,-1.0
"(64, 32)",66,0.29582853390975716,5.090098317549152e-06,0.0001,0.999,88,700,0.46062211996458324
"(64,)",105,0.4,7.651772831081183e-06,0.0001,0.999,75,700,0.42396073565029474
"(64,)",78,0.29307078388552216,5.4045578607267525e-06,0.002667267423825015,0.8465067604474191,91,479,0.4124697168593048
"(64, 32)",75,0.38763429035543917,4.104396345123692e-06,0.058961012154668584,0.9569001065299046,90,175,-1.0
"(64,)",109,0.3210492942035066,4.68450259409262e-06,0.02224668160186468,0.9328944096842999,84,272,0.3715224429853188
"(64,)",139,0.0,9.67940642318565e-06,0.04497492211443032,0.9708400243752561,95,563,0.43311069446887335
"(64, 32)",81,0.15868997014425712,1e-07,0.005603815425910336,0.7372772124801069,78,500,0.2068965517241379
"(64,)",134,0.2559029274114876,2.662973766392054e-06,0.09452915360249753,0.8979650544821897,84,457,-1.0
"(64, 32)",113,0.26436822173031055,3.7486776862043187e-06,0.02096108715097832,0.7245326096812551,93,700,0.3179299524511319
"(64, 32)",118,0.22366026603695116,3.822112133166184e-06,0.013501682648338214,0.5664883446373992,76,297,-1.0
"(64, 32)",78,0.11188583313016331,1e-07,0.09634021175435886,0.49895823792027133,89,528,0.2211772901428074
"(64,)",101,0.3367212411401297,5.882908430643813e-06,0.09255081515048454,0.999,95,700,0.4238449554941727
"(64,)",109,0.11575468147178017,6.956686092703719e-06,0.049844373325832844,0.999,85,501,0.4278539242519648
"(64, 32)",137,0.13896531121284572,1e-07,0.0576419345943142,0.001,77,150,0.2711018228259608
