hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",123,0.29054007243242347,1e-07,0.03983003035893314,0.999,76,150,0.1953164570588449
"(64, 32)",115,0.11652047803070496,1e-07,0.0596143563962265,0.38222223787320797,94,150,0.2277951933124347
"(64, 32)",70,0.07128337160056376,1.9868318777175645e-06,0.006533205780074117,0.999,84,700,0.4009815625414512
"(64,)",118,0.395225015232835,6.367998997870014e-06,0.04593062644668782,0.999,93,700,0.4101969422303684
"(64,)",143,0.3758991231809923,1e-07,0.08576194568121394,0.35682429859788933,79,700,0.2176941832114246
"(64, 32)",98,0.09923801341689803,6.296340739849539e-06,0.07474024728720516,0.999,91,700,0.48566799894993057
"(64, 32)",128,0.1305685786819937,1.5805673583823423e-06,0.0592039284793192,0.8486239606715301,82,583,0.24739805447062027
"(64,)",99,0.04933465492213316,5.797972672823381e-07,0.0635897500974193,0.9375233823396149,94,477,-1.0
"(64,)",127,0.16322891520677113,8.265094572709108e-06,0.0016575590144427435,0.06853599591475922,95,183,-1.0
"(64, 32)",141,0.07357975167246811,2.5635889198661437e-06,0.08705594378661326,0.001,78,150,-1.0
"(64,)",135,0.3898847601914581,6.603575440487353e-06,0.006658418317003899,0.8355484962588217,87,700,0.37931903064935435
"(64,)",65,0.3993963901252379,7.440184667944055e-06,0.08515317597354341,0.8772826000814737,81,444,0.43785647963920943
"(64,)",119,0.36888656210059845,1e-07,0.07067543051576503,0.2278021736340198,95,423,0.22094508301404855
"(64, 32)",148,0.04065979532465313,1e-07,0.04310377388745701,0.250826266191341,82,150,0.24068268895855105
"(64, 32)",119,0.3116531651689756,1e-07,0.07190475963975017,0.1684450564532674,84,700,0.25531173807035873
"(64, 32)",78,0.061673520613421684,1e-05,0.010771107911260373,0.999,79,700,0.5100565876668076
"(64,)",146,0.2662880046706266,5.806082959919447e-06,0.02418393878393463,0.999,95,690,0.3999767792871241
"(64, 32)",64,0.09517683642525726,4.960754708020877e-06,0.09193162590904802,0.8688878479884059,75,700,0.49097158811304187
