hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",70,0.11740352939905396,0.0003448453449772461,0.06020183779940713,0.9093000611941613,84,537,0.5399855386840202
"(64, 32)",140,0.17148111655768533,0.0008078919141109161,0.06322336812895682,0.6229475014729262,93,657,-1.0
"(64,)",148,0.2750076926986014,0.00070706377544591,0.056598355502300614,0.1678470577211288,80,345,-1.0
"(64,)",64,0.3681973877482676,0.0004792787766824724,0.06364196767973397,0.4427156629265711,77,363,-1.0
"(64,)",69,0.3482950131023914,0.0006938491719072752,0.05266282585964268,0.6212212137365908,87,451,-1.0
"(64, 32)",134,0.0345417711622742,0.0001806992243556082,0.019617323517842806,0.08621846700866788,94,450,-1.0
"(64, 32)",122,0.240876397165824,7.953998354024488e-05,0.030136660797579033,0.4912706680494996,84,593,0.4657989877078814
"(64, 32)",64,0.09299516135608399,0.0006809613509949215,0.027524809367426784,0.7673868941460747,79,325,0.5060014461315979
"(64, 32)",150,0.3823426330661893,0.0006546115124642001,0.0423125097216688,0.9839907186012493,75,172,-1.0
"(64, 32)",64,0.34267748337400455,0.0006035997504650581,0.0421716628478923,0.7881464973944751,81,251,-1.0
"(64, 32)",87,0.11882543713629899,2.99299646228981e-06,0.07328747480018295,0.33905137635558164,78,377,-1.0
"(64, 32)",69,0.0,0.0009087733755356713,0.05196451065872061,0.5306909494646406,86,637,-1.0
"(64,)",67,0.09266137697607658,0.000448146331895943,0.01275680995152405,0.999,94,580,0.6024584237165582
"(64, 32)",98,0.09263685260468547,0.0008839364968119481,0.053469557063614545,0.9071715436986801,93,308,-1.0
"(64, 32)",115,0.28808967009356073,0.00047640763052287115,0.09823205295039862,0.13514532436874052,79,608,-1.0
"(64, 32)",107,0.010556699407341896,0.0005875021183913705,0.034482547886700445,0.08559810011970975,75,657,-1.0
"(64,)",118,0.20924269782225988,0.0005952348237823362,0.03259557981693823,0.72418463303192,85,449,-1.0
"(64, 32)",64,0.15062599981193803,0.0005254907611701126,0.0029656287888177144,0.6674662250678575,81,368,0.5188720173535791
"(64,)",135,0.26577668942484933,1e-06,0.00015785559157117623,0.7969726955938263,94,380,-1.0
"(64, 32)",64,0.10045534131994496,0.0001636590054526714,0.06312945056410181,0.5090901929892534,79,406,-1.0
"(64, 32)",70,0.13063443353900453,0.0005305335752071095,0.05393652675860054,0.13888437329365952,93,418,-1.0
"(64, 32)",64,0.13925832906239585,0.00054696862489902,0.01890766848487025,0.8793895197654814,89,490,0.5020968908170643
"(64,)",64,0.07274452400684514,0.00046046801360338156,0.002110635152094597,0.8281464912019134,89,585,0.5294287780187997
"(64, 32)",92,0.4,0.0008647421355442782,0.0082747511397589,0.9301554063335478,78,541,0.5793203181489516
"(64, 32)",64,0.0,0.0008418715404710612,0.0001,0.5723160358462047,83,320,-1.0
"(64, 32)",105,0.4,0.0003612611979924709,0.07835060310027168,0.999,85,497,-1.0
"(64,)",103,0.4,0.001,0.008731995330881946,0.999,85,583,-1.0
"(64,)",69,0.10785799768653362,0.0005444901746495482,0.014833657521580584,0.7980553989053891,77,483,0.5140997830802604
"(64, 32)",85,0.4,9.908145595586449e-05,0.09560895692309142,0.934907254768947,90,163,-1.0
"(64, 32)",69,0.02501327838639357,0.00014421275177356067,0.06688107305348119,0.9376007111917849,78,461,-1.0
"(64, 32)",64,0.10579896582546983,0.0005067423625303349,0.014621382717938829,0.8933425420987193,83,218,0.5091829356471439
"(64, 32)",107,0.2519134350218284,0.00044636108499891827,0.0016861115684083526,0.518163069683089,80,479,0.49240780911062904
"(64, 32)",106,0.34628960470563325,0.0006272432387533649,0.0001,0.7452572807341957,80,548,0.4960231381055676
"(64, 32)",126,0.2894245968797782,0.00014621139354064805,0.0009410089758197665,0.3299529262290145,82,675,-1.0
"(64, 32)",105,0.24522795877523454,4.584196829834614e-05,0.024113924040423406,0.7282119111298319,87,351,-1.0
"(64, 32)",109,0.22390864230586927,0.0007685210631363264,0.014867760886470571,0.9121445167411009,81,185,0.5454808387563268
"(64, 32)",69,0.2751871230768081,0.0007041337515548727,0.022012059646747257,0.5996823612290668,93,303,0.5031091829356472
"(64, 32)",72,0.3372577582491678,0.00010126756228217402,0.036443276209258066,0.6206412263413051,92,659,0.4799710773680405
"(64,)",88,0.38218776126705956,0.0007060537645437103,0.008549918423371137,0.22414122159627511,81,688,-1.0
"(64, 32)",70,0.05338266651485077,0.0006475655140040195,0.016549746331977713,0.9663627952422782,89,300,0.5657266811279826
"(64,)",150,0.1867100269747806,0.0004932446394670299,0.009175961542911159,0.33387363275921506,79,418,-1.0
"(64,)",127,0.4,0.0005765796969931169,0.006793805983365872,0.9773558009095938,90,543,0.606652205350687
"(64,)",64,0.4,0.0006309794897291308,0.007195483602473273,0.9112230084872167,94,520,0.527114967462039
"(64, 32)",70,0.25609886023974,0.0006667260696079219,0.003987342456544693,0.999,78,658,0.6043383947939263
"(64, 32)",103,0.3229933689227933,1e-06,0.0374804412017783,0.3122274874278941,90,626,0.34374548083875633
"(64, 32)",147,0.36223790091958974,0.00044513908206616327,0.0001,0.977775572350986,75,518,0.6295010845986985
"(64, 32)",93,0.0,0.0002844181465129003,0.051475360552848425,0.999,94,653,-1.0
"(64, 32)",89,0.16111863816513614,0.0008086929275714742,0.024832090005237215,0.999,80,482,0.6047722342733187
"(64, 32)",130,0.39221783123386644,0.0006959923469375319,0.009790862386106948,0.999,81,555,0.6193781634128706
"(64,)",89,0.12806487826420698,0.00013552468864725588,0.033554651349692446,0.002290054212411568,82,439,-1.0
