hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",106,0.17146245750389372,0.015982128273577152,0.05856456760918691,0.44235685741715824,78,519,-1.0
"(64, 32)",130,0.30786190982469575,0.016931449965273026,0.0975462592422782,0.33634255342402114,87,650,-1.0
"(64, 32)",123,0.0167701764094697,0.009058154968826306,0.01142506122144639,0.4754253738542025,78,388,-1.0
"(64,)",81,0.3521676943335826,0.009925659701317886,0.045835238224682814,0.004964017434853806,89,581,-1.0
"(64,)",103,0.1073258499377048,0.006058866189686332,0.06701922347505006,0.004854640750619532,92,246,-1.0
"(64,)",66,0.18923763167789853,0.0018514902350954,0.08311727089439326,0.7624056192998809,94,309,-1.0
"(64, 32)",101,0.24156908859237564,0.010157017436854253,0.06178597247676854,0.8638956415319681,90,447,-1.0
"(64,)",150,0.4,0.018009999999999998,0.0001,0.999,75,150,-1.0
"(64,)",145,0.024620495301969577,0.0036798912711208313,0.09330256879472076,0.9118862318410703,75,568,-1.0
"(64, 32)",79,0.3901268463737279,0.0013593672987664844,0.006956369603141608,0.1721910020166884,77,221,-1.0
"(64,)",76,0.01444288490204593,0.017826905493812637,0.010147653561272603,0.14393173351081726,94,172,-1.0
"(64, 32)",150,0.4,0.00099,0.00010000000000000025,0.999,95,700,-1.0
"(64,)",66,0.04993185676897599,0.012797953186008225,0.004692321054319091,0.08655730464052722,76,679,-1.0
"(64, 32)",65,0.26263021958086685,0.017246580126659514,0.09659251905170238,0.8702814023156932,95,208,-1.0
"(64,)",150,0.0,0.00099,0.1,0.001,95,150,-1.0
"(64,)",71,0.016815756029170008,0.0015789087494223167,0.007453931833301411,0.9798107618654006,78,644,-1.0
"(64, 32)",146,0.38766076877088307,0.0010331240615570419,0.006535646728187718,0.33226052503230935,95,693,-1.0
"(64, 32)",64,0.4,0.00099,0.1,0.001,75,150,-1.0
"(64,)",146,0.3455151280620119,0.014934059679943124,0.0931342807847679,0.00677573543554416,78,643,-1.0
"(64, 32)",64,0.0,0.018009999999999998,0.1,0.999,75,700,-1.0
"(64, 32)",139,0.00841584198554495,0.01789306786336163,0.02204885832935909,0.9563262485928267,90,202,-1.0
"(64,)",142,0.08704873520277488,0.0012040096472604525,0.0006358001093656692,0.9887719592630482,75,158,0.5878524945770065
"(64,)",150,0.05137586827692078,0.00099,0.0001,0.999,75,259,0.572885032537961
"(64,)",145,0.224534636171411,0.00099,0.0080264149280998,0.007551241379819222,95,700,-1.0
"(64,)",145,0.06738344847599065,0.00099,0.0001,0.999,75,200,0.5761388286334057
"(64,)",147,0.060246363107296225,0.001858704234187365,0.0001,0.999,75,150,0.5748373101952278
"(64,)",147,0.08322495410549496,0.00099,0.0001,0.999,75,164,0.5809110629067245
"(64,)",64,0.4,0.00099,0.0001,0.001,95,150,-1.0
"(64,)",145,0.12496512388083186,0.001436427203334611,0.00015589958186328052,0.999,75,150,0.5865509761388287
"(64,)",145,0.23474462534921742,0.0013418150212440375,0.005115722261035267,0.5260139346333418,75,150,-1.0
"(64,)",99,0.4,0.00099,0.1,0.9866203110312711,95,150,-1.0
"(64, 32)",79,0.4,0.00099,0.0001,0.9725137912004256,95,150,0.6258134490238612
"(64, 32)",67,0.4,0.00099,0.0001,0.9507425253837578,80,222,0.6106290672451193
"(64,)",66,0.4,0.00099,0.0001,0.9459291781013219,92,150,0.5557483731019522
"(64, 32)",103,0.3565922872838614,0.00099,0.0037176994305943233,0.9920983033052817,75,150,0.6210412147505423
"(64, 32)",119,0.25905089411171567,0.00099,0.0001,0.9919343204419084,75,150,0.6104121475054229
"(64, 32)",64,0.4,0.00099,0.0001,0.9765870381375654,95,218,0.620173535791757
"(64, 32)",66,0.39464552891795973,0.001439989962311748,0.00512866210064815,0.9821166213379225,95,182,0.6175704989154013
"(64, 32)",148,0.4,0.0020664529633418654,0.0001,0.9768087947241939,95,226,-1.0
"(64, 32)",99,0.3498518399930629,0.0014005670963277443,0.0036907519648088413,0.999,75,311,0.6110629067245119
