hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",99,0.04255316206637591,0.0006592891179386578,0.0870918060347685,0.8068341134529242,91,479,-1.0
"(64, 32)",109,0.05664752723406653,0.00040188575649018516,0.06223576451697207,0.7787540481336804,86,208,-1.0
"(64,)",140,0.25541163623599655,0.0008814434769143631,0.04681169484653049,0.913498566883733,90,156,-1.0
"(64,)",111,0.37790792949010577,0.00011666611472521611,0.03906151839344972,0.2326355303171101,86,170,-1.0
"(64,)",145,0.1272374446734494,4.0322344094032955e-05,0.05044805774235589,0.011508374134647163,76,582,-1.0
"(64,)",75,0.2515863221756176,0.00045494304018733656,0.0612503042933227,0.2696908517640244,94,358,-1.0
"(64,)",78,0.022107534538866075,0.000852570796143346,0.08879902856114084,0.5976856940135004,89,465,-1.0
"(64, 32)",120,0.09281367261445389,0.0002190581336829814,0.09709384618116744,0.9666001328639675,85,694,-1.0
"(64,)",79,0.1241367738039194,0.00018859606842387528,0.02662142838452742,0.590211653213157,88,687,-1.0
"(64, 32)",75,0.04535790973109865,0.00028045934500890387,0.06380155605959695,0.43967252085558783,90,344,-1.0
"(64,)",117,0.3393705519734352,0.0006303185573626306,0.08569477156098468,0.1814624841499948,83,157,-1.0
"(64, 32)",66,0.2497922045088241,7.980105059159351e-05,0.04878761355155245,0.8221961205063241,90,270,-1.0
"(64, 32)",110,0.008707519665954734,0.0006927026927705549,0.08357035343944834,0.11847419442250867,86,304,-1.0
"(64, 32)",96,0.2589363940116532,0.000828242564699782,0.08657651864613722,0.8968186353462925,83,700,0.7600349040139616
"(64, 32)",150,0.3720854820379196,0.0009371713610140334,0.1,0.999,75,700,-1.0
"(64, 32)",94,0.06525764737420713,0.0006715307434103566,0.07053283704046309,0.009852580426388848,79,512,-1.0
"(64, 32)",94,0.22218773637569367,0.0006930909976885983,0.0008939630029414137,0.8029811429946211,81,700,0.768760907504363
"(64, 32)",91,0.12756771332750794,0.00016712320888657268,0.07624446161337323,0.999,92,221,-1.0
"(64, 32)",87,0.21509035396593498,0.001,0.0027698263145405815,0.4829410391346083,88,244,0.7338568935427574
"(64, 32)",100,0.3995233047170556,1.1615727113200185e-05,0.08666162982493374,0.09679296666638891,83,503,-1.0
"(64,)",86,0.00046494495906781465,5.886289778763463e-06,0.0835239889780371,0.6033371793420225,87,611,-1.0
"(64, 32)",123,0.16026472300190253,0.0009896265070797002,0.062246224480989557,0.043793675862075034,81,654,-1.0
"(64, 32)",98,0.22366341116307595,0.001,0.016200483878658172,0.757749817855758,76,296,-1.0
"(64, 32)",133,0.13694628371124676,0.001,0.021742111964862545,0.8409017877604742,87,286,-1.0
"(64, 32)",85,0.2283246755136994,0.0007556348189601013,0.03859210083466596,0.7648467353679367,85,409,-1.0
"(64, 32)",96,0.3830163070082749,0.0006988355052244293,0.04667790899189408,0.010413022054668798,94,248,0.7469458987783595
"(64, 32)",95,0.29626152547401546,0.0007426456615742113,0.006920675965391616,0.5237077093615218,84,619,0.7530541012216405
"(64, 32)",136,0.4,0.0007814834319301621,0.052082264973074464,0.041311895324021006,87,306,-1.0
"(64, 32)",92,0.23833716978031483,0.0009601350666344379,0.03504345803523656,0.5751516669185214,95,221,-1.0
"(64, 32)",95,0.024250606700717492,0.0008014761423002977,0.037991034925744266,0.9922077148008761,87,690,0.6116928446771379
"(64, 32)",84,0.2976928018471512,0.0006624054812648401,0.04536981541504497,0.36293484294225803,94,609,-1.0
"(64, 32)",102,0.37185701016570605,0.0009705399419752576,0.01757284659899568,0.5868197914854819,85,625,-1.0
"(64, 32)",87,0.1005436898882479,0.0007098628857015542,0.09214812676237638,0.23530981339740467,91,695,-1.0
"(64,)",95,0.13727002762320792,0.00012120375500303092,0.060641658673591635,0.8667174046165891,78,662,-1.0
"(64, 32)",95,0.14920948422223776,0.00010427428585855151,0.02287525275558431,0.1005863818297341,81,664,-1.0
"(64, 32)",95,0.4,0.0007910768157942324,0.05637178395758629,0.3343628874117049,91,676,-1.0
"(64, 32)",91,0.2467109599951808,0.0008377212225345427,0.06561110715146626,0.2551036572938868,91,248,0.7286212914485166
"(64,)",94,0.06368760674459048,0.0003866740139307682,0.017970111772891675,0.28779362651936613,89,257,-1.0
"(64, 32)",93,0.2617618773956261,0.000919602518354134,0.0003269228355006482,0.826099653355715,83,241,0.7722513089005235
"(64, 32)",92,0.25952694051769515,0.0003035429171919704,0.008280227583563579,0.06554350953177239,82,624,-1.0
"(64, 32)",93,0.050027717080994585,0.0009703557230042354,0.028792720062316562,0.026658855171335157,76,245,-1.0
"(64, 32)",94,0.20480759108055624,0.0008078140950503554,0.023139877297761714,0.7485809680761153,84,520,-1.0
"(64, 32)",96,0.384873977528288,0.00030912928414580335,0.07451144623527363,0.5608361692692921,90,244,-1.0
"(64, 32)",94,0.18075644437129634,0.0007293444477160877,0.06298575411062937,0.5030201472044269,84,688,-1.0
"(64, 32)",93,0.0787914805417038,0.0008718017213920174,0.011090928717176143,0.6205796919420064,87,244,-1.0
"(64, 32)",110,0.2869001925663004,0.00041346369559633035,0.0038448004424857635,0.681865910631013,85,223,-1.0
"(64, 32)",93,0.12899243192403936,0.0008311188785558094,0.0015669510591398573,0.8975641278649686,83,691,0.7600349040139616
"(64, 32)",88,0.23685300262589015,0.00022228475749073474,0.012956845646089375,0.3447369589796172,89,248,-1.0
"(64,)",94,0.12603845619839846,0.0006878142531178501,0.011627489728913266,0.9116503109964371,83,697,0.7617801047120418
"(64, 32)",88,0.17243332109924292,0.0009561886030485174,0.009381669388856212,0.3397090178892453,89,248,-1.0
