hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",128,0.22161027174338135,0.00036197076822395047,0.087768504102864,0.08881765715248321,77,160,-1.0
"(64, 32)",139,0.1040307235646907,0.00033670698552862056,0.06446056202883516,0.2419935514222853,79,578,-1.0
"(64,)",66,0.3486577415369142,0.0005622370180702642,0.06668598930609489,0.5031362117105872,86,508,-1.0
"(64, 32)",112,0.23845458066397504,0.0009196488194505357,0.0939525273754344,0.18351142602810183,87,625,-1.0
"(64,)",138,0.11986314038526998,0.0002942710597211104,0.04073199667920663,0.6794853682907216,88,663,-1.0
"(64, 32)",122,0.26783615954397993,0.0008280143768158838,0.047536016085318954,0.5251194498488215,78,629,-1.0
"(64,)",120,0.32327913942749686,0.0002808216655503925,0.012754647673480847,0.9309086796156675,89,379,0.7099584063351688
"(64, 32)",64,0.4,0.001,0.0001,0.38065372640691386,75,150,-1.0
"(64, 32)",150,0.0,0.001,0.1,0.999,75,700,-1.0
"(64,)",124,0.21081411506055048,0.0002758362233612775,0.01850268440739984,0.7652077306680818,95,290,0.6646168794148729
"(64, 32)",108,0.0,0.0006495847730939089,0.0001,0.001,75,335,-1.0
"(64,)",129,0.1545920214115989,0.00040213976860703444,0.08782656465450839,0.3259025826830199,75,150,-1.0
"(64, 32)",68,0.1450397145853808,0.000247900320184127,0.026512252078716526,0.4310445259858629,78,603,-1.0
"(64,)",70,0.0774360307799052,0.0009027755407921309,0.09640175978828613,0.6484380536734217,86,335,-1.0
"(64,)",126,0.1411356918537995,9.572281036452086e-05,0.0001,0.115600726644044,91,199,-1.0
"(64,)",150,0.08454668869907532,0.0003619496463105755,0.0001,0.999,87,245,0.7234038512102504
"(64, 32)",121,0.36015162987423444,0.0008086535176484455,0.054404784651901766,0.999,95,212,-1.0
"(64,)",141,0.36382370897902483,0.00015286780923860896,0.036956469772867866,0.999,84,199,0.7378398614671662
