hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",146,0.11719144519688783,0.0005670251686913811,0.05491960950363081,0.2744267791621005,80,427,-1.0
"(64, 32)",146,0.2154346892900914,8.24518723324798e-05,0.044899215371085405,0.6885940387565118,89,596,-1.0
"(64, 32)",137,0.0750775407020121,0.0006531529706106607,0.07945027750464739,0.44016778117322297,76,590,-1.0
"(64,)",103,0.24227916710775138,0.00031451940975851334,0.030119386774831832,0.4380296334156728,81,468,-1.0
"(64,)",130,0.08004662364165516,0.0005451793490231989,0.09154063550028838,0.5728126875878823,79,240,-1.0
"(64,)",85,0.07913679477611385,0.0008046317620561969,0.0017769386478307875,0.566231054849723,82,544,-1.0
"(64,)",94,0.2328114228224885,0.0009434767611329468,0.09050883808674738,0.40133896284000675,90,219,-1.0
"(64, 32)",99,0.19080769279341642,2.0141229763968626e-05,0.06028447717946278,0.945903569561648,80,302,0.6701570680628272
"(64, 32)",150,0.4,1e-06,0.0001,0.999,95,150,0.2788516606484998
"(64, 32)",120,0.3638051560241755,0.00033025438492066954,0.00010692464039567119,0.8968915500869522,87,387,0.7556719022687609
"(64,)",144,0.1375912321732868,0.0009455173759766665,0.09285603537993825,0.5319275888516899,81,700,-1.0
"(64, 32)",68,0.252709696916644,0.0008055979819289144,0.036993731167192866,0.001,91,395,-1.0
"(64,)",67,0.0760522879140545,0.000172484561438142,0.09335990079538402,0.8230847959756344,77,670,-1.0
"(64,)",95,0.39939806525797467,0.00029988579777574326,0.006166288755110902,0.001,78,431,-1.0
"(64,)",132,0.05999587971063955,0.00024498377396254677,0.08587671900003699,0.9989313772035967,81,429,-1.0
"(64, 32)",111,0.2385723361788905,0.00018192730681204644,0.05019632300797916,0.252357684571489,89,150,-1.0
"(64, 32)",132,0.05992160917267225,0.0006809524546309808,0.07987068729419688,0.817487728270786,77,152,-1.0
"(64, 32)",89,0.25724174507644565,0.0007577301023584921,0.04949929406046466,0.999,83,633,-1.0
"(64, 32)",72,0.14655407555094024,0.0006640319512170964,0.003472876008664479,0.5634675964517093,75,626,-1.0
"(64, 32)",134,0.048695171773927994,0.0001513086363242636,0.09646931548332106,0.1409025041311026,86,277,-1.0
"(64, 32)",84,0.4,0.00024384033187888955,0.04104306154944384,0.999,75,303,-1.0
"(64, 32)",65,0.09225714332395626,0.0003810281240028013,0.06390979413897084,0.10908485932426001,75,211,-1.0
"(64, 32)",91,0.18528971333488237,0.00020014056264029028,0.05876815202233998,0.5387270369704744,82,586,-1.0
"(64,)",133,0.1370578206384794,1e-06,0.00068438090518562,0.9335212176011204,93,168,-1.0
"(64, 32)",111,0.3449191723199465,1e-06,0.04521166678826767,0.9293489927509783,91,597,0.30858686581902356
"(64, 32)",114,0.19955746656786935,8.63475092450056e-05,0.00588086676610112,0.9103423915748671,80,426,-1.0
"(64, 32)",74,0.3463247272156921,7.594351508751633e-05,0.0007400617183661482,0.8020433135907953,78,296,0.752763234438627
"(64,)",94,0.3369397218892335,0.0005156446232962379,0.0001,0.999,95,468,0.5945317044793484
"(64, 32)",112,0.18389779470787523,0.0006493970539343395,0.08458411429724337,0.999,83,606,-1.0
"(64, 32)",121,0.3561034658010784,0.0003413251604765391,0.0001,0.600675835808087,95,204,0.757998836532868
"(64, 32)",135,0.1844354766372129,0.0005564762664695682,0.09028358213820885,0.7092941926187963,76,184,-1.0
"(64, 32)",148,0.34350583245580774,4.8993008854656933e-05,0.0018369575495225604,0.8393589535885462,95,314,0.7091332169866201
"(64,)",77,0.3371940464915948,0.00016697061901684138,0.023768794444286333,0.8378210304696102,80,320,0.7533449680046539
"(64,)",65,0.3232757528762663,0.0004618369996335938,0.005206984831439418,0.6345102376356241,78,498,-1.0
"(64, 32)",98,0.344185085610709,0.00014795249804456235,0.0001,0.999,87,150,0.6800465386852821
"(64, 32)",111,0.21617692296148117,0.0005063569079699722,0.06131841947698171,0.8857854960644617,93,185,-1.0
"(64, 32)",91,0.19526113202526407,0.00027258099224792935,0.0828318085218393,0.999,85,282,-1.0
"(64, 32)",78,0.21426731243985608,1e-06,0.0944167670551505,0.8497164033663173,76,239,0.30946429842739526
"(64,)",74,0.3201339708915855,1e-06,0.031631925232076676,0.3578211924224869,79,255,-1.0
"(64,)",66,0.35918476910762287,0.00027444598775651125,0.008427735118745559,0.8319043677030437,95,414,0.7574171029668412
"(64,)",79,0.3581947674229071,0.0006512632907835662,0.00920664476771819,0.8770323140161179,85,219,0.7603257707969749
"(64, 32)",116,0.37635042818116654,0.0007246880417508237,0.0001,0.8235097712932836,95,360,0.7684700407213496
"(64, 32)",134,0.3473971943907634,1e-06,0.0066292568545091605,0.9366690906519088,81,294,0.285767926668174
"(64,)",71,0.36949823775929996,0.0007255437283247426,0.054527315395950605,0.8682959197945099,95,290,-1.0
"(64,)",101,0.3544858247086535,0.001,0.024946696770831,0.8955941456077997,95,563,-1.0
"(64,)",94,0.3643574215602624,0.0003363471433634013,0.0001,0.7944943463732086,95,150,0.7475276323443864
"(64, 32)",106,0.4,0.000424259981336218,0.0001,0.7765100926407362,91,179,0.7643979057591622
"(64,)",120,0.39963998290111796,0.0006436179587456771,0.0001,0.9744328563832027,95,285,0.6457242582897033
"(64,)",125,0.37699681327212886,0.0007499305862747946,0.0001,0.6904723629078184,95,150,-1.0
"(64, 32)",112,0.3566885531164684,0.0005639930226357752,0.0001,0.902842619524841,94,150,-1.0
