hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64,)",68,0.034614365793548534,6.564940981490208e-06,0.014568194976321622,0.8279428598108657,89,674,-1.0
"(64, 32)",144,0.0587107933156264,9.131967674532653e-06,0.07688208220037757,0.6311189488245974,83,666,-1.0
"(64, 32)",100,0.12916439294671408,3.946812251387632e-06,0.09379712307051565,0.5904661842929945,94,522,-1.0
"(64,)",69,0.04040638116545511,1.995739286149262e-06,0.06658897053194385,0.16038826207853807,76,407,-1.0
"(64, 32)",79,0.251172506857475,1.6143446939803032e-06,0.005920164756525642,0.10737180318957038,81,394,-1.0
"(64, 32)",97,0.3952900236381466,8.843687246799455e-06,0.02017990323235849,0.4605063457922583,88,445,-1.0
"(64, 32)",117,0.39482564210252824,6.109087852417567e-06,0.05307603477297822,0.34142456883825417,88,553,-1.0
"(64, 32)",100,0.31828315808110136,1.9973750793075027e-06,0.0343175081155846,0.2596508083296299,79,226,-1.0
"(64,)",121,0.21669863373175777,2.382598304524929e-06,0.08624676922290216,0.2688156864432216,86,304,-1.0
"(64,)",87,0.19062590410613184,3.743749621247643e-06,0.025364575752887336,0.552879901747328,78,384,-1.0
"(64,)",128,0.3531665812543401,7.569877641854548e-06,0.06515631029134622,0.7915545646580864,76,310,-1.0
"(64, 32)",91,0.3898782694752245,7.455494540115014e-06,0.03455331757947256,0.5678153913243107,91,407,-1.0
"(64,)",112,0.29022888536552194,5.39511851674938e-07,0.07225968833497355,0.2816022861522407,84,365,0.3080260303687635
"(64, 32)",129,0.04518361896767118,1e-07,0.05663865974037954,0.9355997112969117,88,236,0.2203904555314534
"(64, 32)",105,0.37456983949627287,9.996546693571044e-06,0.008892401770238409,0.9553931376718842,77,339,0.4726247288503253
"(64, 32)",84,0.18626808980677845,8.20093123308139e-06,0.06547748286782566,0.22799451523078437,77,348,-1.0
"(64, 32)",127,0.3475782817640705,6.588885423908978e-07,0.02255214305235063,0.7917800023969206,91,335,0.23401301518438178
"(64, 32)",90,0.0015854136041875443,9.475642763147413e-06,0.06536121540861614,0.3978179981074324,84,370,-1.0
"(64,)",132,0.303111785502597,1.207482199366081e-06,0.04324845573951263,0.335315424706865,88,361,-1.0
"(64, 32)",66,0.35342288187044324,1.4743108501394883e-06,0.044719311906856046,0.999,91,342,0.31982646420824296
"(64, 32)",134,0.3889922247117125,6.699684813905018e-06,0.07103738700412025,0.7392107870457227,77,159,-1.0
"(64, 32)",70,0.015292375857251336,6.382101525412626e-07,0.00010000000000000011,0.999,89,165,0.24095444685466377
"(64,)",147,0.2199127107327713,1e-07,0.09781429123621065,0.8376617487041956,82,581,0.24078091106290672
"(64, 32)",98,0.32166721271502524,1e-07,0.051368047020181044,0.001,87,652,0.32121475054229937
"(64,)",121,0.10680368236703495,2.241583079123482e-06,0.0770094369866016,0.999,78,512,-1.0
"(64,)",86,0.17138815237153462,2.9118354382076035e-07,0.08079703718640369,0.001,92,495,-1.0
"(64, 32)",147,0.03782711060436166,1e-05,0.019270538682857937,0.0010000000000000098,75,504,-1.0
"(64,)",74,0.4,1e-07,0.04285465082815143,0.8045164505200435,83,397,0.24546637744034708
"(64, 32)",146,0.24731886494049837,1.6467016603147625e-06,0.0009135594014382191,0.41951274372781394,88,540,0.3074186550976139
"(64, 32)",94,0.0,1e-07,0.06163531233228017,0.5307884897359777,95,289,0.24182212581344906
