hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",127,0.30562518354243434,0.006417673734698577,0.09577267179667004,0.8618538869142889,88,616,-1.0
"(64, 32)",76,0.3744467295026565,0.0043012811833515316,0.08899606170739695,0.5838575371212112,93,417,-1.0
"(64, 32)",140,0.32891160147727566,0.0015776844758163691,0.05729894843283402,0.5659708700926056,92,347,-1.0
"(64,)",97,0.24911135876720425,0.0042700993766692265,0.014229145341919873,0.25957971019882814,91,353,-1.0
"(64,)",75,0.03444519191369474,0.0012399461764439957,0.0824435837325413,0.8746772620627384,80,317,-1.0
"(64,)",66,0.38918323513854847,0.00529253642906118,0.05339868990584453,0.9585905517147425,78,699,-1.0
"(64,)",104,0.11003297096456166,0.0016857579125439284,0.09165469940856243,0.6847838403862009,81,556,-1.0
"(64, 32)",134,0.04304077793445865,0.006879479631068222,0.0008437695241850532,0.12478007845564427,75,550,-1.0
"(64, 32)",64,0.0,1e-06,0.0001,0.001,95,150,-1.0
"(64,)",150,0.383128610119219,0.004630784651863275,0.04873637733972477,0.11521341674379608,75,169,-1.0
"(64,)",146,0.07347828510516573,0.0062384166384713705,0.006939229317374782,0.867180910663194,95,172,-1.0
"(64, 32)",150,0.3892830074810466,0.00019147061186859752,0.0192276590935702,0.8690172367389399,75,695,-1.0
"(64, 32)",79,0.03111997629490389,0.006754909383247063,0.08752529885830114,0.16976939436618174,76,196,-1.0
"(64,)",150,0.0,1e-06,0.1,0.001,95,700,-1.0
"(64,)",64,0.4,0.00701,0.0001,0.001,95,700,-1.0
"(64, 32)",64,0.4,1e-06,0.0001,0.999,75,150,-1.0
"(64,)",68,0.012505173941574913,0.006723120475095156,0.00169153151281565,0.05098134115234394,94,682,-1.0
"(64, 32)",111,0.39547768956900153,0.0069916167273835015,0.09755088733876922,0.03952841289400971,91,152,-1.0
"(64, 32)",143,0.012462580983547559,0.0001770959150644602,0.007369223377229352,0.9465009558477181,83,695,0.7161578659951763
"(64, 32)",64,0.0,0.00701,0.1,0.999,95,150,-1.0
"(64,)",133,0.36297831835363314,1e-06,0.00920075919766167,0.37739287688896317,89,698,-1.0
"(64, 32)",108,0.1707164749565445,0.0012463282080558327,0.05133988645487224,0.9440465378432719,85,631,-1.0
"(64, 32)",147,0.0067886100907326085,1e-06,0.00436967633994109,0.9707615915228635,83,700,0.4535850537748585
"(64, 32)",96,0.0,0.003536821464003774,0.09502985466434077,0.8194409454101418,91,700,-1.0
"(64,)",135,0.0,1e-06,0.0001,0.4455402180065424,75,647,-1.0
"(64, 32)",72,0.0,0.0032123695470608776,0.015530168452372916,0.999,82,301,-1.0
"(64, 32)",142,0.013033482016192408,0.00021585599286768145,0.015205722934757634,0.9453011423565821,82,645,0.7146326016716472
"(64, 32)",118,0.0022851403656352063,0.00019612415469944,0.03668637002481538,0.9369205562695766,81,610,-1.0
"(64,)",144,0.009398250094281068,0.004065633625224828,0.08883551206788913,0.999,86,154,-1.0
