hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",103,0.05032684785151595,0.0017702862361143475,0.02598852065359057,0.8012092948949208,81,497,0.6916263576445246
"(64,)",105,0.1362156935345614,0.0009588158399209337,0.005308614328848869,0.67284869253746,95,277,0.7054266341034238
"(64,)",72,0.1434528950109553,0.000492427839823268,0.030555420688394116,0.7049028028090376,82,246,0.6922044705565583
"(64, 32)",67,0.2735213766541889,0.0016712262029682273,0.09964782220560392,0.4999771007312759,82,406,0.6573242030474947
"(64, 32)",111,0.04470234179349234,0.0019626722316278098,0.007067470869569287,0.6178580421663943,83,177,0.7011136951443351
"(64,)",68,0.39848861186089335,0.0004278912997739664,0.05605432301908489,0.8965303441672428,82,548,0.6745510624137252
"(64,)",138,0.3103154179013437,0.0010599246145814529,0.09421316399107273,0.17491579021260897,86,520,0.6816668404805606
"(64,)",81,0.2617989101056856,0.000605996018086984,0.06066675340905925,0.6077019811083854,93,654,0.6851167981963805
"(64,)",111,0.29368840895523207,0.0019879779658694614,0.08997004231455748,0.4778349697130611,94,287,0.679159161066699
"(64,)",70,0.2931243278060994,0.0014314925911041289,0.03549190954142008,0.5636813246699376,81,388,0.6953088736101207
"(64,)",117,0.09114066585415322,0.0016319223090920944,0.015810261924263602,0.4813647029254554,81,603,0.7039835963927612
"(64,)",68,0.12250337445597588,0.0017220711964765303,0.04196611314829819,0.49309878529845347,81,674,0.6947945472369279
"(64, 32)",136,0.36822772478492105,0.0004955795060777942,0.07931942455861742,0.367398156424151,82,226,0.6584942328549974
"(64, 32)",85,0.26619126884301814,0.0005303095612632615,0.056756016793403044,0.6400597885916948,76,404,-1.0
"(64, 32)",150,0.17763831541903946,0.00201,0.1,0.07176727492487732,86,244,0.6505059880466606
"(64,)",150,0.16354232579850633,1e-07,0.0632462668740934,0.36995598869931196,91,240,0.4418859123522898
"(64, 32)",150,0.029957952410711742,1e-07,0.08495443040879379,0.8368462073002956,95,601,0.464571114216586
"(64, 32)",150,0.005007438333746059,0.001116567924711058,0.07413345944538717,0.847321797269062,80,625,0.6817898912367458
"(64,)",150,0.29819029439830935,0.00201,0.011227506225884247,0.7655391299325993,78,372,0.6970064791499173
"(64,)",112,0.023924800420574044,7.600052604375149e-06,0.08502098205163876,0.9870565431213977,80,280,-1.0
"(64,)",149,0.0005792407802450319,1e-07,0.040759340519200715,0.8666884312334365,85,697,0.46054360295344565
