hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",101,0.27635394201074476,7.472352791392958e-06,0.04916278144991648,0.7794677063882551,83,532,0.219226750261233
"(64,)",98,0.2509268037350467,3.91735804041587e-06,0.0245514517676966,0.6943656668308986,87,553,0.21288749564611634
"(64,)",71,0.28493207255550507,4.850771417540376e-06,0.029848271724270552,0.4921006072387577,90,443,0.2939045628700801
"(64,)",120,0.1495205707200266,3.1106158766405753e-06,0.09880072912301509,0.765463958292609,91,311,0.20027864855451064
"(64,)",77,0.03083459231931332,9.008791296460942e-06,0.07506283260620818,0.6930164371153095,85,486,0.22146302503923726
"(64,)",64,0.3105739059354577,9.190855265091813e-06,0.061894272633304555,0.40015048383159774,78,368,0.3679375918161818
"(64, 32)",64,0.0,1e-05,0.1,0.1672263619881239,75,300,0.3686301604607092
"(64, 32)",150,0.3461374423342069,9.3096410436657e-06,0.02443950355632146,0.34720780492392483,95,639,0.22946708463949844
"(64,)",136,0.03894102199966275,1.653671666227907e-06,0.09885186817789592,0.07499684410337921,75,558,0.24165795889933825
"(64, 32)",64,0.0,1e-06,0.0001,0.999,95,700,0.2543419341070599
"(64,)",150,0.11700311398468424,4.612844416612995e-06,0.05492196093590026,0.0029547125959127557,81,300,0.2475095785440613
"(64,)",64,0.0,1e-06,0.0001,0.999,95,331,0.2379658655520725
"(64, 32)",64,0.1416712126404293,1.7633065663847105e-06,0.01736568895597399,0.2911672928631149,75,700,0.32310181414013905
"(64,)",64,0.4,3.8536195549876246e-06,0.0001,0.27678257291171254,95,300,0.3288052943225357
"(64, 32)",64,0.2816290225810513,1e-05,0.0001,0.3116597470632892,75,700,0.34392161164240764
"(64,)",64,0.3070763877925933,1e-05,0.08360242312551378,0.3348583730842135,75,300,0.3664228491814699
"(64,)",64,0.4,1e-05,0.0001,0.001,75,300,0.3870855321052228
"(64, 32)",64,0.4,1e-05,0.1,0.11544828561674854,75,300,0.33094211736032886
"(64,)",64,0.14682254706045147,1e-05,0.0001,0.001,75,315,0.38710596226684973
"(64,)",64,0.0,1e-05,0.09910004732775281,0.001,93,700,0.26673632880529435
"(64,)",64,0.319016132274391,9.816571590120449e-06,0.0001,0.2718171811337291,75,300,0.3840495879108885
"(64,)",64,0.4,1e-06,0.0001,0.001,77,300,0.2824799721351446
"(64,)",64,0.4,1e-05,0.0001,0.001,85,300,0.3870855321052228
"(64, 32)",64,0.0,1e-05,0.02076548931813414,0.1954884810492217,75,300,0.36750234497008216
"(64,)",64,0.29234406137831664,1e-05,0.0001,0.001,79,300,0.3871952713714031
"(64,)",64,0.27931231826353303,1e-05,0.0001,0.1214555066427725,92,584,0.32079414838035525
"(64,)",64,0.03008844952861302,1e-05,0.038436663297754366,0.2714527264805422,76,300,0.3728738736903178
"(64, 32)",64,0.0,1.5201251985086835e-06,0.1,0.001,75,300,0.3270637408568443
"(64, 32)",64,0.0,1e-05,0.1,0.999,85,300,0.44927245376195835
"(64, 32)",64,0.0,7.705025417454669e-06,0.1,0.999,77,300,0.4168893873393732
"(64, 32)",64,0.0,1e-05,0.1,0.999,75,406,0.47369637052062447
"(64, 32)",64,0.0,1e-05,0.1,0.999,89,534,0.35547202564083913
"(64, 32)",64,0.0,1e-05,0.016729402904181987,0.999,90,375,0.4736688116220339
"(64, 32)",64,0.4,1e-05,0.1,0.999,75,381,0.28589010851609686
"(64, 32)",79,0.0,1e-05,0.1,0.999,78,369,0.39438972617598383
"(64, 32)",64,0.0,1e-05,0.1,0.999,88,371,0.471382472116659
"(64, 32)",64,0.0,1e-05,0.0001,0.8359991423643683,91,391,0.45482433341981326
"(64,)",64,0.4,1e-06,0.06037265929722158,0.0010000000000000009,78,700,0.2700801114594218
"(64, 32)",150,0.4,1e-05,0.06492457209939459,0.999,78,300,0.196027761180004
"(64, 32)",64,0.4,1e-05,0.0001,0.001,90,535,0.3448237607492242
"(64, 32)",64,0.04462764945541001,1e-05,0.02025819103302558,0.999,75,395,0.4798974797410772
"(64, 32)",150,0.0,1e-06,0.0001,0.999,81,700,0.17626317374660475
"(64, 32)",64,0.07940881858795909,1e-05,0.0001,0.999,75,358,0.4678883910394488
"(64, 32)",64,0.058921375072616314,1e-05,0.1,0.999,95,402,0.4123684572944358
"(64, 32)",64,0.0,1e-05,0.0001,0.999,78,372,0.47347964099714046
"(64, 32)",64,0.052539535812399965,1e-05,0.0001,0.999,82,390,0.47853181091733654
"(64, 32)",64,0.020887553216455263,1e-05,0.0001,0.999,75,440,0.48681686919925476
"(64, 32)",64,0.018473969805587544,6.905521380826445e-06,0.0001,0.999,75,441,0.4657538202737874
"(64,)",150,0.4,1e-05,0.0001000000000000054,0.001,75,700,0.24743991640543364
"(64, 32)",64,0.08358426270281354,1e-05,0.0001,0.999,75,450,0.4842933543282385
"(64, 32)",64,0.0,1.4896283837011772e-05,0.0336874795636744,0.999,84,385,0.4914490625757555
"(64, 32)",64,0.0,1.666357042603154e-05,0.01854571333000456,0.999,75,430,0.49608948133585534
