hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",129,0.01767182671252086,0.002350397980597066,0.00036707742379442473,0.999,84,254,0.5980477223427332
"(64, 32)",64,0.3756447343241365,0.0014136061600096609,0.00026319971230677106,0.8804954619527666,81,558,0.5160520607375272
"(64,)",93,0.23725025458245175,0.00312041135453456,0.0001,0.9707140624500623,89,496,-1.0
"(64, 32)",108,0.18338813131965337,0.00099,0.05360391275050765,0.9762964051992744,83,318,-1.0
"(64,)",94,0.03473004478503396,0.0011047441303074117,0.0020830066858952205,0.999,79,655,0.6101952277657267
"(64,)",77,0.023393445982376342,0.00099,0.05568104419365201,0.909440773429295,79,451,0.4976138828633406
"(64, 32)",108,0.2758264153595815,0.0012951306891186114,0.002129287614801122,0.999,82,700,0.6060737527114968
"(64, 32)",131,0.3988043359127835,0.0019640667043329296,0.0001,0.8276228242840341,86,665,0.5041214750542299
"(64, 32)",97,0.08609416527401671,0.00099,0.061843592806234964,0.6137205957446764,83,188,-1.0
"(64, 32)",105,0.238233356029621,0.0017087016082312466,0.004290278126332487,0.999,92,304,0.6056399132321041
"(64, 32)",100,0.015080920381534371,0.005032318869418328,0.0001,0.999,76,150,0.6091106290672451
"(64, 32)",64,0.06659260685971362,0.00099,0.055050491912168466,0.999,77,389,0.6095444685466378
"(64, 32)",106,0.3787281039856615,0.0032109580428969563,0.0018499043691058473,0.999,94,164,0.6186550976138829
"(64,)",64,0.3849031793419428,0.005740483691089109,0.0001,0.999,82,150,0.5678958785249457
"(64, 32)",100,0.10689054761969859,0.00099,0.06202943866522905,0.70732643560177,87,484,-1.0
"(64, 32)",90,0.13951854200696964,0.00099,0.05696316516364311,0.8453995634540584,81,618,0.5084598698481562
"(64, 32)",93,0.2287161913655662,0.00099,0.06482467253513605,0.5750283159588189,95,589,-1.0
"(64, 32)",69,0.12855873367069123,0.00099,0.0016124456093352404,0.9548171109287988,79,467,0.5399132321041215
"(64,)",81,0.17249793820978457,0.00099,0.06357210606683528,0.7170819985023349,76,260,0.5015184381778742
"(64, 32)",92,0.2057420441806469,0.0011787798950434027,0.0001,0.999,90,350,0.6019522776572668
"(64, 32)",113,0.26877928081252633,0.0023895758151730295,0.0016109303598227152,0.999,80,700,0.5848156182212582
"(64,)",149,0.03297655598199264,0.00486284043360851,0.0001,0.8829506186996166,83,324,-1.0
"(64, 32)",140,0.39854714219196546,0.0019947335874477747,0.002470938167052675,0.9880615407554953,77,635,-1.0
"(64,)",64,0.1512101907498571,0.00099,0.06132084288902268,0.999,86,700,0.6125813449023861
"(64,)",64,0.018619782624257338,0.00099,0.0001,0.999,83,700,0.6334056399132321
"(64, 32)",64,0.30528189199070177,0.00099,0.1,0.999,90,700,0.644468546637744
"(64, 32)",64,0.15050595620100218,0.00099,0.0001,0.999,93,150,0.6052060737527114
"(64,)",64,0.09699684722592898,0.00099,0.0001,0.8500924295313258,78,700,0.540997830802603
"(64,)",64,0.15768183007351497,0.00099,0.1,0.999,95,150,0.6101952277657267
"(64, 32)",64,0.23838364865579234,0.003605502738156768,0.1,0.999,81,150,-1.0
"(64,)",150,0.30710156610494166,0.018009999999999998,0.1,0.001,91,700,-1.0
"(64,)",122,0.19022890348879368,0.00099,0.05779992926454544,0.7266309104985335,94,576,0.4802603036876356
"(64, 32)",90,0.21953476721592347,0.0031080205285305687,0.054915605906894746,0.953891640496198,91,310,-1.0
"(64,)",145,0.34755010873172054,0.0031992332602302593,0.0030974375654557796,0.838852930117838,94,364,-1.0
"(64, 32)",66,0.23612167976228093,0.001483017875709132,0.0001,0.7315111879494685,83,286,0.5258134490238612
"(64, 32)",150,0.10445252329922548,0.010353777478826763,0.0001,0.999,93,150,0.5746203904555315
"(64, 32)",125,0.3052127341893094,0.00099,0.048648921049148044,0.7314243500549439,94,172,-1.0
"(64,)",112,0.0975208752568089,0.00099,0.09882897816448576,0.999,92,700,-1.0
"(64, 32)",97,0.26726707140755296,0.00099,0.0025781916525694105,0.47615072774095046,88,436,0.50412147505423
"(64,)",101,0.13106287642781092,0.0013391972644583904,0.000116402740834453,0.999,80,150,0.5991323210412147
"(64, 32)",64,0.3410893408063762,0.008976198832882558,0.0001,0.999,81,150,0.5837310195227765
"(64, 32)",81,0.4,0.007882313830085653,0.04105240368072688,0.999,77,310,-1.0
"(64, 32)",72,0.371002670132514,0.0010038478855793722,0.03166472739822306,0.7334235768065092,80,700,0.49934924078091103
"(64, 32)",77,0.013355091952710094,0.00099,0.06442632998675227,0.716087857149414,85,700,-1.0
"(64,)",64,0.38429065537573864,0.018009999999999998,0.1,0.999,78,150,-1.0
"(64,)",88,0.06632147666559209,0.00099,0.007451337534895913,0.8607996327024275,83,700,0.5002169197396963
"(64, 32)",140,0.3060037669992688,0.0010814881207076162,0.0001,0.48623204488678223,88,569,-1.0
"(64, 32)",150,0.03287331550002446,0.01202695591716514,0.0001,0.999,92,150,0.5837310195227765
"(64,)",150,0.3992740387669369,0.010694223898978452,0.0001,0.6716740838207765,90,150,-1.0
"(64, 32)",64,0.0788023211874554,0.00099,0.0001,0.999,78,150,0.5986984815618221
"(64, 32)",150,0.19776565650811012,0.018009999999999998,0.0001,0.5506013459999839,89,700,-1.0
"(64, 32)",92,0.13645384007662417,0.001049355358481159,0.0036445618620000245,0.999,84,389,0.5856832971800434
"(64, 32)",65,0.2554718688634218,0.0076651539662243445,0.0001,0.9651565065765949,86,634,-1.0
"(64, 32)",99,0.2500976613042975,0.0014096951525988805,0.0032989351366165547,0.8249524063491057,88,507,0.5193058568329718
"(64,)",70,0.13898478968607175,0.00099,0.059042180965023686,0.9164740188839344,85,259,0.5108459869848156
"(64,)",126,0.04543266955626125,0.0018475964421862622,0.0001,0.9417667625945326,83,664,-1.0
"(64,)",64,0.243106536416834,0.00099,0.0001,0.8627523700985232,93,341,0.5351409978308026
"(64, 32)",66,0.18886409141608315,0.0010192051176719087,0.019807999484995807,0.7352517960505128,94,236,-1.0
"(64,)",64,0.3405173585674792,0.00099,0.04766372989015799,0.999,86,321,0.609761388286334
"(64, 32)",83,0.28155240037051144,0.00099,0.002780786611979504,0.8686131666477851,88,454,0.5212581344902386
"(64,)",113,0.3593361788311727,0.00099,0.0001,0.7387517789287722,87,479,-1.0
"(64,)",64,0.27735821305349945,0.00099,0.004252312568407429,0.8756745756114439,76,505,0.5208242950108459
"(64, 32)",64,0.04628250313623836,0.00099,0.003152293924023231,0.8572619330559371,93,160,-1.0
"(64,)",64,0.033092141289686995,0.00099,0.054134054384271726,0.999,94,220,0.6065075921908893
"(64,)",98,0.35032450161879614,0.00099,0.010697545030982242,0.8727270690477512,87,263,0.50412147505423
"(64, 32)",98,0.16547389743490254,0.00099,0.0034698894632804733,0.8737195746889107,85,658,0.5060737527114967
"(64, 32)",72,0.39870530046091024,0.00099,0.0001,0.8449235291999363,92,259,0.5158351409978308
"(64, 32)",64,0.15278257360021438,0.007298209413376954,0.0001,0.999,86,459,0.5639913232104121
"(64,)",130,0.027251551037572215,0.00099,0.0055004164590953765,0.8679552595049898,87,400,0.5002169197396963
"(64,)",64,0.16406475876754187,0.0026992115767399258,0.06170518083386132,0.7259341567993209,82,677,-1.0
"(64, 32)",64,0.30938246289820803,0.00099,0.04725602054067177,0.999,83,591,0.6080260303687636
