hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",66,0.2384838518822782,0.0001848992132280815,0.035606072619126156,0.5673584057772435,75,290,-1.0
"(64, 32)",128,0.2199380955284967,0.0007873500414458319,0.09562578788406814,0.2434506196949169,77,392,-1.0
"(64, 32)",80,0.1372221162387423,0.0009545282394735801,0.06582379206625029,0.6053749554499057,84,199,-1.0
"(64, 32)",71,0.15775761157097748,0.0009334512230396661,0.05725398029100562,0.5583897700431333,84,548,-1.0
"(64, 32)",87,0.25136228525538135,0.00039207404429323365,0.046292947463841605,0.0957536587899501,81,559,-1.0
"(64, 32)",133,0.38862991670247643,0.0003339379142767419,0.09435627474987679,0.6026768625221873,85,685,-1.0
"(64, 32)",87,0.01119630101780418,0.0007742663969598678,0.06896984103254675,0.47629175795642786,79,512,-1.0
"(64,)",147,0.05991220167794703,7.15674231655048e-05,0.005989625267349096,0.06681658363421047,95,643,-1.0
"(64,)",104,0.2633024577506043,0.00016458771482713152,0.049615836544881754,0.819191362699214,90,349,-1.0
"(64,)",148,0.05645574882922843,0.000643997667742428,0.05379237183933463,0.6087676276168282,77,468,-1.0
"(64, 32)",78,0.21666419164083994,0.00023375326449856342,0.04922897190458736,0.020343263164335813,78,491,-1.0
"(64,)",123,0.14137495006813888,0.0005670218732431408,0.023600419178941116,0.3254896285866777,85,640,-1.0
"(64,)",81,0.1097746439544311,0.00044227257582456133,0.027057165817365832,0.8914403959379635,87,434,0.7530541012216405
"(64,)",64,0.043408355569332056,0.0006047275704996996,0.03453476504152783,0.5926574163819865,87,600,-1.0
"(64,)",69,0.02136807198572291,0.00027741364134887625,0.025832640388764372,0.9519620492946559,80,676,0.7521815008726003
"(64, 32)",147,0.2917345641341753,0.0008207730312588537,0.07047023295845124,0.999,80,406,-1.0
"(64,)",64,0.3444322164283617,2.4305316605816805e-05,0.018850069343033425,0.9227783617648613,94,150,0.6439790575916231
"(64,)",93,0.007741895162939954,0.0004717908399562144,0.0001,0.784884651616204,76,546,-1.0
"(64,)",91,0.3198731700218354,7.732618256939925e-05,0.05501041298913696,0.9856650185923059,93,172,-1.0
"(64, 32)",126,0.2749651817380434,3.211046599683764e-05,0.03252967081836324,0.9830217684119494,78,196,0.6710296684118673
"(64, 32)",124,0.041312646193107386,0.0005942148118428358,0.02505987808398578,0.999,93,150,-1.0
"(64,)",80,0.08107084653454559,0.00013579744228144392,0.028359771290458566,0.911686876779344,83,687,0.7547993019197208
"(64, 32)",117,0.2336189669089157,0.0003981083690343758,0.03086838229557053,0.999,75,352,-1.0
"(64, 32)",142,0.16313230926089897,1e-07,0.026182443500174027,0.964075130823788,92,248,0.3551483420593368
"(64,)",117,0.3097906051971593,0.0004893017635062211,0.09369860834529678,0.9409827107934828,85,685,-1.0
"(64,)",133,0.3140460395986109,0.0002308830120485389,0.022619384166279385,0.8127020107955993,93,233,0.74956369982548
"(64,)",126,0.16797127941943044,1e-07,0.029964474043063846,0.999,75,358,0.20683152502687435
"(64,)",103,0.23804979979829258,0.00015524594198167293,0.025508386362589026,0.9184573203806398,95,401,-1.0
"(64,)",68,0.20259334751617458,1e-07,0.05893699575818469,0.17878977479942249,92,700,0.28184991273996507
"(64, 32)",124,0.23712810013155977,1e-07,0.007241366320426131,0.505825117464612,90,232,0.23552221306070836
"(64,)",76,0.3816683768383272,0.00026656224704463337,0.03772619580201523,0.999,93,574,0.6204188481675392
"(64,)",76,0.0,0.00027820523493569607,0.08152497064283662,0.999,95,238,-1.0
"(64,)",132,0.4,1e-07,0.03303530928159587,0.9273779558671347,94,512,0.2076153862435084
