hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64,)",64,0.0,0.0048649174752933,0.029943709775635,0.999,93,150,0.4890951276102088
"(64, 32)",64,0.1711108089097883,0.00353843171682,0.0868445373839819,0.999,75,700,0.4807560767603031
"(64, 32)",150,0.0,0.00099,0.1,0.999,95,700,0.4709510545165141
"(64,)",77,0.0788847938148797,0.00099,0.0478645727979865,0.6305947789340849,90,434,0.4240942570593901
"(64,)",64,0.2980309114579499,0.0031884992446257,0.0001,0.001,75,150,0.41566085543609316
"(64,)",64,0.0253060907293848,0.0026710282057788,0.0161309461862891,0.8412851161154016,75,700,0.4050853361198189
"(64,)",81,0.2452749198650151,0.00099,0.0506417259374595,0.001,89,700,0.3979449669104842
"(64,)",133,0.3757892525650941,0.0022406115022148656,0.03683736777165046,0.9877384546735218,85,363,0.34552420759317315
"(64, 32)",116,0.23624875584277683,0.008192971743773998,0.05118348673038368,0.985627390928409,76,311,0.3066398039115857
"(64, 32)",64,0.3704486135946417,0.015872834712344193,0.1,0.7890655552415095,95,150,-1.0
"(64, 32)",64,0.4,0.005743701123894955,0.1,0.001,75,700,0.25182863113897597
"(64, 32)",64,0.0,0.008059998418474996,0.0001,0.999,92,150,-1.0
"(64, 32)",150,0.0,0.00099,0.1,0.999,75,700,0.4709510545165141
"(64,)",138,0.1739422153795101,0.0010268649897759111,0.01716625279813568,0.999,88,156,0.49383207321925987
"(64, 32)",64,0.4,0.012555079441112714,0.09713079231538792,0.999,76,444,-1.0
"(64, 32)",99,0.4,0.00099,0.1,0.001,75,700,0.3375130616509927
"(64,)",82,0.04458757685587139,0.012087980532839963,0.07275497924698021,0.8961211826839767,95,182,0.35823754789272033
"(64, 32)",150,0.3814428454369939,0.008221841468911608,0.07100967261438769,0.9221367807326908,84,339,0.3011145942180425
"(64,)",114,0.23306756360961792,0.004576342855637338,0.002212627135111912,0.999,76,572,0.3239289446185998
"(64, 32)",115,0.09141096756247719,0.00099,0.061406483450227686,0.999,82,638,-1.0
"(64,)",64,0.21290344489793936,0.018009999999999998,0.02965635093870766,0.999,92,642,-1.0
"(64,)",138,0.3817202266186347,0.00099,0.07323708816288263,0.9119905935869451,76,524,0.3502264019505399
"(64,)",150,0.022556932541920975,0.018009999999999998,0.07199726311523073,0.001,81,401,0.29832810867293624
"(64,)",142,0.3812839506028709,0.018009999999999998,0.09621858332534969,0.001,86,474,0.27934517589690006
"(64,)",112,0.014125397189638542,0.00099,0.014007059880687402,0.999,92,292,0.5027855153203342
"(64, 32)",81,0.4,0.0010119533787583555,0.1,0.001,75,612,0.3517938000696621
"(64,)",94,0.14581049751248107,0.006963062876347842,0.1,0.6070414301434827,75,222,0.35928247997213514
"(64, 32)",114,0.34547928154309954,0.014072032306488295,0.06631372051921125,0.610908644153692,86,150,-1.0
"(64,)",78,0.28372324943801186,0.007325769907914274,0.0001,0.9262652843908574,88,155,-1.0
"(64,)",150,0.2504765536563666,0.00099,0.0031226579987426073,0.9132339624356114,75,700,0.4231974921630094
"(64, 32)",64,0.0,0.0027858015660183035,0.1,0.999,81,150,0.506366892160764
"(64,)",137,0.030154397054521068,0.013544372649082516,0.1,0.001,79,385,0.31905259491466387
"(64,)",64,0.0,0.005317336005638688,0.0654699567315428,0.999,95,150,-1.0
"(64,)",143,0.2191520636637669,0.009792467037238316,0.1,0.001,78,270,0.35649599442702895
"(64, 32)",76,0.22624541595634554,0.005799748653897376,0.07083232272308393,0.999,87,150,-1.0
"(64,)",130,0.08724599022507508,0.004098978172853993,0.021984209843713808,0.001,91,150,0.34273772204806685
"(64,)",143,0.31631537237174867,0.01577757906632128,0.08572906643245193,0.001,89,150,0.3568443051201672
"(64, 32)",106,0.2697626638489207,0.009506406386846617,0.05881204408744142,0.001,76,700,0.2415534656913967
"(64, 32)",80,0.0,0.004051113416506777,0.1,0.999,78,700,-1.0
"(64, 32)",98,0.2183443743910196,0.00313951110222812,0.07801824027895748,0.999,76,474,0.4187937112247937
"(64, 32)",145,0.30766520467451763,0.0018453278509305694,0.1,0.999,85,449,0.3161772645011527
"(64,)",112,0.010513342500538364,0.003157459915019112,0.025085216183329772,0.8274245999459271,93,327,0.4091922975795803
"(64, 32)",91,0.0,0.00446617933065262,0.07691713737398281,0.9883097286120187,81,150,-1.0
"(64, 32)",78,0.21593803296038006,0.0032114248075218225,0.09274636024848032,0.001,80,264,0.33611981887843956
"(64,)",81,0.3956265685050348,0.01092943127665862,0.08816026591966018,0.3953339563916761,93,308,0.37425983977708116
"(64,)",83,0.07680518028273903,0.014714844743563807,0.09007753574631706,0.3301809054923567,75,231,0.37983281086729365
"(64,)",95,0.07341477780349756,0.00802446292067251,0.1,0.2955128025480478,78,253,0.3551027516544758
"(64,)",83,0.127075685571978,0.013724762066137017,0.06199156750986953,0.999,90,169,0.36450714036920934
"(64,)",126,0.09721684075369748,0.014949601916045822,0.055564910230504236,0.001,89,405,0.3214907697666318
"(64,)",72,0.2152856811117422,0.010168736275704221,0.061991891737397796,0.9664765959140774,78,159,0.37565308254963425
"(64, 32)",96,0.28023170250910767,0.001592201079579637,0.08317736799488126,0.9644414043965699,76,624,0.470053078977715
