hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",137,0.24711680348310971,0.0032958293190805408,0.08042890651322186,0.981853769619808,84,700,0.330480387391347
"(64, 32)",146,0.015324114902674952,0.00099,0.09114075579752956,0.999,83,398,-1.0
"(64, 32)",70,0.2533407143793647,0.0032924117492759758,0.08050422439106467,0.9798304709846964,84,695,0.43689390575042264
"(64,)",79,0.26985373989810435,0.002409195476034274,0.018605232293947817,0.999,93,373,0.4943787432958823
"(64,)",64,0.22937757808564121,0.001749875513078353,0.078543401541359,0.9424132153769478,85,576,0.3814002089864159
"(64, 32)",64,0.3391709377376795,0.0023798842505850177,0.08145301545664783,0.3685623320162442,87,217,0.3596307906652734
"(64, 32)",64,0.3838231144102753,0.001499571050589938,0.07839674995374202,0.06039072679870092,88,543,0.34726576105886453
"(64,)",150,0.4,0.0017810607220290577,0.010903234376428218,0.6458217548069102,88,404,-1.0
"(64,)",68,0.4,0.002577151091216591,0.026721835988624924,0.3925259010784551,90,242,-1.0
"(64,)",111,0.027836112165742468,0.0025199060574938132,0.025964954246905037,0.9896141028355335,88,240,0.5009280742459397
"(64,)",64,0.028414629169752723,0.0046259426963225336,0.02816998081362058,0.9671794615040616,90,366,0.3559735283873215
"(64,)",130,0.3772894707309471,0.011282351003316145,0.0671382073150076,0.9911239934952205,83,348,0.3401253918495298
"(64,)",107,0.27811664625195376,0.0013085244076966188,0.01123787372140772,0.999,92,689,0.4814385150812065
"(64,)",106,0.2701525355751207,0.009832660522264542,0.08940526396441048,0.1528033956595473,81,317,0.37425983977708116
"(64,)",150,0.24511609004307122,0.00099,0.02208919049884253,0.999,83,557,-1.0
"(64, 32)",64,0.16127769283235316,0.002691007618295394,0.01978047272071383,0.999,88,299,0.4841518634622083
"(64,)",118,0.3671843403087865,0.01309823471935504,0.09225201686363278,0.1335632061213775,88,253,0.3568443051201672
"(64,)",64,0.003941855915634181,0.0033282285335591182,0.007717390959846065,0.9659431930923205,82,700,0.3211424590734936
"(64, 32)",64,0.280353703821314,0.00099,0.08946178270241657,0.999,90,700,0.5172413793103449
"(64, 32)",139,0.07929718145437978,0.0026617028063325005,0.028623181200846382,0.999,87,503,0.4974134500596896
"(64, 32)",64,0.11837365535408795,0.00099,0.09143177922690235,0.33617959372081224,88,515,-1.0
"(64,)",84,0.17704546738907923,0.0016974933278933403,0.01304895338891747,0.7281647097709579,83,340,0.43155590927178666
"(64, 32)",104,0.20679798229879745,0.00099,0.010793504616823197,0.7555246198099523,92,554,0.41030999651689304
"(64,)",64,0.3603761023473071,0.002238160772694413,0.08814124523404326,0.8499572443764908,81,700,0.33733890630442354
"(64, 32)",64,0.0,0.0020748547730200274,0.1,0.19674961038993807,93,359,0.34061384090167696
"(64, 32)",64,0.31390362407569183,0.0030436046577338853,0.08828112350253609,0.4615057541048086,88,670,0.3530128874956461
"(64, 32)",64,0.36085304662465856,0.0011653710765670315,0.08792765751483027,0.999,89,340,0.5182863113897597
"(64,)",64,0.1572995156133351,0.002387119180921123,0.08842134940264332,0.6944346921995691,84,594,0.36851271334029956
"(64,)",102,0.15077479121416848,0.001945674078129113,0.04572502902947403,0.9066913867412856,94,459,0.405259491466388
"(64,)",150,0.016117888816640513,0.001088864140761545,0.09136964838917758,0.4144780117912259,92,348,0.3328275690200577
"(64,)",150,0.3800678567881025,0.0010529208922083018,0.03859058387285944,0.999,89,260,-1.0
"(64,)",115,0.1971885602257894,0.00099,0.012167595053380713,0.5450881489242728,94,222,-1.0
"(64, 32)",64,0.3132089690209733,0.0026221374430498443,0.08100482244665708,0.6502966947700398,83,289,-1.0
"(64, 32)",101,0.23369568391890094,0.0027054041801095018,0.05191234314808494,0.7584395229751528,88,654,0.39844574149636103
"(64,)",85,0.20692659961553211,0.0025258779086162163,0.002316841731529847,0.6773096640661913,88,392,-1.0
"(64,)",124,0.4,0.0010766162787099675,0.0718232375979706,0.9360788118319536,90,697,0.33629397422500873
"(64,)",111,0.21524248008642238,0.0028652669388054353,0.07857224162729583,0.567981183551923,88,236,0.3524904214559387
"(64,)",64,0.06558537232805337,0.0018873683138830298,0.07556796453846326,0.2780030962969342,88,228,0.3758272378962034
"(64,)",93,0.17209323093442735,0.0027417995540656393,0.09856431142378817,0.6085704417501253,93,285,0.35904720046493166
