hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",101,0.27635394201074476,0.013229938278834237,0.04916278144991648,0.7794677063882551,83,469,0.3263525305410122
"(64,)",98,0.2509268037350467,0.006507048205319789,0.0245514517676966,0.6943656668308986,87,497,0.1998260611657062
"(64,)",71,0.28493207255550507,0.008272236614059689,0.029848271724270552,0.4921006072387577,90,347,0.25069947319443825
"(64,)",120,0.1495205707200266,0.004981409135602511,0.09880072912301509,0.765463958292609,91,165,0.3612565445026178
"(64,)",77,0.03083459231931332,0.016135514207307244,0.07506283260620818,0.6930164371153095,85,405,0.21535830771042935
"(64, 32)",90,0.19892351452954476,0.012619134786461157,0.09167819750696789,0.1097110943352296,85,278,0.393542757417103
"(64,)",129,0.19235685117942336,0.014567337519407895,0.02834202313983659,0.4335514027482146,75,337,0.2844677137870855
"(64, 32)",85,0.16632067328233072,0.012364625713278675,0.1,0.001,86,198,0.3307155322862129
"(64, 32)",150,0.36014771020735903,0.002767222434065051,0.005707151250475786,0.5329134035096083,84,323,0.2583204517797825
"(64, 32)",80,0.22314270354004564,0.01188191400916594,0.03939855662895053,0.20319774022690545,86,335,0.4502617801047121
"(64, 32)",102,0.34755480614979667,0.01577058151494614,0.03209634285010205,0.2182373085292324,88,150,0.3586387434554974
"(64, 32)",78,0.19510283413174234,0.008021510937755874,0.017321603854296756,0.19409647566139607,87,456,0.4729493891797557
"(64,)",111,0.22765327960853987,0.008645321094528298,0.09672852684855597,0.22252263840737216,84,508,0.2908913791959621
"(64, 32)",66,0.23469939065669526,0.012381014453479267,0.0027817272007960915,0.25636362041307637,87,458,0.6151832460732984
"(64, 32)",64,0.20703603512882984,0.0076393428416578445,0.0001,0.974249844134964,80,221,0.6518324607329843
"(64, 32)",64,0.3534527904836572,0.010497439465212957,0.00010000000000000009,0.9913266143529896,89,592,0.587260034904014
"(64, 32)",64,0.09543690853025916,0.01776204620319917,0.0001,0.7171168406500152,75,691,0.5698080279232112
"(64, 32)",64,0.4,0.018009999999999998,0.0001,0.001,95,150,0.4886561954624782
"(64, 32)",64,0.3382883726563145,0.00099,0.0001,0.11838504394947402,82,150,0.7705061082024434
"(64, 32)",64,0.072635129219926,0.00099,0.1,0.033681871161556104,75,286,-1.0
"(64, 32)",64,0.38528576060753883,0.00099,0.0001,0.001,82,150,0.7600349040139616
"(64, 32)",150,0.4,0.00099,0.090879951214821,0.001,88,700,0.24367212431136331
"(64, 32)",105,0.4,0.00099,0.0001,0.001,75,150,0.7521815008726003
"(64, 32)",79,0.4,0.004136955515027624,0.0001,0.001,79,150,0.418848167539267
"(64, 32)",64,0.0,0.00099,0.0001,0.8530937127517032,88,239,0.7460732984293194
"(64, 32)",108,0.3342357951478192,0.00099,0.0001,0.608048253420802,75,466,0.7364746945898779
"(64, 32)",64,0.15295553113338664,0.00099,0.0001,0.20166987283055013,81,315,0.7294938917975566
"(64, 32)",109,0.10645132528327904,0.00099,0.0001,0.001,77,150,0.7181500872600349
"(64, 32)",66,0.2679015277312547,0.00099,0.0001,0.08884057062121918,75,163,0.7513089005235603
"(64, 32)",105,0.27277939050419975,0.00099,0.0001,0.8930580081941035,95,281,0.7687609075043631
"(64, 32)",106,0.4,0.00099,0.0001,0.4422039129386114,95,639,0.5296684118673647
"(64, 32)",107,0.4,0.00099,0.0001,0.999,75,298,0.6945898778359512
"(64, 32)",150,0.0,0.007770767995890018,0.0001,0.10089732913680956,75,444,0.19441454541515873
"(64, 32)",116,0.12800171051687914,0.00099,0.0001,0.6530025022440086,85,451,0.7417102966841187
"(64, 32)",120,0.38903109599248764,0.00099,0.0001,0.9826507827532123,77,700,0.5157068062827225
