hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",116,0.27629492514785386,0.00099,0.0001,0.2749639545259885,87,405,0.6273996509598604
"(64, 32)",150,0.0,0.007987190717151742,0.1,0.999,91,150,0.2879581151832461
"(64, 32)",93,0.0,0.00099,0.0001,0.999,75,150,0.6256544502617801
"(64, 32)",111,0.0,0.00099,0.0001,0.999,82,150,0.6239092495636998
"(64, 32)",66,0.13591825430407095,0.00099,0.0001,0.999,81,496,0.6125654450261779
"(64, 32)",107,0.23411401089692574,0.00099,0.0001,0.08768286521561973,75,345,0.5523560209424083
"(64, 32)",109,0.07044166573962914,0.018009999999999998,0.1,0.001,95,150,0.3036649214659686
"(64, 32)",115,0.13836755328359415,0.00099,0.023388623204324808,0.999,81,150,0.6596858638743456
"(64,)",64,0.0,0.00099,0.0001,0.001,75,150,0.7146596858638743
"(64, 32)",113,0.10233486430457767,0.018009999999999998,0.0001,0.999,78,150,0.22774869109947643
"(64,)",114,0.4,0.00099,0.0001,0.999,91,150,0.6256544502617801
"(64, 32)",150,0.4,0.018009999999999998,0.1,0.001,75,150,0.268760907504363
"(64, 32)",126,0.0,0.00099,0.044931242067053206,0.001,95,150,0.6492146596858639
"(64, 32)",150,0.4,0.018009999999999998,0.0001,0.001,95,150,0.26527050610820246
"(64, 32)",126,0.4,0.00099,0.0001,0.001,95,150,0.7478184991273996
"(64, 32)",120,0.29754724202124333,0.00099,0.0001,0.001,75,150,0.7539267015706805
"(64, 32)",120,0.0,0.00099,0.0001,0.001,75,150,0.6509598603839442
"(64, 32)",128,0.4,0.005419360254236538,0.047271740838417446,0.001,95,150,0.23821989528795812
"(64, 32)",81,0.0,0.012016737207553157,0.0001,0.07839891551491035,84,150,0.32722513089005234
"(64, 32)",64,0.4,0.00099,0.0001,0.001,95,700,0.5610820244328099
"(64, 32)",64,0.0,0.015269039817793895,0.026245073107873964,0.001,75,700,0.31326352530541013
"(64, 32)",64,0.4,0.00099,0.0001,0.999,95,150,0.6937172774869109
"(64,)",64,0.4,0.00099,0.0001,0.999,75,150,0.6055846422338569
"(64, 32)",64,0.0,0.003021331680023985,0.0001,0.001,75,150,0.669284467713787
"(64, 32)",120,0.4,0.00099,0.01538747356233293,0.999,95,150,0.6963350785340314
"(64,)",125,0.2606508354233595,0.00099,0.018000916014342436,0.001,83,150,0.6954624781849912
"(64, 32)",125,0.4,0.00099,0.0001,0.999,95,150,0.6945898778359512
"(64,)",150,0.0,0.018009999999999998,0.0504651543502252,0.3772063955065304,79,700,0.16118708175734653
"(64, 32)",64,0.0,0.00099,0.0001,0.001,75,150,0.7094240837696335
"(64, 32)",112,0.23184384917367878,0.00099,0.01892494718397665,0.001,95,150,0.731239092495637
"(64, 32)",64,8.219600743032856e-19,0.00099,0.0001,0.999,95,150,0.6448516579406631
"(64, 32)",111,0.33426865576485665,0.00099,0.02179877592482411,0.001,88,150,0.7172774869109948
"(64,)",118,0.0,0.00099,0.015133821767897218,0.001,95,150,0.6719022687609075
"(64, 32)",109,0.4,0.00099,0.03462221174212938,0.001,75,150,0.7085514834205934
"(64, 32)",114,0.2917236569501263,0.00099,0.050619306495925886,0.001,85,150,0.6980802792321117
"(64, 32)",104,0.0,0.00099,0.02641003466158652,0.5938967701538551,95,150,0.7530541012216405
"(64, 32)",104,0.0,0.00099,0.048208852842844166,0.01806281699303609,95,150,0.650087260034904
"(64, 32)",64,0.25454558453850695,0.00099,0.004149427546619302,0.001,95,150,0.7521815008726003
"(64, 32)",64,0.14363063944245022,0.00099,0.0001,0.2134379427458,95,277,0.7417102966841187
"(64, 32)",74,0.13985647987240607,0.00099,0.0001,0.7802507822591366,95,273,0.7556719022687609
"(64, 32)",108,0.4,0.00099,0.0008785933436438195,0.6862858183845241,88,299,0.7713787085514834
"(64, 32)",100,0.4,0.0010413995189088047,0.022031661729717756,0.45688829134635234,95,150,0.756544502617801
"(64, 32)",64,0.4,0.00099,0.0001,0.546975633455986,95,265,0.7635253054101222
"(64, 32)",64,0.4,0.0014264777477589453,0.0001,0.15190965961426423,95,152,0.7591623036649214
"(64, 32)",150,0.18632023275972132,0.00099,0.0001,0.12557508888996385,82,472,0.4328097731239092
"(64, 32)",77,0.10484296755760909,0.00099,0.0001,0.5624926393000049,87,349,0.7417102966841187
"(64, 32)",98,0.4,0.00099,0.0025871095109551603,0.3121427096575709,95,150,0.7582897033158813
"(64, 32)",64,0.32275948654449027,0.00099,0.030068056981022814,0.5294972492188963,94,150,0.7617801047120418
"(64, 32)",64,0.4,0.010677465221276156,0.008408253703096042,0.001,95,700,0.5732984293193717
"(64, 32)",112,0.4,0.00099,0.038588647389697577,0.48343911131781847,80,150,0.7696335078534031
"(64, 32)",64,0.3925424597821295,0.00099,0.010489430624961653,0.5819329843159441,95,251,0.7521815008726003
"(64, 32)",104,0.4,0.00099,0.034735482766738594,0.5077861704323171,95,150,0.7713787085514834
"(64, 32)",116,0.28785407407750807,0.00099,0.00013080653362333418,0.7761958877330277,95,274,0.7748691099476439
"(64, 32)",92,0.22263404530646566,0.00099,0.034643703774952364,0.44538267587966424,95,150,0.7617801047120418
"(64, 32)",131,0.280194969652872,0.00099,0.0001,0.7610494716939422,95,360,0.7617801047120418
"(64, 32)",112,0.34702194917148704,0.00099,0.0042570171906956365,0.7248757221571529,95,231,0.7635253054101222
"(64, 32)",147,0.4,0.00099,0.04153603216581156,0.49991599345442705,95,150,0.756544502617801
"(64, 32)",64,0.0,0.008991091457334437,0.0001,0.999,88,150,0.606457242582897
"(64, 32)",64,0.11927352167419547,0.00099,0.019194370748954245,0.4216463565915367,95,150,0.7495636998254799
"(64, 32)",90,0.4,0.00099,0.04343259955337859,0.42731154739840616,95,150,0.7731239092495636
"(64, 32)",64,0.4,0.014108503543295889,0.0001,0.999,93,700,0.5959860383944153
"(64, 32)",64,0.4,0.010223741186806658,0.010570708170322723,0.001,83,525,0.5296684118673647
"(64, 32)",64,0.4,0.012532376407128516,0.1,0.001,87,700,0.5759162303664922
"(64, 32)",86,0.4,0.0014854158315441175,0.04103981666455626,0.4411907364444635,90,150,0.7338568935427574
"(64, 32)",124,0.20164323240104537,0.00099,0.009361515245877585,0.7700904515637412,89,306,0.7469458987783595
