hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",92,0.10690418031213776,0.00940423162833193,0.08412678022717125,0.853372863482624,91,581,0.5208242950108459
"(64,)",113,0.30461470084236963,0.006984146282105655,0.06542426036495677,0.3073253876223408,77,212,0.5334056399132321
"(64,)",78,0.14356208603229928,0.008804205988297148,0.07295604473566197,0.5845311618828914,89,683,0.5212581344902386
"(64,)",78,0.058825138968829876,0.0017882189488944856,0.004092853019124132,0.15789067115082414,87,490,0.5642082429501085
"(64, 32)",145,0.2100974742621253,0.008668374328851687,0.07492838100362038,0.7030234943331294,78,351,0.48156182212581344
"(64,)",109,0.010368197899042779,0.0031880285190759076,0.04699374098009396,0.8717198327248934,88,556,0.49197396963123646
"(64,)",110,0.18622280412374495,0.009800671154286726,0.08975099245043837,0.3851760672868528,92,395,0.5266811279826464
"(64,)",89,0.13727084303199544,0.008622228695141195,0.024161849299164997,0.14614966148356162,78,360,0.5457700650759219
"(64,)",103,0.39392808197403356,0.009978704623824258,0.08324192665562313,0.7245384436315245,82,588,0.4958785249457701
"(64, 32)",114,0.05986060023194237,0.0012310123526530937,0.04453984931519439,0.1890132170855939,94,596,0.5162689804772234
"(64, 32)",130,0.01618043335430315,0.007963726422920819,0.049170117531468396,0.7588910231763382,85,449,0.4924078091106291
"(64,)",103,0.2706160719288655,0.006532573297365245,0.06063771990299901,0.560925303743201,84,167,0.5268980477223427
"(64, 32)",69,0.33535763605266444,0.008637921631102123,0.0944462775819151,0.6664420834444986,93,528,0.4737527114967462
"(64,)",78,0.010398992276230116,0.004225497060444337,0.046402421207456995,0.37436215032337655,77,247,0.538177874186551
"(64, 32)",123,0.28219479940106734,0.006137022454242426,0.04894004257370413,0.21184445436998195,81,332,0.496529284164859
"(64, 32)",147,0.25348576059951783,0.005013747965297495,0.08943450837293207,0.3802526199855334,88,363,0.48177874186550973
"(64,)",135,0.18058071655460936,0.006558871968535929,0.04637371572028768,0.7112981346931255,94,425,0.5281995661605206
"(64,)",113,0.13855364342205168,0.004901908603096337,0.07613430572998627,0.04402033657895213,75,571,0.5407809110629067
"(64, 32)",132,0.07399558589769067,0.009584850551939384,0.0913187665206164,0.28693990283517323,83,205,0.4780911062906725
"(64,)",130,0.12764591728964259,0.009007191536915043,0.029953061803092235,0.8539907113701093,81,454,-1.0
"(64,)",141,0.38724443443380147,0.008363756102802558,0.016828853816058507,0.4562941419814269,78,194,0.5392624728850326
"(64,)",106,0.2938902076984866,0.002672462156786911,0.042968800777750664,0.22348547914417305,92,517,0.5396963123644252
"(64,)",150,0.14743184455009936,0.007561521985855569,0.1,0.12684303221724863,95,260,0.527114967462039
