hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",145,0.12158157444486609,8.300635064445593e-07,0.003024280728062859,0.7929369078888736,81,360,0.44921115354276964
"(64, 32)",70,0.00536323887893514,6.39166599520833e-06,0.07078266045892662,0.0956822037003499,94,321,-1.0
"(64,)",131,0.21391574207781697,5.69906043289854e-06,0.0001,0.999,75,508,0.6608852847261198
"(64,)",141,0.04056873261995032,6.151957797445354e-07,0.004807844521756772,0.523297184078732,84,700,0.4822023895302095
"(64, 32)",108,0.3572263161951097,1.7553434049570713e-06,0.02648950620780552,0.563303503465308,94,521,0.5015675169010311
"(64, 32)",116,0.26649156041114436,1e-07,0.020953389041315613,0.06849021877896101,95,620,0.5375474037892694
"(64,)",93,0.17273832603663378,1e-07,0.04742315972182777,0.001,75,362,0.48830315450095824
"(64,)",148,0.3392391046630583,1e-07,0.0001,0.001,81,360,0.4836333677168818
"(64, 32)",150,0.1403147803886712,1e-07,0.020617692210902858,0.999,89,594,0.42320654873867997
"(64, 32)",133,0.34895892088899083,1e-05,0.1,0.999,83,451,-1.0
"(64,)",68,0.3539338674470192,1e-07,0.02048123984566803,0.001,87,246,0.4887833548862561
"(64,)",73,0.052774676703102576,1e-07,0.07865730629179264,0.4147167359442511,76,150,0.46183204110603776
"(64,)",110,0.0158007209518506,5.502901857799907e-06,0.020154841877718703,0.7580882434979119,95,367,-1.0
"(64, 32)",140,0.2332821791943844,1.961162480695397e-06,0.048773842932991106,0.01791903268426433,89,252,-1.0
"(64, 32)",91,0.144440022614278,1.6111319094149535e-06,0.02067304178432203,0.7664093546942262,94,643,0.5235761086798235
"(64, 32)",108,0.098383600305888,2.2811815203375873e-06,0.00799659792112709,0.9675638443666155,92,629,0.5411917755057668
"(64,)",123,0.32327056024786976,1e-07,0.04508486791669892,0.5967121074927594,82,150,0.45148830516916205
"(64,)",80,0.14883852749660462,1e-07,0.05534997480917824,0.5766995623885266,75,432,0.45881187458600686
"(64, 32)",116,0.2524295477168171,5.794505478055231e-06,0.005163190220594686,0.8372362539636187,86,391,0.5800279935176897
"(64,)",76,0.24522994741933976,4.6302790143257924e-06,0.04316174603549589,0.976200263777805,79,552,0.6861002846123507
"(64,)",132,0.021385403252546613,4.750846209525718e-06,0.01677063867624697,0.001,92,481,-1.0
"(64, 32)",64,0.37000264605261773,1e-07,0.0001,0.4733322026594158,95,212,0.4735157004510313
"(64, 32)",64,0.4,5.751308022282412e-07,0.0450255915812261,0.999,95,662,0.46285306342247773
"(64, 32)",80,0.39735063657407244,6.1944037293276914e-06,0.006932170625084436,0.999,81,562,0.6282430512365437
"(64, 32)",94,0.28893206409306255,6.336013905551488e-07,0.02599974758377072,0.999,84,660,0.4514364770262276
"(64,)",66,0.08103123726191876,5.878440082313369e-06,0.03833017368661749,0.999,75,683,0.7043868019634019
"(64,)",133,0.1688181135454381,5.789772990091933e-06,0.040619417653088845,0.001,83,611,-1.0
"(64,)",119,0.3418722988534591,2.6646233881390574e-06,0.02136664915208432,0.001,75,159,-1.0
"(64, 32)",150,0.3750427825719457,5.645932032501435e-06,0.024126543050135865,0.999,79,172,-1.0
"(64,)",67,0.0,1e-07,0.020427814253124267,0.20586569828319898,88,480,0.4854375243339451
"(64,)",83,0.2766460218166468,5.938491905452526e-06,0.017893093727465482,0.999,79,428,0.6880571130333873
"(64, 32)",64,0.24818463172396213,4.928614777136677e-06,0.026223996986712152,0.999,95,700,0.7184587037149402
"(64,)",71,0.4,1e-07,0.0001,0.4573101294413116,84,700,0.4695686555400493
"(64, 32)",102,0.4,2.873234429002526e-06,0.021357275849665305,0.999,80,502,0.5088063441439256
"(64,)",128,0.0,1e-07,0.0001,0.001,78,150,0.482790141212728
"(64,)",123,0.4,1e-07,0.05156613256410679,0.3162147352744764,85,596,0.46984639434137804
"(64, 32)",125,0.0,1e-07,0.1,0.999,83,150,0.4223241351020635
"(64,)",142,0.0,1e-07,0.027200094578044138,0.6647256860451579,76,150,0.450049544860418
"(64,)",89,0.255671710790823,6.880279425219306e-06,0.04194441550076595,0.999,75,502,0.6931982119922738
"(64, 32)",78,0.14579166233747132,5.914971434268425e-06,0.00846779344477604,0.9440416736324104,76,531,0.7174225279871972
"(64, 32)",139,0.4,5.263295949240457e-06,0.1,0.999,83,612,0.524776096102018
"(64, 32)",125,0.3564173817885971,5.81131036903271e-06,0.03258360831685923,0.999,90,516,0.5622676740287912
"(64, 32)",127,0.0777920098492681,5.74574813759008e-06,0.0632663114605494,0.999,94,416,-1.0
"(64, 32)",81,0.3261834774597629,6.035286412332233e-06,0.033643079662517394,0.001,75,178,-1.0
"(64,)",64,0.391944929791934,5.819829361605589e-06,0.06364974814049933,0.999,75,700,0.7019802221910411
"(64, 32)",130,0.00793505424044607,5.828537080772647e-06,0.020415260458468507,0.001,83,191,-1.0
"(64,)",64,0.31936061872283367,4.549306647488017e-06,0.0001,0.7931864811115097,75,505,0.6740881486102474
"(64, 32)",66,0.06945598700090921,1e-07,0.0001,0.001,75,663,0.5532822146671117
"(64, 32)",70,0.09144650818097905,1.5712454040090432e-06,0.0001,0.5469583527606388,75,507,0.5658614105977176
"(64, 32)",70,0.15007347248465364,6.356289470611092e-06,0.07721961031995342,0.999,95,700,0.7442045786371979
"(64, 32)",90,0.3831698219488303,1e-07,0.1,0.999,75,700,0.42509288772507325
"(64, 32)",64,0.0,7.270989686540784e-06,0.0001,0.999,75,700,0.7467164343248941
"(64, 32)",64,0.4,2.94747609683008e-06,0.0001,0.999,75,700,0.5934369690775602
"(64, 32)",64,0.2559012847284267,7.136967067957658e-06,0.0001,0.999,78,421,0.723993736063286
"(64, 32)",64,0.4,1e-07,0.1,0.999,75,352,0.4254629296047409
"(64, 32)",91,0.3295785504549724,4.032084126996026e-06,0.06634438795775859,0.999,75,700,0.6019560462585137
"(64, 32)",64,0.20877225851097025,6.991581469019172e-06,0.0001,0.999,75,700,0.7424507806456017
"(64, 32)",64,0.4,1.4894680439411388e-06,0.0001,0.7668145637838449,75,443,0.5006871100248269
"(64,)",64,0.0,7.99152034315321e-06,0.1,0.999,75,700,0.7186464306210781
"(64,)",64,0.3468228748720308,7.4606742490697655e-06,0.1,0.999,75,700,0.712557548200173
"(64,)",64,0.1307845292964854,7.64496993380103e-06,0.05070959794409333,0.999,75,700,0.7116656696069658
"(64,)",64,0.3084484935443052,4.577351589973434e-06,0.0001,0.8764111267872638,88,700,0.6843352598233293
"(64,)",118,0.4,1e-07,0.00022336749361522517,0.5775833467335556,88,489,0.4551509115432651
"(64,)",71,0.06862405318434361,3.0303226004181927e-06,0.0001,0.999,87,416,0.6779599005026066
"(64,)",64,0.0,1e-07,0.0001,0.999,75,700,0.48335781739049094
"(64,)",64,0.24658413018582104,1e-07,0.06159153646213473,0.39827902820068467,95,700,0.47601019845122344
