hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",73,0.3340915507631367,0.00046603346233016203,0.03192714791430406,0.12575903276985148,85,544,0.6530581014023937
"(64, 32)",148,0.02637219472676469,0.0008133448275893699,0.020105886666791375,0.4496601289971839,79,515,-1.0
"(64, 32)",66,0.39122454787277783,0.0008126011400644776,0.016445924984487544,0.5726619565552513,91,329,0.6709934435819062
"(64, 32)",78,0.3878996279724776,0.0008225508684937562,0.09957497203691784,0.6295275682745032,91,194,-1.0
"(64,)",68,0.16385155508364868,0.0005689490601093231,0.06735851607558836,0.9211648819686756,94,418,0.6866516736381839
"(64,)",146,0.11126840412461635,1.946788293573951e-05,0.03580873197069636,0.26675717582697905,94,217,-1.0
"(64,)",89,0.20478182038708767,0.0008266214368883553,0.07252033484275613,0.7471987797604366,81,316,-1.0
"(64, 32)",115,0.16755106837564995,6.591934357299748e-05,0.0001,0.9846227370911891,83,472,0.7521523690517725
"(64, 32)",117,0.35110313974264995,0.00017020027028950995,0.07830673016013663,0.6719706047200906,90,547,-1.0
"(64,)",98,0.05133188602320809,0.000541114866150356,0.0001,0.405027557353908,91,375,-1.0
"(64,)",122,0.09074380193762759,0.0007436416585520256,0.0001,0.48271102597713844,76,251,-1.0
"(64, 32)",134,0.4,0.0003233784386853449,0.0001,0.37597831095094986,89,670,-1.0
"(64, 32)",88,0.3464389712620628,0.0006203986043959814,0.0646704717059599,0.999,91,464,0.7567289441848823
"(64, 32)",95,0.2076789894660856,0.00047030997790806423,0.017784086267148745,0.06903671888547175,79,274,0.6736294142408568
"(64, 32)",92,0.22350345681947836,0.0005613060061127541,0.08271706732263184,0.05341466194659114,91,653,-1.0
"(64, 32)",113,0.3933293298692275,0.00016086104127136254,0.0698932403903221,0.11608765431003527,84,212,-1.0
"(64, 32)",80,0.3813821036266477,0.0009482059867027141,0.06931226273585095,0.9221587607518068,93,452,0.7261483804969433
"(64, 32)",88,0.0391604970326996,1e-06,0.020228511187478853,0.999,78,439,0.5041742591735813
"(64,)",78,0.1601452307887844,0.0008779759194167058,0.0022395988646191456,0.6680556740623512,95,699,0.6974821240310666
"(64, 32)",82,0.19251228767171996,7.83988285293314e-05,0.1,0.9938142275859585,95,415,-1.0
"(64, 32)",79,0.383803472457541,0.0004800272266710086,0.054068337502210254,0.999,78,473,0.7562696251687574
"(64, 32)",85,0.3673494188799671,0.0007976328828079994,0.07702209100074803,0.2513172965694551,77,304,0.6550132825417533
"(64, 32)",129,0.32044599462492107,0.00036886696136993844,0.07890721017879855,0.001,81,567,-1.0
"(64, 32)",129,0.18217787762272553,0.00010346192736065306,0.028960601092967796,0.7108332894401787,92,301,0.6531589529640641
"(64, 32)",129,0.22475813699472266,0.001,0.00556491895053231,0.8499466024388946,90,440,0.6766028880284574
"(64, 32)",64,0.3984934499467463,0.001,0.09498114493901856,0.31675220613765676,79,476,-1.0
"(64, 32)",78,0.27120132497735705,0.0009212470549143905,0.059376782694452665,0.8245481125822822,88,370,0.6820351845145094
"(64, 32)",150,0.3650071233815083,0.0007274097591655967,0.043538446251743794,0.8711953497253476,89,696,-1.0
"(64, 32)",121,0.19069794544665605,0.0009377375959367867,0.00396987448171555,0.7471550465835195,93,222,-1.0
"(64, 32)",94,0.22886266566704716,0.0004248668010710229,0.06762863802455349,0.999,86,347,-1.0
"(64, 32)",80,0.35966776453197324,0.0007918992710592797,0.00923151385146171,0.46759848192321557,83,370,0.6674440374565782
"(64, 32)",64,0.35585535083504277,0.001,0.03879886934639176,0.999,95,700,0.752024923964322
"(64, 32)",64,0.4,1e-06,0.037365943656823226,0.999,75,316,0.4789428220234213
"(64,)",64,0.19614961346457846,0.0008485100033083336,0.03524905195957037,0.22044045020246764,86,680,-1.0
"(64, 32)",84,0.24100570114704223,0.001,0.053253704046979836,0.3349688586220657,87,360,0.6628239100920772
