hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",132,0.05913078455893529,1.7415516813957265e-06,0.0344854273447507,0.06608673600954718,89,627,-1.0
"(64,)",75,0.0658140979273366,3.3476954766217394e-06,0.06331619470177889,0.1658444233943244,93,368,-1.0
"(64,)",106,0.1320696813996302,4.0621388134443456e-06,0.044762564053529096,0.1284534052224576,78,393,-1.0
"(64,)",88,0.3358000229968423,2.20751792790855e-06,0.03368014354497153,0.6294495875310416,90,565,0.4847328986089831
"(64, 32)",140,0.18154535120020335,4.3229558914534685e-06,0.07264188549438577,0.7721798857316426,93,509,0.4309774945770065
"(64,)",103,0.10440535480415394,6.727994145599969e-06,0.08156391382683813,0.7816548750290243,76,442,-1.0
"(64, 32)",66,0.15429592103964698,3.183834628373781e-06,0.012338725258670394,0.481994658436147,93,623,-1.0
"(64,)",106,0.13767509748671228,1.3485629341945157e-06,0.05309470021389043,0.38810811700384906,88,658,-1.0
"(64,)",125,0.3895734551403646,5.18672022243447e-06,0.008525356300925341,0.7397029944512116,78,682,-1.0
"(64,)",107,0.315836982530812,1.7068607832612693e-06,0.04170202000366467,0.5571638673557104,89,560,0.46749762032977865
"(64, 32)",71,0.05312761399921047,9.268687701358223e-06,0.029218909755935024,0.25795953890469625,94,535,-1.0
"(64,)",92,0.3241481033785334,1.8233112282288226e-06,0.03883143377734038,0.5836505892691405,90,543,0.4780069693050984
"(64, 32)",146,0.20994848803411648,4.474834905828474e-06,0.08613965127663707,0.854695888807522,94,436,0.43197096423099673
"(64,)",98,0.337566333776232,1.962405012452501e-06,0.04046545253437975,0.618454910693113,90,545,0.46984780065379306
"(64,)",64,0.32565724325357864,2.785547324566923e-06,0.016785816091237908,0.6446344007055748,90,612,-1.0
"(64,)",90,0.33859035967220996,2.682537868914356e-06,0.03142834955360335,0.5623215761827617,88,507,0.4848501755836355
"(64,)",102,0.3179067080057966,1e-06,0.05322252044117669,0.6981517633396632,94,613,0.4478939681522382
"(64, 32)",140,0.20568392985183334,1e-05,0.03762285713432607,0.001,75,150,-1.0
"(64,)",90,0.34059898861153814,2.269380283898694e-06,0.03378853962495006,0.6260307445161662,90,553,0.4908159756458293
"(64, 32)",131,0.2612199737636085,2.4456181614827423e-06,0.1,0.999,95,454,0.42623815853344055
"(64, 32)",140,0.20257013146710207,4.23536059404499e-06,0.08200535928539011,0.959948361129121,95,513,0.42134940100571877
"(64,)",109,0.3194822970493643,1.0826313247906643e-06,0.05601064668273008,0.6557602911552253,92,563,0.4474762269996814
"(64, 32)",140,0.2169591830932602,6.652521289581977e-06,0.06735969575623929,0.001,92,150,-1.0
"(64, 32)",124,0.2517034001627831,1e-06,0.1,0.919830090017509,95,150,0.40795811495987744
"(64, 32)",148,0.16877742402588317,1e-06,0.1,0.8621076426988797,94,700,0.41289144153027013
"(64,)",134,0.2333825978934629,1e-06,0.0001,0.8591677023907778,75,700,-1.0
"(64,)",105,0.3375549626178927,1e-06,0.08432878195177954,0.5963400169699619,95,395,0.4570738067518166
"(64, 32)",114,0.32264736914061193,1e-06,0.0001,0.999,95,700,0.4073881602399769
"(64,)",106,0.3198609449011894,2.7951806592075487e-06,0.02578510973196806,0.6310092668174707,93,372,0.4820181025590462
"(64,)",106,0.31733105475021167,4.706143769183387e-06,0.0024503563424300816,0.6292161072174032,87,277,-1.0
"(64,)",108,0.32092320234400085,2.705928158105602e-06,0.027868172664413913,0.6169943301649047,93,360,0.47517785901733844
"(64,)",101,0.3187971404075484,2.488962854404838e-06,0.02852055157402598,0.624884528612205,92,433,0.47478965990625427
"(64, 32)",116,0.31496370749386776,4.280550349456778e-06,0.02226315995201213,0.765006053004081,95,557,0.4386705038453954
"(64,)",125,0.2957528981786392,1.0620943182267163e-06,0.06920753189710808,0.8216891262856981,95,653,-1.0
"(64,)",105,0.32183023606845484,3.758802170812123e-06,0.029779170909401766,0.6275438311337388,93,515,0.4944716847685937
"(64,)",142,0.33347016227971593,8.986775976727429e-06,0.030356994558504356,0.6724054354379556,95,623,-1.0
"(64,)",89,0.3508780167629247,2.631374572345153e-06,0.03651777957446309,0.5645702502823445,88,548,0.4851198510004096
"(64,)",106,0.33993483011172587,1e-06,0.05489680468453907,0.5842094556565761,91,490,0.45724272067411975
"(64,)",101,0.3539277656325645,1e-06,0.08450721398585428,0.558239934839844,95,335,0.4695736076559015
"(64, 32)",115,0.3306348205807312,1e-06,0.017712967627568053,0.9863873175682316,95,582,0.40634714458534954
"(64,)",105,0.32010298911061114,1e-06,0.02907457913096837,0.6876500649249513,91,150,0.44440042265218516
"(64,)",105,0.32247969610816546,6.689455795534958e-06,0.02896538183544007,0.5836832085401642,95,643,0.5021879218937245
"(64,)",102,0.3461385999746177,1.4037729268212817e-06,0.07877612920151694,0.6176687060031699,91,700,0.4598854771855043
"(64, 32)",146,0.14000496824379025,3.669980739240405e-06,0.0757444723600643,0.9028494086281539,90,408,0.42831035355642194
"(64, 32)",122,0.35224033149389156,1e-05,0.009304553208830314,0.7887751587305503,95,700,0.43584003780926234
"(64,)",102,0.3602995187134328,3.3073824669133705e-06,0.0912179255408151,0.6187714585915797,93,700,0.4682625136522914
"(64,)",105,0.3250400334353602,4.611113155874141e-06,0.02911974695100741,0.5451281765719265,95,700,0.48956046732551617
"(64, 32)",122,0.28394817211671464,4.197386020333803e-06,0.011040841906468212,0.8973650615106695,91,700,0.44488062777786197
"(64, 32)",135,0.21393549091476785,7.344646150885446e-06,0.05926103027509901,0.9863974770940159,89,700,-1.0
"(64, 32)",141,0.17433510153849857,8.723876003513093e-06,0.07665672822240786,0.9962142602505668,91,589,-1.0
"(64, 32)",144,0.1788643443771123,3.565116839594778e-06,0.09112646285350283,0.9908214584638936,93,463,0.4123540626943555
"(64, 32)",123,0.2870004690286682,3.4198238285870856e-06,0.029524886255759067,0.9939229307821091,93,698,0.4375640045962714
"(64,)",105,0.3261853362579048,3.7190368515477477e-06,0.0461343941496468,0.6137555457355286,94,496,0.49335424472490635
"(64, 32)",116,0.38563880291493063,9.936712136726861e-06,0.009938799930136346,0.8798579595374116,95,583,0.45038865418746116
