hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",187,0.05842320157237083,0.00033056094743294615,0.06684903958909359,0.3363792123917315,89,400,-1.0
"(64,)",114,0.2071872925983081,0.0015267518049839025,0.02607604129416061,0.3049326030270169,80,204,0.7332848837209303
"(64,)",177,0.25485341697361097,0.0013505423613339744,0.0728770637409621,0.904548442582283,90,313,0.720203488372093
"(64,)",115,0.04819878977914264,0.0015510530033818564,0.0005066448929355962,0.011677325112627694,85,488,0.6635174418604651
"(64, 32)",119,0.15573740931031255,0.0014242017321988798,0.05387378542503573,0.3372928189244761,88,548,-1.0
"(64, 32)",119,0.03898637221476496,1e-07,0.03301590705434089,0.999,90,209,0.29931736301396594
"(64,)",157,0.2994276646908297,0.00201,0.035917771074419846,0.999,75,533,0.625
"(64, 32)",95,0.16035288084337435,0.000576608265587111,0.09862330729204109,0.6293622509276148,93,548,0.720203488372093
"(64, 32)",66,0.35635426947390214,0.00201,0.00010000000000000045,0.7458590778645117,81,477,0.6787790697674418
"(64,)",175,0.38598375369344395,0.0016736112393147416,0.037793863824623304,0.2845924734635277,76,436,0.7013081395348837
"(64, 32)",170,0.390379691252021,0.0003148415509705917,0.04463304801807708,0.001,86,328,-1.0
"(64,)",71,0.01979516019133963,0.00043485239228109937,0.0001,0.1055832756562864,75,545,0.6482558139534884
"(64,)",82,0.31670244316166973,0.001175320566147728,0.07979051718780913,0.5857801286716924,83,553,0.6991279069767442
"(64,)",128,0.36624698219297536,0.001985360348371312,0.017128859756662257,0.9585640049500121,88,582,0.717296511627907
"(64,)",113,0.060137742056096614,0.0019966555231508906,0.09017032929170941,0.6982056687745798,79,456,0.684593023255814
"(64, 32)",64,0.4,0.00201,0.00964158110608545,0.999,95,150,0.6182726323725569
"(64,)",187,0.4,0.0012559322005040782,0.09628684163359084,0.999,92,252,0.6453488372093024
"(64, 32)",131,0.3683670262164469,0.0017727438610943833,0.08240388332153122,0.999,80,532,0.721656976744186
"(64, 32)",160,0.1427915913876173,0.00201,0.1,0.001,75,324,0.626453488372093
"(64, 32)",145,0.3922409646891341,1e-07,0.015717782737963114,0.07971502243566041,90,178,0.3548142724583889
"(64, 32)",70,0.3642621538646996,0.0018205193958388468,0.021785741127537624,0.013884385146019616,90,700,0.7209302325581395
"(64,)",68,0.3799996248433166,0.0005048500113260401,0.06616811572253327,0.24113937479664493,94,675,0.6911337209302326
"(64,)",115,0.05731073232591264,0.0006798529011496738,0.08828895532209002,0.14893727615319316,76,416,0.6933139534883721
"(64,)",64,0.1920295027726587,0.0019061130122163287,0.023746035161890774,0.10204951488720732,75,421,0.7078488372093024
"(64, 32)",76,0.2864595166896056,0.0016561801428848888,0.0019309675780097956,0.001,94,700,0.7180232558139534
"(64,)",117,0.34801120926894025,0.00201,0.0758338929499866,0.9079917821380417,94,298,0.726017441860465
"(64, 32)",196,0.007658649769047477,0.0007400396240179312,0.1,0.999,85,700,0.659156976744186
"(64,)",153,0.0777008633222479,0.0013354052674506682,0.04078962465368305,0.999,82,700,0.6468023255813953
"(64,)",144,0.08866655539850755,0.0007322753345891552,0.0001,0.5245514488728417,91,700,0.6722383720930232
"(64, 32)",194,0.37779857365931113,0.0007761878579436541,0.0001,0.8251419108022898,75,150,-1.0
