hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",75,0.10259172071153413,0.003032086682025123,0.09381781766584539,0.06063723610154558,92,303,-1.0
"(64, 32)",118,0.3064606667820515,0.011941749676065958,0.06977992915270367,0.22261120565977896,84,338,-1.0
"(64,)",87,0.041167572933859434,0.0012844528606851128,0.0007381737814953326,0.34304323864699565,82,393,-1.0
"(64, 32)",112,0.11206737385056867,0.013930263213454558,0.004010175084155688,0.7278771179257943,88,166,-1.0
"(64,)",104,0.284537318635313,0.004291888402047722,0.03521978284049801,0.5431744058498398,77,428,-1.0
"(64,)",110,0.3553251257339692,0.00465194540149615,0.03126246068049207,0.6314125201955543,77,679,-1.0
"(64, 32)",129,0.1277039373594805,0.013508368929169153,0.026499333875300502,0.8559061872204501,90,175,-1.0
"(64,)",150,0.0,0.018009999999999998,0.1,0.999,95,700,-1.0
"(64,)",65,0.3858294609149898,0.016827864634835384,0.0995078278805336,0.7892538536379224,79,653,-1.0
"(64, 32)",66,0.3956374807096575,0.015622075391317389,0.014393439862037425,0.075320619938272,76,675,-1.0
"(64,)",150,0.4,0.018009999999999998,0.1,0.001,95,150,-1.0
"(64, 32)",145,0.13656571002337245,0.0011408203261215513,0.0004058816598081587,0.7764016230344069,94,688,0.514533622559653
"(64, 32)",150,0.0,0.002621979717309436,0.056898142912428354,0.7252576606552156,78,150,-1.0
"(64, 32)",64,0.2339836000076718,0.0025781099290077434,0.0001,0.7068227914170471,75,150,-1.0
"(64, 32)",150,0.1288181152534608,0.00099,0.0001,0.8446184346074451,95,700,0.4921908893709328
"(64, 32)",139,0.14547808438036133,0.0012606567844270255,0.0004043423167750112,0.6758006563061246,92,672,0.49718004338394794
"(64, 32)",64,0.30124355286030474,0.001819021054403791,0.1,0.999,91,687,-1.0
"(64, 32)",120,0.4,0.00099,0.0001,0.0010000000000000015,93,700,-1.0
"(64,)",64,0.1476893362112923,0.017554484816196245,0.0001,0.09867793495786402,75,700,-1.0
"(64, 32)",147,0.14277717672211832,0.004085291569421898,0.0001,0.7075675156577368,95,700,-1.0
"(64, 32)",150,0.1452647816143516,0.0010847764975667504,0.0001,0.3058436705218746,89,700,-1.0
"(64, 32)",150,0.13617122140443358,0.00099,0.0001,0.7224829825851058,94,700,0.5134490238611713
"(64, 32)",99,0.2571951534377731,0.0011255856645209863,0.0001,0.7311888202350301,93,155,-1.0
"(64, 32)",138,0.0784892878807931,0.0011093332784703524,0.0001,0.7394300750378098,89,686,0.5039045553145336
"(64, 32)",135,0.3054004819573717,0.001091636090502233,0.00013681405702827316,0.7519985286956214,86,700,0.503470715835141
"(64,)",120,0.3782858247147467,0.0011816344184337258,0.015704081904067274,0.7182892615698201,95,700,0.48937093275488075
"(64,)",112,0.10300586283387812,0.0013341460458328037,0.0001,0.7140623760950445,95,700,-1.0
"(64,)",92,0.22942566746701393,0.0010058168713164143,0.016653741287009888,0.7370026461523046,93,700,-1.0
"(64,)",148,0.17231099804587088,0.0012556404133435319,0.015302286741575969,0.710369890513219,86,700,-1.0
"(64, 32)",140,0.305271412561442,0.00099,0.004666354370004941,0.7398496505913357,87,246,-1.0
"(64,)",127,0.39981567529336,0.0012073144677339834,0.01568068940581114,0.71561035820903,82,700,0.4822125813449024
"(64, 32)",138,0.11366922533417625,0.001079485654564186,0.0001,0.7483013679711266,81,686,0.5125813449023862
"(64, 32)",141,0.26579109154886166,0.001079692809771471,0.0001,0.7550656828601435,90,700,0.49913232104121474
"(64, 32)",150,0.1492822827343189,0.001138746941627536,0.0001,0.7330077674309863,87,698,0.5160520607375272
"(64, 32)",150,0.14592463196240885,0.0010751089898575028,0.0001,0.7328089874508973,84,671,0.5147505422993492
"(64, 32)",117,0.15252937698431393,0.0010882694906067276,0.0001,0.7355123442781817,87,690,0.5084598698481562
"(64,)",89,0.39434158006482467,0.00099,0.0001,0.5774538208729172,95,700,-1.0
"(64, 32)",126,0.13224664093101443,0.0011853934450600121,0.00044432856316084827,0.7198169264108313,82,685,0.5214750542299349
"(64, 32)",123,0.2891544838988777,0.0010973880503897188,0.0001,0.8057115693885205,95,700,0.5078091106290672
"(64,)",130,0.39011407545573373,0.0012412816220499338,0.017184429376252905,0.7506365860275787,87,700,0.47440347071583516
"(64, 32)",150,0.07624766104217325,0.00099,0.002054910877900355,0.7939553094565478,95,699,0.5036876355748373
"(64,)",144,0.38936969452142584,0.0011009779951918575,0.017286821458974765,0.6738183465756661,85,700,-1.0
"(64,)",126,0.3771626153420166,0.0012425867866979123,0.01708932826440297,0.7589723450474545,86,700,0.48720173535791755
"(64,)",121,0.4,0.001126393781659516,0.024533263525921528,0.7239740524200557,82,700,0.4800433839479392
"(64,)",122,0.295382333101437,0.001215625261929736,0.0021642147817573744,0.7202912080471643,88,700,0.5021691973969631
"(64, 32)",120,0.3922922405264175,0.0010773666787089065,0.08007901945599567,0.7481783807952063,95,699,-1.0
"(64,)",122,0.12805150413401492,0.0011365746715373975,0.010989984810612584,0.7230918933458254,76,700,-1.0
"(64,)",123,0.3482666719314198,0.0012195714406252399,0.0031618167967849913,0.7339713542094058,91,700,0.5023861171366595
"(64, 32)",126,0.24226402350775197,0.0010702646568173523,0.0001,0.7716376159801197,89,700,0.5149674620390455
"(64,)",121,0.3204365988924301,0.0011795125907159807,0.0011458525652222745,0.7070115268497106,87,700,0.5039045553145336
