hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,auc
"(64, 32)",101,0.27635394201074476,7.472352791392958e-06,0.04916278144991648,0.7794677063882551,83,0.45717140167316417
"(64, 32)",76,0.16040702266448148,6.645853084038551e-06,0.03248267424861616,0.24526975840001208,89,0.5750913708038167
"(64, 32)",118,0.17610287122563056,1.753538361072259e-06,0.07126178512073739,0.428007763856144,81,0.47085240545788276
"(64,)",128,0.14309156752360874,4.75488953222804e-06,0.06550665861623502,0.37405382394646636,80,0.47332742840131664
"(64, 32)",130,0.31080177555591226,1.2518375953865409e-06,0.017473260972046416,0.15477407736315305,77,0.513230876363333
"(64, 32)",74,0.36002425386071657,2.9050694297775825e-06,0.1,0.001,95,0.5936610610105729
"(64,)",64,0.0,1e-05,0.0001,0.001,75,0.594018063687939
"(64, 32)",64,0.4,1e-06,0.1,0.13157997396182533,95,0.5495342767319449
"(64,)",83,0.2121919232268324,1e-05,0.009445489756827529,0.001,89,0.5469983067366473
"(64, 32)",70,0.16255991238928813,7.39507039670631e-06,0.1,0.001,92,0.5923837659087117
"(64,)",64,0.04927736747844633,1e-05,0.0804906231446363,0.999,95,0.5212989586335574
"(64,)",83,0.2731979954273238,1e-06,0.0074244389232711455,0.001,76,0.5295145188325774
"(64,)",70,0.19605917093397063,5.491134748034306e-06,0.05280239702126743,0.001,79,0.5649869355156774
"(64, 32)",65,0.0,1e-05,0.003936839287997409,0.001,75,0.6308709213779713
"(64, 32)",64,0.0,1e-06,0.06568550427885848,0.001,95,0.5911985431867481
"(64, 32)",75,0.4,1e-05,0.0001,0.001,95,0.5894005980462055
"(64, 32)",71,0.0,1e-06,0.1,0.001,75,0.5887421973362862
"(64, 32)",64,0.0,1e-05,0.0001,0.24696053370050886,83,0.6286301916630007
"(64, 32)",150,0.34027572551101587,1e-05,0.0001,0.999,80,0.42435545541768427
"(64, 32)",64,0.0,1e-05,0.0001,0.999,75,0.730841805970602
"(64,)",64,0.0,1e-05,0.0001,0.999,75,0.6791676368642203
"(64, 32)",150,0.12200893933134489,1e-05,0.1,0.001,87,0.5293122326426285
"(64, 32)",64,0.4,1e-06,0.0001,0.999,75,0.43567639992870477
"(64, 32)",64,0.0,1e-06,0.0001,0.999,95,0.4573475541540889
"(64, 32)",74,0.0022156120750799427,9.959407056614365e-06,0.07143731776019069,0.588617283949574,78,0.6201690798355658
"(64, 32)",74,0.3926799311607258,9.802562919973891e-06,0.05105306348890246,0.4416466101106423,77,0.5306542813206316
"(64, 32)",64,0.0,1e-05,0.1,0.999,75,0.5941335250974622
"(64, 32)",118,0.005293325531133021,9.115383289692616e-06,0.022234961451171008,0.967473664996847,78,0.4575127563596923
"(64,)",143,0.3711828086961952,9.947011070367386e-06,0.0008375659482443498,0.010709110587727198,95,0.5014154439649288
"(64, 32)",64,0.0,1e-05,0.0001,0.8303548194199036,75,0.7156609510337818
"(64, 32)",64,0.0,1e-05,0.0001,0.999,80,0.730841805970602
"(64, 32)",64,0.07855260435041926,1e-05,0.0001,0.999,95,0.6597793401013303
"(64, 32)",64,0.0,1e-05,0.0001,0.999,78,0.730841805970602
"(64, 32)",149,0.00038484929998108277,4.171479808042782e-06,0.009226248061941937,0.018658580798122517,87,0.5570074604083551
"(64, 32)",64,0.0,1e-05,0.0001,0.999,77,0.730841805970602
"(64, 32)",70,0.0,1e-05,0.0001,0.999,75,0.7260605033523959
"(64, 32)",65,0.0,1e-05,0.0001,0.999,95,0.7313021346874383
"(64, 32)",64,0.0,9.172857057808495e-06,0.0001,0.999,95,0.7268230122643083
"(64, 32)",66,0.0,9.821443665988772e-06,0.0001,0.999,87,0.7297423935879739
"(64, 32)",95,0.0,6.318626503216985e-06,0.0001,0.001,95,0.6245466728228387
