hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64,)",94,0.1285750888750669,0.00037823907550762836,0.07448530511390918,0.4295247301443738,85,413,-1.0
"(64,)",94,0.013164054107126025,0.00038708373567184764,0.01830025212311056,0.9276092054681457,95,254,0.507592190889371
"(64, 32)",140,0.07388865925148244,0.0007191100238200959,0.043826450757886444,0.5555411408117864,89,315,-1.0
"(64,)",71,0.16044344209548173,0.0004341921537741802,0.04316050035659493,0.761761800606408,75,676,0.48524945770065075
"(64,)",115,0.37492928001495557,3.35610965844814e-05,0.06212248416500086,0.5706655323107013,76,239,-1.0
"(64,)",115,0.24702141890528728,0.0009105966219524344,0.018207184920820556,0.743270342372365,84,174,-1.0
"(64,)",130,0.019106448867503907,0.0002769666069433602,0.07451604382071242,0.028411673376559515,77,286,-1.0
"(64,)",73,0.1620439212457225,1e-07,0.050046387734121366,0.999,90,678,0.2841648590021692
"(64, 32)",80,0.3692268836407112,0.00101,0.07357502247691755,0.9120946766261518,79,165,-1.0
"(64, 32)",78,0.15158043284471168,1e-07,0.006646669993066114,0.999,95,700,0.29262472885032537
"(64, 32)",144,0.20202269499777925,0.00023250902035966412,0.014117329094676447,0.8559788190969261,95,700,0.5045553145336226
"(64,)",64,0.4,0.00043773677803004944,0.09420987516245528,0.999,75,700,-1.0
"(64,)",141,0.0,0.0009734643520227269,0.1,0.903889931589671,92,587,-1.0
"(64, 32)",79,0.3100835800206864,0.0004334617435562892,0.044673040220988246,0.8590791209182983,80,234,-1.0
"(64,)",114,0.0,0.0005537877699682802,0.0001,0.18389476892479134,79,320,-1.0
"(64,)",117,0.0,0.0005839162702920941,0.07350306494108563,0.999,92,150,-1.0
"(64, 32)",129,0.12309909914116185,0.0002949581161298331,0.02009668593396362,0.9117947136021308,76,206,-1.0
"(64, 32)",139,0.29510564836895886,0.0003522983333870502,0.027135498871370036,0.15386806218488971,84,700,-1.0
"(64,)",122,0.3640491722326543,0.0004349677003765736,0.018623254885464107,0.999,95,457,-1.0
"(64,)",139,0.3188284100119516,0.00013607292917370642,0.003438756627398357,0.8544605788462327,94,697,0.4947939262472885
"(64,)",105,0.21678331392661165,0.000423829618193569,0.015494603921610534,0.9354448832211993,76,566,0.5522776572668113
"(64,)",67,0.02998851161441443,0.0005259743525072,0.04828409400421524,0.9278204338404408,80,248,-1.0
"(64, 32)",87,0.11048344230921579,0.0003683761017708704,0.08469693106248344,0.9431114873999745,77,506,-1.0
"(64,)",131,0.20569057086074527,0.000724347678709385,0.012861458547539275,0.8778685256149561,79,650,-1.0
"(64, 32)",140,0.07859551430844239,0.0001888515230933621,0.019335424698822632,0.8499058186826579,79,250,0.49522776572668115
"(64,)",101,0.021060064425706765,0.00018067069398030252,0.07590931471272318,0.8600619266413921,76,153,-1.0
"(64,)",105,0.1679519378780849,0.00028957448288766656,0.04359013064910674,0.9273621959907229,88,158,-1.0
"(64, 32)",87,0.19859690262868426,0.00021035224402198675,0.0001,0.8384822353848816,82,298,0.5023861171366595
"(64,)",133,0.07982273003837594,0.0003570967004937469,0.024936082457512995,0.7707581511519941,83,629,-1.0
"(64, 32)",135,0.043637431766512774,0.0002218817878251792,0.005210522285372423,0.8471824781875712,89,491,0.4943600867678959
"(64,)",142,0.30143960389700863,0.00042406004449326435,0.0001,0.7792248523176141,87,265,0.49392624728850326
"(64, 32)",104,0.26038893863830403,0.00013815970947512367,0.005227481465433163,0.8616390906885321,90,528,0.5054229934924078
"(64,)",149,0.15751528389126754,0.000288819742545086,0.0001,0.5103981735050008,86,506,-1.0
"(64,)",114,0.38417632447631744,1e-07,0.0001,0.8481421882792539,76,700,0.28004338394793926
"(64,)",146,0.04967514000908435,0.0006811417426077311,0.020613091753394864,0.999,75,534,-1.0
"(64, 32)",133,0.06812830035248536,0.0001428859014528897,0.01201981032149234,0.8257650605134554,80,276,0.4900216919739696
"(64, 32)",118,0.3951173864731623,0.000802607325537152,0.0021203383828566915,0.9064700853263539,82,281,0.5449023861171367
"(64, 32)",84,0.1578649837927466,0.0007301012565275138,0.009259524216654711,0.8355063317989528,79,258,0.5019522776572668
"(64,)",75,0.3787766138066999,0.00044985843388305777,0.001955325801188289,0.8895723535413658,84,564,-1.0
"(64,)",92,0.15142637777866919,0.0009096061605388908,0.002623340078452609,0.999,91,508,-1.0
"(64, 32)",122,0.3734628501486904,2.449351846200249e-05,0.008509761258103776,0.5440334484234515,91,291,-1.0
"(64, 32)",69,0.09411349780610172,0.00012150511201863395,0.006118809298374419,0.7001098483209198,80,271,0.4822125813449024
"(64, 32)",96,0.2788825040400425,0.0007134957112724533,0.015775705525482766,0.01298590536590689,78,267,-1.0
"(64, 32)",113,0.12830626383534235,1e-07,0.0001,0.9296531979867382,80,620,0.2950108459869848
"(64, 32)",79,0.0,4.240234422275779e-05,0.021985693544237784,0.8039584490541831,95,670,0.4885032537960955
"(64, 32)",133,0.2181302807032572,0.00015761750647063272,0.023070390997370804,0.8179871094009458,90,462,0.4904555314533623
"(64, 32)",127,0.3063710594270199,0.0005814884135726324,0.009250648175575414,0.5103515443097598,82,296,-1.0
"(64, 32)",81,0.05535048851534662,1e-07,0.0001,0.7826106604199208,79,700,0.303470715835141
"(64,)",119,0.023566047864725596,0.0001900875818187463,0.00943293389515391,0.8353689347541539,89,462,0.4947939262472885
"(64,)",112,0.03537666171691188,0.0006601303145194938,0.05552132231194334,0.7563498955362047,79,575,-1.0
"(64, 32)",91,0.02531881572955465,1e-07,0.0001,0.8436389277652335,91,150,0.29718004338394793
"(64, 32)",64,0.3353195015290511,1e-07,0.0001,0.999,90,150,0.28828633405639914
"(64, 32)",76,0.32355764302234574,0.00101,0.1,0.001,91,562,-1.0
"(64,)",119,0.06623624994083771,0.00041924445530022925,0.0001,0.8222327377169182,82,477,-1.0
"(64, 32)",90,0.21586476733132842,1e-07,0.0001,0.8305892381333999,92,207,0.2963123644251627
"(64,)",69,0.27592234979563957,0.00012622625776815286,0.0042072445585808445,0.8272199628323315,78,620,0.4960954446854664
"(64,)",101,0.16178385708977444,8.389878991244359e-05,0.04670078765134445,0.8545140835403963,85,627,-1.0
"(64, 32)",79,0.05345986413256637,6.449351287862265e-05,0.09929490244105676,0.24139356983691207,93,599,-1.0
"(64,)",116,0.378549117645021,0.00017074981267163676,0.043013056671406494,0.8161138813641063,91,625,-1.0
"(64, 32)",136,0.30752668184796805,1.007207869429163e-05,0.0004539762143451512,0.7764548843906747,91,412,0.42255965292841646
"(64,)",90,0.23437158701448163,4.165013898395225e-05,0.002290873807533504,0.010865707750674799,77,424,-1.0
"(64, 32)",134,0.2121428940144956,4.9012644660354285e-05,0.0026150961893218537,0.996507100137217,92,676,0.6091106290672451
"(64, 32)",131,0.38453435217510085,3.262593978094505e-05,0.0007211434895986037,0.9482204052838191,81,556,0.5433839479392624
"(64, 32)",139,0.11915077812023245,0.000991299791824037,0.09910774996687889,0.48189094718407743,89,639,-1.0
"(64, 32)",83,0.14676261973776994,0.0009992441989649192,0.0005061253075428139,0.7764664720507483,91,313,0.5017353579175705
"(64,)",82,0.319807731016053,1e-07,0.010582841883730739,0.8577095130348832,75,577,0.28069414316702823
"(64, 32)",94,0.3054133127852664,0.0009552593469514585,0.000449952322597043,0.7424295451406185,94,627,-1.0
"(64,)",104,0.39472279297529356,3.0772064559431615e-05,0.0031566776769134186,0.99526985916618,83,336,0.5670281995661606
"(64, 32)",141,0.3716486377358155,3.192876387335272e-05,0.005991540470407159,0.9869242272737838,92,313,0.5268980477223427
"(64,)",98,0.178203102459984,3.146817523684256e-05,0.0018404421218590529,0.9908517344582856,94,610,0.5741865509761388
"(64,)",93,0.1804317368148703,0.00042887174149105307,0.09875134941973693,0.5495874445762805,85,700,-1.0
"(64, 32)",108,0.23446515160486725,3.501972796735943e-05,0.0005891133453907019,0.9928007413133859,84,377,0.5976138828633406
"(64, 32)",142,0.10974235894927085,0.00019783467356915486,0.07677658766577435,0.8679496215053046,92,204,-1.0
"(64,)",119,0.24360361079187307,0.000343658290964934,0.0001,0.8057916771728557,78,178,0.49392624728850326
"(64, 32)",104,0.15130980976282482,0.00101,0.0001,0.999,83,150,0.6127982646420824
"(64,)",66,0.14352123112391876,0.0003842129428827377,0.01139328156274166,0.8764879634342224,75,260,0.5002169197396964
"(64, 32)",64,0.1104830399069037,0.0006006733913276015,0.0001,0.999,84,150,0.6080260303687636
"(64, 32)",64,0.3513283609145965,1e-07,0.0001,0.999,94,393,0.29023861171366594
"(64, 32)",150,0.1368063095934169,0.00042607527994436927,0.03487407912923331,0.7296160107455005,82,578,-1.0
"(64,)",122,0.2348802690503102,0.00021593963460774174,0.030546440285652607,0.8075097985223687,80,260,-1.0
"(64,)",124,0.1254040045892997,0.0003929533310973124,0.053598292552228484,0.9003280589555622,87,695,-1.0
"(64, 32)",64,0.09378958211592596,1e-07,0.019517612561487947,0.999,91,494,0.2934924078091106
"(64, 32)",87,0.3626762778490616,0.0006136810823804709,0.07297792538202652,0.999,95,282,-1.0
