hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,precision
"(64, 32)",101,0.13817697100537238,0.0022417058374178877,0.04916278144991648,0.3170041642868119,86,0.3106457242582897
"(64, 32)",76,0.08020351133224074,0.0019937559252115656,0.03248267424861616,0.23671389154308797,90,0.4374636416521233
"(64, 32)",118,0.08805143561281528,0.0005260615083216778,0.07126178512073739,0.26417952362567293,84,0.28285656194821096
"(64,)",128,0.07154578376180437,0.001426466859668412,0.06550665861623502,0.25607021402000996,84,0.21860210019421777
"(64, 32)",130,0.15540088777795613,0.0003755512786159623,0.017473260972046416,0.223112336277027,81,0.5218150087260035
"(64,)",64,0.0,0.003,0.0001,0.35,95,0.2891215823152996
"(64, 32)",81,0.10964519907312571,0.0029755790042026394,0.0001,0.2,92,0.35718440954043046
"(64, 32)",143,0.16488747003447474,0.00030000000000000003,0.02080127825381125,0.2223668560999457,90,0.5642815590459569
"(64,)",150,0.2,0.0007292163337995622,0.02501476713263972,0.28365319643803477,93,0.2663520532385228
"(64, 32)",143,0.10343335347293146,0.00269301107588609,0.022870452903393398,0.22055873557004846,95,0.18384878567616583
"(64, 32)",116,0.16297490697736627,0.00030000000000000003,0.03238042182990532,0.22168168029478155,88,0.5962769051774287
"(64, 32)",65,0.17817560575079677,0.00030530358265708804,0.06633690253439453,0.22103354391012311,85,0.7283304246655032
"(64, 32)",72,0.18468861778666437,0.00030000000000000003,0.07650189580575223,0.22091526360675234,83,0.7201861547411287
"(64, 32)",64,0.2,0.00030000000000000003,0.09313560828500446,0.21675326746434953,86,0.68760907504363
"(64, 32)",64,0.17884386820956155,0.003,0.0001,0.22893902925060675,95,0.4490983129726585
"(64, 32)",64,0.0,0.003,0.032710026191187784,0.21880299889140314,86,0.2832783943558889
"(64,)",64,0.18389818822729762,0.0003673227168956137,0.07451508136641705,0.24931061446887023,92,0.48574752763234436
"(64, 32)",64,0.18274569884800662,0.00030000000000000003,0.03602015752882578,0.35,93,0.7271669575334497
"(64, 32)",64,0.18188591680965863,0.00030000000000000003,0.1,0.2,80,0.6602675974403723
"(64, 32)",64,0.1900494417952232,0.00030000000000000003,0.058334693061610016,0.2793958970009261,88,0.6858638743455497
"(64, 32)",91,0.2,0.00030000000000000003,0.0001,0.2,95,0.6719022687609075
"(64, 32)",64,0.1599046172167952,0.00030000000000000003,0.0001,0.34481939239096504,95,0.7399650959860384
"(64, 32)",64,0.16894439613136958,0.00030000000000000003,0.0001,0.2,95,0.7254217568353694
"(64, 32)",64,0.15480516899234312,0.00030000000000000003,0.1,0.3484100551444508,95,0.7120418848167539
"(64,)",64,0.0,0.00030000000000000003,0.03328002796840894,0.21406492485133777,95,0.6102385107620709
"(64, 32)",64,0.0,0.00030000000000000003,0.0001,0.35,95,0.6445607911576497
"(64,)",150,0.2,0.0018505073800807043,0.1,0.3494908363816882,94,0.1977056306291439
"(64, 32)",64,0.2,0.0010911178702761256,0.0001,0.3350637867913092,90,0.4845840605002909
"(64, 32)",64,0.12108426599144387,0.00030000000000000003,0.0001,0.35,80,0.7324025596276904
"(64, 32)",64,0.12606491136366269,0.00030000000000000003,0.0001,0.2,80,0.7294938917975567
"(64,)",64,0.0,0.001024001186840354,0.0001,0.3459688593480078,87,0.4287376381617219
"(64, 32)",64,0.13390188099057213,0.00030000000000000003,0.0001,0.35,95,0.7376381617219314
"(64, 32)",64,0.1348572292016012,0.00030000000000000003,0.0001,0.2,95,0.7306573589296103
"(64, 32)",64,0.1608003846421161,0.00030000000000000003,0.0001,0.35,80,0.7417102966841186
"(64, 32)",64,0.0811436930654529,0.00030000000000000003,0.0001,0.24718742873340752,95,0.7294938917975567
"(64, 32)",64,0.13742106330878298,0.00030000000000000003,0.0001,0.35,80,0.735892961023851
"(64,)",64,0.15047994585799657,0.00030000000000000003,0.0001,0.35,95,0.6451425247236765
"(64, 32)",66,0.16787596660614432,0.00030000000000000003,0.0001,0.2363872542826168,95,0.719022687609075
"(64, 32)",64,0.12981544430271086,0.00030000000000000003,0.0001,0.35,95,0.7353112274578244
"(64, 32)",64,0.0,0.001523547650296375,0.1,0.35,81,0.3879048159325496
