hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",101,0.27635394201074476,0.008195886107750827,0.04916278144991648,0.7794677063882551,83,532,0.2594914663880181
"(64,)",98,0.2509268037350467,0.004237991951663002,0.0245514517676966,0.6943656668308986,87,553,0.20933472657610588
"(64,)",71,0.28493207255550507,0.005277192178194952,0.029848271724270552,0.4921006072387577,90,443,0.28700801114594215
"(64,)",120,0.1495205707200266,0.0033398190093265074,0.09880072912301509,0.765463958292609,91,311,0.2479972135144549
"(64,)",77,0.03083459231931332,0.009906454310059846,0.07506283260620818,0.6930164371153095,85,486,0.23371647509578544
"(64,)",70,0.0404947197171637,0.006939265463440255,0.029003817681098845,0.6102453068757351,78,482,0.2608847091605712
"(64,)",71,0.2274048415567323,0.002594252723014924,0.03297364712035335,0.7721858361932881,86,446,0.3423894113549286
"(64,)",67,0.2570280496149528,0.00099,0.0220403002752033,0.74792358585331,79,435,0.3925754060324826
"(64,)",64,0.4,0.00099,0.013560687931054454,0.45190501864391613,84,342,0.40278422273781905
"(64, 32)",64,0.4,0.00099,0.07245309995617502,0.0010000000000000059,95,425,0.3113897596656217
"(64, 32)",150,0.23280902533978517,0.011009999999999999,0.06393178692447923,0.8000070123616265,95,399,0.2671543016370603
"(64,)",64,0.0,0.00099,0.1,0.999,95,700,0.32462556600487635
"(64,)",65,0.0,0.00099,0.0001,0.999,95,423,0.5081575805809789
"(64, 32)",64,0.0,0.00099,0.0001,0.001,86,700,0.3919617986470354
"(64, 32)",64,0.4,0.00099,0.0001,0.999,95,700,0.5136890951276102
"(64, 32)",150,0.07302592925975647,0.00099,0.0001,0.001,75,461,0.3458725182863114
"(64, 32)",64,0.0,0.0019741450877463315,0.0001,0.999,95,700,0.4709976798143852
"(64,)",64,0.4,0.00099,0.0001,0.999,95,300,0.4715479506565858
"(64,)",150,0.31307676048028016,0.00099,0.1,0.999,75,700,0.24730059212817834
"(64, 32)",64,9.943039886936279e-18,0.00099,0.0001,0.999,95,700,0.5069637883008357
"(64,)",64,3.839171188144579e-18,0.00099,0.0001,0.999,95,700,0.4850775964982093
"(64, 32)",64,0.0,0.00099,0.0001,0.999,95,300,0.4900232018561485
"(64, 32)",129,0.035718820101340684,0.011009999999999999,0.0001,0.001,75,638,0.24904214559386972
"(64,)",74,0.3925662940116697,0.00099,0.0001,0.999,95,634,0.3225357018460467
"(64, 32)",64,0.4,0.00099,0.0001,0.999,95,300,0.5232789494627935
"(64, 32)",64,0.4,0.00099,0.0001,0.999,75,300,0.5232789494627935
"(64, 32)",136,0.12383159480215622,0.00099,0.0001,0.999,89,527,0.4986072423398329
"(64,)",136,0.09505746237859039,0.00099,0.0001,0.001,91,630,0.3113897596656217
"(64, 32)",141,0.4,0.00099,0.0001,0.999,93,300,0.5182863113897597
"(64, 32)",64,0.4,0.00099,0.0001,0.999,89,405,0.5085555113410266
"(64,)",64,0.0,0.00099,0.0001,0.999,75,300,0.5101472343812177
"(64, 32)",150,0.4,0.00099,0.0001,0.999,95,700,0.3382411460405889
"(64, 32)",139,0.3602064677825607,0.010117365400099311,0.0001,0.999,94,326,0.2500870776732846
"(64, 32)",150,0.0,0.00099,0.0001,0.999,95,300,0.48677494199535964
"(64, 32)",107,0.23320038312431476,0.00099,0.0001,0.999,80,300,0.517707918822125
"(64, 32)",64,0.19344617633435146,0.00099,0.0001,0.999,75,600,0.472741742936729
"(64, 32)",113,0.0,0.00099,0.0001,0.999,95,700,0.48259860788863107
"(64, 32)",150,0.23085124268474522,0.00099,0.0001,0.999,95,300,0.5150812064965197
"(64, 32)",107,0.4,0.00099,0.03213417102558471,0.999,95,300,0.5182863113897597
"(64, 32)",102,0.4,0.00099,0.0001,0.999,83,300,0.5134099616858238
