hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",235,0.24955173544975706,0.01932193408814762,0.016531157045189152,0.24793466660013788,89,157,0.7077651199126254
"(64, 32)",73,0.03535775404186308,0.01982951710693357,0.041842101565254815,0.32654956847626176,76,635,-1.0
"(64,)",295,0.31162479120897446,0.015701498051439597,0.050652106776020736,0.5869736771674264,83,677,0.6910598823627565
"(64,)",75,0.15242267361159523,0.006359835111223613,0.011818350588541011,0.24036441991388344,83,375,0.7156376568117349
"(64, 32)",196,0.14222138011796168,0.013764012478968067,0.07203149350649056,0.247691278973428,95,156,-1.0
"(64,)",70,0.1735763715179974,0.01866509415240626,0.07444136595668137,0.9856728431094044,81,183,0.742963523732233
"(64,)",290,0.08127416621264019,0.00274373139655427,0.08481617900084157,0.7370694349130572,93,177,0.6660130592699058
"(64,)",262,0.315437101279251,0.019564493678859488,0.01560479256511152,0.6658164071694213,94,546,0.7034994780842801
"(64,)",270,0.1720887961029438,0.00861833576673526,0.050486286209545934,0.10090272751143219,76,589,0.6973516095482608
"(64,)",240,0.06842488336870158,0.004932120385502844,0.08276565168174417,0.24527197785520138,89,246,0.6880059998976078
"(64,)",281,0.3329349284271448,0.010664842334314412,0.06627825158361587,0.48568125718035,91,328,0.6871414969927035
"(64,)",73,0.08678626031647817,0.004701424466106794,0.05336327530910103,0.36119236957861506,76,665,0.6962536311302581
"(64,)",259,0.12287746333691352,0.013298414892435648,0.012667093177913329,0.9265131307941633,91,204,0.6864366619010057
"(64,)",200,0.21810538658910011,0.003748200704542194,0.03009089977161566,0.6750018727246333,93,605,0.6918698353571591
"(64,)",65,0.3060664120164173,0.01861688720894345,0.05289146342265548,0.6972978312337772,77,194,0.6887631569217116
"(64, 32)",151,0.27304902727270536,0.0028558817443494937,0.09016069714134092,0.9968721756609117,90,227,0.7557319595399178
"(64, 32)",155,0.37914607603749717,0.018825754159998057,0.0015755385099484834,0.8224447479194209,91,369,0.7054515779773372
"(64, 32)",166,0.4,0.013865677487708325,0.00010000000000000061,0.999,91,534,0.7245414275935561
"(64,)",226,0.12702566978267707,0.010104401456147787,0.010852150959964961,0.0013322552497190545,76,488,0.7090637111668159
"(64, 32)",215,0.37303221755442084,0.010087810248902263,0.024060121585328404,0.0010623861581944467,90,322,0.6876741022670388
"(64,)",64,0.0,0.0052418669659863686,0.04331258112828729,0.999,93,700,0.7460528523808079
"(64, 32)",252,0.3219994527089548,0.003169086433926217,0.03120549755028576,0.9940947175316328,88,675,0.7539550877538946
"(64, 32)",288,0.2276071675575686,0.019261311783617164,0.0190695684743838,0.21084363562853292,76,605,-1.0
"(64,)",64,0.0,0.02001,0.0991932076840864,0.001,75,700,0.6898678666777907
"(64,)",142,0.4,0.00199,0.050061296812188634,0.48666689209194763,89,494,0.6887557382286911
"(64,)",300,0.4,0.02001,0.0001,0.001,95,700,0.6860994431950913
"(64, 32)",64,0.0,0.00199,0.05682441161886613,0.999,82,395,0.7534219136340883
"(64, 32)",279,0.33308411414596695,0.004135623263172055,0.09420312254516529,0.6490722562665828,92,183,0.6564181175386437
"(64, 32)",159,0.13632588027520462,0.00199,0.0001,0.001,83,603,-1.0
"(64, 32)",64,0.4,0.00199,0.0001,0.31056788644196914,95,150,-1.0
"(64, 32)",300,0.0,0.009847345432497623,0.08318617304703235,0.7660188497075373,95,380,0.6690336998278295
"(64,)",300,0.4,0.02001,0.0001,0.999,75,382,0.7673447502199536
"(64,)",86,0.0,0.015252831020861493,0.03234043537113792,0.5480727514856557,95,262,0.6985137963988289
"(64, 32)",297,0.1846498205744529,0.011144159202719882,0.09666289141335234,0.7901313705115086,75,642,0.6681224212338637
"(64,)",286,0.4,0.00731929368045545,0.05956805719647698,0.8506932092257701,92,288,0.6724182237231315
"(64,)",66,0.39709297792539006,0.0162966451073663,0.09266813535643569,0.1729156756562824,75,584,0.6875357187552145
"(64, 32)",67,0.0011650083538978341,0.006376980270443831,0.08804268476423129,0.62253174337314,94,326,0.655539334242222
"(64,)",222,0.39878463426795413,0.013518526257092777,0.05275288102070903,0.3192636693830175,75,245,0.693757916432808
"(64, 32)",108,0.016988880982751777,0.004594482490318579,0.004776016505177235,0.9122615110765666,94,480,0.7022044065614429
"(64,)",196,0.0014201751258173805,0.007953807614300187,0.05553500784009076,0.8405520498863208,76,434,0.6689822904183669
"(64, 32)",210,0.3952990250480919,0.007075021602671327,0.09843626474330867,0.7060971418072932,76,240,0.6584977928795717
"(64,)",95,0.0015871716891758152,0.0020009865401420216,0.0966365861465394,0.08393818633993093,94,343,0.6903511720112858
"(64, 32)",69,0.17398141838169787,0.016174992919520098,0.0987018740023377,0.5522283343334962,75,555,0.6553501812720901
"(64, 32)",158,0.4,0.010922487652523322,0.1,0.001,94,609,0.6553265623340867
"(64, 32)",297,0.12985062055567015,0.016585620496595798,0.005274462818970458,0.642656311883353,82,166,-1.0
"(64, 32)",208,0.4,0.019413644611864816,0.051396483896457464,0.001,95,150,-1.0
"(64,)",64,0.4,0.02001,0.1,0.999,95,330,0.7562490163713727
"(64,)",64,0.34292278188842307,0.008943976152450536,0.1,0.49610318593728275,92,242,0.6776492081671041
"(64,)",96,0.0073467766266820805,0.015648312801547949,0.0001000000000000011,0.999,78,227,0.8062784420749987
"(64,)",64,0.4,0.0134575454635021,0.07296827895029068,0.001,76,150,0.69355942491619
"(64, 32)",237,0.19214454067636455,0.01908479082177642,0.1,0.999,92,377,0.7559898717063847
"(64,)",85,0.01540556090300059,0.0034812555285279176,0.0001,0.4577184604450978,83,215,0.7412689804772234
"(64, 32)",291,0.2614167630726102,0.010510048260274135,0.1,0.10465048254042636,92,690,0.6526791673619222
"(64,)",64,0.0,0.011719735608535956,0.0001,0.7576993587378414,93,470,0.7307593352282208
"(64,)",64,0.4,0.004440273266851846,0.033067274049480656,0.001,95,417,0.7044255466604978
"(64,)",300,0.03918637940433877,0.006019088888621129,0.1,0.7708489394833573,90,438,0.6592071787350393
"(64, 32)",64,0.26478781819083336,0.014863301373282048,0.05337600209881532,0.7874688484218448,75,697,0.6752571537058386
"(64,)",152,0.0,0.00714295098587219,0.027463899763678138,0.999,76,232,0.7510392688249927
"(64, 32)",132,0.4,0.02001,0.07239814480415428,0.999,80,617,0.7555984467674408
"(64,)",66,0.0,0.0029648942486098177,0.036037945500833016,0.23634815871552606,94,688,0.702265995934651
"(64,)",277,0.0,0.003135871424675688,0.1,0.30534468310332546,89,220,0.6845201267008479
"(64,)",241,0.014105322797180676,0.017370283786896625,0.08436944092107923,0.48363095044437454,84,255,0.6833438846267615
"(64, 32)",232,0.22920370999079265,0.009906232681903519,0.1,0.33213864253002073,94,646,0.6566768829733173
"(64, 32)",158,0.3969140344398012,0.014481608935038635,0.04174299448800923,0.8982912201296738,80,496,0.6740180779090756
"(64, 32)",300,0.4,0.016093162907860892,0.1,0.001,95,418,-1.0
"(64, 32)",64,0.3687916343683126,0.0198920041656091,0.0001,0.999,95,700,0.7352381874497519
"(64, 32)",223,0.3219406907694882,0.017406221290666338,0.0001,0.999,93,593,0.7174929344652095
"(64,)",64,0.0,0.014686866129194608,0.1,0.999,95,700,0.7560148772052243
"(64,)",241,0.14101474498010438,0.00199,0.07371227749781788,0.999,85,700,0.7569299481023315
"(64,)",273,0.2592584551120584,0.008488561963566127,0.06731598333946406,0.001,92,150,0.6920261967560639
"(64, 32)",64,0.3143447146622943,0.019557264445181622,0.1,0.7619356070342844,95,700,0.6704712434393156
"(64, 32)",282,0.27597742164352507,0.007283133391392443,0.1,0.001,94,548,0.6525736820798507
"(64, 32)",64,0.31616153259776164,0.015762187433488412,0.1,0.7717548781566502,95,700,0.6714294873374997
"(64,)",64,0.0,0.02001,0.1,0.001,75,286,0.6900478588656462
"(64,)",143,0.22998697298497384,0.00199,0.0001,0.999,75,150,0.7433811866685376
"(64, 32)",273,0.3532144027590614,0.008477433892182964,0.0001,0.999,93,698,0.7338789904509807
"(64, 32)",64,0.0,0.00199,0.1,0.746252243931683,95,700,0.6596817262184671
"(64,)",220,0.07588393570425361,0.00871492981099087,0.1,0.999,76,515,0.7570571917236776
"(64, 32)",64,0.4,0.02001,0.00665886597696284,0.999,88,150,0.7420169174643145
"(64, 32)",150,0.014986503130964599,0.005683578009478767,0.1,0.35193232452390666,84,189,0.6532223081284225
"(64,)",97,0.04617651601927416,0.01460715748219287,0.0001,0.14822994919038043,83,280,0.7316914833404122
"(64,)",267,0.03979036252493651,0.02001,0.1,0.30188363968782106,83,672,0.6850520327692915
"(64,)",264,0.14379710231136522,0.008849879428189397,0.0001,0.5258074474431363,83,616,0.737456933657449
"(64,)",107,0.09977182859426276,0.013663448958498468,0.1,0.7610385219615514,85,229,0.663438476518059
"(64, 32)",209,0.06387353209252376,0.011402262863780446,0.1,0.5748508347537273,76,564,0.6506413732688137
"(64, 32)",143,0.05310309648274301,0.008821385820079656,0.1,0.999,85,653,0.7601285187832775
"(64,)",298,0.3175451869237722,0.02001,0.0001,0.4491086560789191,75,185,0.7125394043998301
"(64,)",213,0.08054614796950886,0.00199,0.0001,0.7954917102704238,78,195,-1.0
"(64, 32)",110,0.2368256522540366,0.008757569878406564,0.1,0.43130625732805805,84,480,0.654670956077545
"(64, 32)",235,0.11603729075405139,0.00199,0.0828327044131188,0.5304962646400193,83,290,0.655039307222062
