hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",123,0.11437260816908895,0.01548302724695727,0.054215343287163625,0.8276819086495147,88,210,-1.0
"(64,)",106,0.31658337683383375,0.007965595257193828,0.06871186771380781,0.06433552701986484,95,446,-1.0
"(64, 32)",98,0.33548741812657956,0.001027918492865309,0.04596836657880866,0.8675071008965315,78,484,0.7731239092495636
"(64,)",126,0.3282594301593111,0.006212155641773902,0.009954566528592224,0.726146873829052,88,260,-1.0
"(64,)",93,0.31069776187061465,0.010113077626528957,0.05832278451199316,0.7231167775076497,85,438,-1.0
"(64,)",110,0.22000888728925447,0.010442718104652315,0.057237568240239935,0.7346742165313739,81,700,-1.0
"(64,)",145,0.28544887666926533,0.015499321341863135,0.029931755840250797,0.2690851108950152,89,563,-1.0
"(64, 32)",150,0.0,0.00099,0.1,0.001,95,150,-1.0
"(64, 32)",86,0.4,0.00099,0.04646228201248266,0.7562676004894012,75,636,0.7626527050610821
"(64, 32)",95,0.3560077350708206,0.00099,0.04605499576674247,0.8393769548839528,77,526,0.774869109947644
"(64, 32)",150,0.34773327156237405,0.018009999999999998,0.1,0.001,95,150,-1.0
"(64, 32)",150,0.3486186304573398,0.00099,0.031856934620270914,0.001,95,150,-1.0
"(64, 32)",133,0.0,0.0057277759301235,0.0001,0.001,75,150,-1.0
"(64, 32)",77,0.0,0.0027833129961189664,0.0001,0.8289191312746723,95,700,-1.0
"(64, 32)",64,0.33646860040451065,0.018009999999999998,0.1,0.825483369285854,77,646,-1.0
"(64,)",90,0.00103752799255654,0.001618337145949967,0.0998982131954325,0.9692012016341118,77,634,-1.0
"(64, 32)",150,0.0,0.00099,0.1,0.999,75,700,-1.0
"(64, 32)",99,0.4,0.012352637178085399,0.0001,0.001,87,150,-1.0
"(64, 32)",94,0.33650228921294617,0.00099,0.04581765996768602,0.9331617897658532,77,507,0.7670157068062827
"(64,)",144,0.4,0.00099,0.1,0.12398015828843027,78,150,-1.0
"(64,)",91,0.4,0.00099,0.1,0.6699755859214278,95,173,-1.0
"(64, 32)",90,0.36664957044248925,0.00099,0.042880060699223295,0.9241389772353225,77,540,-1.0
"(64, 32)",105,0.33594291016597944,0.00099,0.05224480970978333,0.7982949332609361,92,668,0.7713787085514834
"(64, 32)",125,0.3563885878806494,0.00099,0.022250278133021262,0.8217703466326429,79,206,-1.0
"(64, 32)",96,0.3374257897931449,0.010391131958789955,0.05185483501019155,0.999,83,444,-1.0
"(64, 32)",94,0.05715421208692017,0.009605868482450852,0.055011944659203275,0.9257874652188511,85,640,-1.0
"(64, 32)",94,0.35540511619595133,0.00099,0.03004868842949502,0.46834098602675667,81,445,0.7652705061082025
"(64, 32)",100,0.33616955587493613,0.00099,0.06052864166408944,0.555598808303036,83,673,-1.0
"(64, 32)",94,0.20227846613245615,0.0076518053585564755,0.01331843794462805,0.2365129090447664,77,393,-1.0
"(64, 32)",96,0.30120966225910917,0.004600840264995813,0.06629212450502671,0.9352008323794493,78,340,-1.0
"(64, 32)",98,0.2987060083189631,0.0010079283115396508,0.04691431187323058,0.8947954698114513,79,388,0.7696335078534031
"(64, 32)",91,0.323039670666895,0.00099,0.029863089274671586,0.1910551705248448,80,350,-1.0
"(64, 32)",92,0.3381353260074107,0.00467348494346528,0.04640865561659684,0.8691561324934005,82,422,-1.0
"(64, 32)",93,0.16186108372510377,0.00099,0.030073514303829704,0.4966280382186761,81,305,-1.0
"(64,)",97,0.3820812224026129,0.00099,0.04632857805544906,0.9429025251207034,86,501,0.7417102966841187
"(64, 32)",97,0.3471235432883569,0.00099,0.04742340885871368,0.8590571624900143,80,535,0.7774869109947644
"(64, 32)",76,0.3385558047298914,0.00423594704205047,0.06488073125053674,0.8545399530130319,79,533,0.5549738219895288
"(64, 32)",94,0.1722671731796646,0.00099,0.06615772699133478,0.5677964016760216,75,601,-1.0
"(64, 32)",105,0.31685748973022476,0.0010730825099476908,0.04535282965132455,0.8599889432422013,82,535,0.7766143106457243
"(64, 32)",90,0.2659100347298168,0.00099,0.051942362785352185,0.8591978223241816,80,535,0.7766143106457242
"(64, 32)",97,0.3452892725195814,0.00099,0.0430402045003456,0.859250516799647,78,536,0.7783595113438045
"(64,)",81,0.29681893644888263,0.010013506511082607,0.03549265885087515,0.8382712305746252,89,525,0.45200698080279234
"(64, 32)",100,0.3580934152488884,0.009281115942749465,0.05464753992287813,0.9348974856823289,86,504,0.2664645600893035
"(64, 32)",115,0.20433562530810329,0.012261358764793841,0.04310957167471572,0.9349086909861575,80,506,0.30541012216404884
"(64, 32)",86,0.0019415015916374467,0.00099,0.07351437361386462,0.9324438606464265,94,508,0.725130890052356
"(64, 32)",115,0.2065462861329678,0.010907660718011173,0.06835409398409861,0.9322556707391919,77,507,0.31064572425828973
"(64, 32)",81,0.35960242305869644,0.005153408161807323,0.011031877231426766,0.9335843648998599,77,507,0.5706806282722513
"(64, 32)",107,0.323466532449614,0.008993959293083288,0.028671374126390696,0.9328625581987938,78,507,0.24258289703315883
"(64, 32)",132,0.34071701873836757,0.01635861807132506,0.00828197805530471,0.9329724054569288,93,508,0.31151832460732987
"(64,)",143,0.3211229893791583,0.0012942980062655713,0.08308220876427382,0.9343171051308862,77,504,0.3568935427574171
