hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",109,0.10151924230725834,0.01491771231251347,0.09756356667757626,0.742086288981774,90,228,-1.0
"(64, 32)",94,0.16852798477812644,0.011270175037795954,0.02123233885956071,0.11178768637781708,78,355,-1.0
"(64,)",92,0.07506679443541182,0.01271199571637065,0.09455384339887632,0.3529781884032077,86,657,-1.0
"(64,)",100,0.3312092888582717,0.006884583150649146,0.035838545693284124,0.6770520279410255,91,644,-1.0
"(64,)",122,0.186304620697057,0.001183179564811,0.02345032831013842,0.03327180532387453,88,693,-1.0
"(64,)",146,0.39092028770774173,0.016780530420020433,0.002194784550965337,0.9881699518949205,78,700,-1.0
"(64, 32)",75,0.005148636506296846,0.0019408653859674645,0.09738976237532461,0.9310192073351606,91,176,0.4424773830210388
"(64, 32)",72,0.0,0.00099,0.09694289932654959,0.9450135872104015,91,172,-1.0
"(64, 32)",105,0.09082398586333305,0.0020504048611338544,0.06359542604583403,0.7730640845059239,90,163,-1.0
"(64, 32)",75,0.005093736526317126,0.0019434957199001026,0.09765515638338369,0.9317523329545875,94,176,0.4512365029606409
"(64,)",75,0.3015825603811979,0.0020244683159567818,0.033006144523076514,0.542378040361075,90,291,-1.0
"(64, 32)",75,5.281413115577061e-05,0.0020217436999682807,0.07909267537012019,0.8176080243195692,75,437,-1.0
"(64, 32)",75,0.015005353486341919,0.001996344496024049,0.05491238758471806,0.9417132710868215,93,176,-1.0
"(64, 32)",75,0.06498059076372363,0.0022905808175316586,0.1,0.07319615725109431,91,176,-1.0
"(64, 32)",80,0.11752697772623431,0.001953503153397263,0.09869890404724044,0.9346342440983982,95,603,-1.0
"(64, 32)",70,3.259078019266504e-05,0.007905441464438985,0.06325528034962308,0.8424222799759551,84,160,-1.0
"(64,)",135,0.004285691098682209,0.0017100950167049228,0.013208145320807647,0.9196021953883098,79,696,-1.0
"(64, 32)",103,0.004819541064383625,0.010651737435378035,0.058214904676701595,0.4155588845330689,95,243,-1.0
"(64,)",105,0.21681725894426776,0.0019591109141199967,0.1,0.999,76,150,-1.0
"(64, 32)",76,0.00653934398568863,0.00495995259190582,0.01824857206103486,0.5230753645956455,92,205,-1.0
"(64,)",75,0.15551471529533945,0.0019664204316043638,0.1,0.9373395596030519,76,174,0.43772383605252685
"(64, 32)",75,0.2264807380675773,0.0019641968278953956,0.09749011159252556,0.9277724422412233,86,182,-1.0
"(64,)",75,0.259307414144884,0.0020396101526793916,0.1,0.9550835122382367,85,175,0.46040588937524873
"(64,)",75,0.3976290576065787,0.013564899986440788,0.09921158728683763,0.9393459016988478,93,175,-1.0
"(64, 32)",75,0.21846756200209305,0.0017716982209814319,0.09946305999607567,0.8979820563137899,93,175,-1.0
"(64,)",90,0.004507408605007162,0.0022001096289358804,0.1,0.30723139199380933,77,150,-1.0
"(64,)",67,0.030177468365736766,0.0030126624165336667,0.0813247967621376,0.6592311881488124,94,176,-1.0
"(64, 32)",75,0.17672576710051646,0.001984738093676268,0.09302135741214303,0.9510941714146144,84,175,0.4890282131661442
"(64,)",85,0.31928937705239596,0.011934742588966433,0.030477642544498317,0.060836295305370394,91,458,-1.0
"(64,)",75,0.3533109491780335,0.0019873877904506955,0.09750448947128751,0.9277887356879528,79,175,0.4323517707918822
"(64, 32)",85,0.0310583461382207,0.0023742457733016776,0.07525177100381539,0.9083702677965871,82,157,-1.0
"(64, 32)",108,0.11330244427169352,0.008469313560240882,0.09197398541964862,0.1372316667422141,79,634,-1.0
"(64,)",69,0.037414943259212845,0.01496935634306609,0.018497376257489012,0.5199850914253676,88,665,-1.0
"(64, 32)",88,0.26708830604080797,0.0020185235483438004,0.09683212326641105,0.7913088288228687,77,174,-1.0
"(64,)",84,0.21749390704219285,0.0019708552612627403,0.09460836625182734,0.9389964392106483,89,175,-1.0
"(64, 32)",79,0.0917721032688728,0.004542852077835057,0.09648831287989515,0.887767662140622,86,155,-1.0
"(64,)",93,0.3913256085683625,0.016943579351655174,0.011700012186226807,0.23627326536177926,95,155,-1.0
"(64, 32)",75,0.16705749843279538,0.0019726603382375016,0.09598380606882741,0.9450280691651133,88,174,0.48223615464994773
"(64, 32)",75,0.11887554617148195,0.0019716824134487273,0.09628254533959484,0.9479501121473849,88,491,0.48446295910516446
"(64,)",75,0.2187058504254572,0.002003461295344523,0.09888596386782361,0.9464451848061548,84,526,-1.0
"(64, 32)",75,0.07530281907339419,0.001980261251743866,0.09717046001776178,0.9229453358494074,94,491,-1.0
"(64, 32)",75,0.10207316137726402,0.0019924447135405083,0.09588361496896644,0.9484208684820767,76,249,-1.0
"(64,)",75,0.13063250330440632,0.0019732103710039563,0.09626762849844732,0.9500066141441983,86,491,-1.0
"(64, 32)",73,0.2353380884622961,0.0018091345872667457,0.08976645375961713,0.927051402560661,91,465,-1.0
"(64, 32)",75,0.23763641805366015,0.0019202468698232005,0.09357227106382116,0.9827809423787266,92,491,-1.0
"(64, 32)",80,0.34378396807983647,0.002379849984277803,0.07379480124285723,0.9151437499806471,88,475,-1.0
"(64, 32)",149,0.2143211153113201,0.001878820792960568,0.08586647949730059,0.9036926250220689,77,213,-1.0
"(64,)",75,0.3197177995643585,0.0019968702766538877,0.09702871600736018,0.9415382222402567,86,175,0.44170314365300434
"(64,)",75,0.048375560342062834,0.002476303766609108,0.09676540733468918,0.9354744305987389,75,174,0.43633107839235974
"(64,)",75,0.16110969008041096,0.0029043341494781293,0.0999486251843659,0.9482004905437594,85,175,-1.0
