hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",111,0.12704576417897206,0.007456435113285222,0.013968004942993056,0.9566410733084879,75,447,0.683627999237747
"(64,)",80,0.029795233373444904,0.0049055869834320875,0.00550091787897445,0.12898480284657352,89,348,0.7198976694401044
"(64, 32)",121,0.2902099437118555,0.0058700665177736176,0.07608536483940165,0.9783041682309864,80,397,0.7476441027789997
"(64, 32)",122,0.24810377243166293,0.001503691079407779,0.055958512620790955,0.6199090807414915,89,598,0.6638615908901293
"(64, 32)",85,0.09246554107945525,0.004374249880176696,0.09058774932665921,0.772738091192626,84,506,0.6714067098167559
"(64, 32)",121,0.08111613046378591,0.001493915753561135,0.0007007697517242362,0.19637498745272133,90,236,-1.0
"(64, 32)",127,0.002206781708367031,0.01001,0.01020433416637469,0.001,90,467,-1.0
"(64, 32)",120,0.37025770786025536,0.01001,0.06857753355551327,0.999,89,296,0.7564427319562217
"(64, 32)",110,0.14585970250077848,0.008946492557712765,0.0001,0.9689302202486891,80,302,0.7080527424040168
"(64,)",170,0.0073467766266820805,0.009248312801547949,0.0001000000000000011,0.999,78,226,0.794917934560017
"(64,)",64,0.18279752810426075,0.0045120587224547195,0.00010000000000000093,0.001,85,177,0.6990079216472248
"(64, 32)",137,0.034077965268423153,0.002398968061510237,0.029257445327180203,0.999,87,472,0.75147264611744
"(64, 32)",94,0.28274692487669184,0.00862094618172107,0.024507662281828133,0.3299613763092745,85,527,0.6950086180088892
"(64,)",150,0.18250131888264953,0.00802107126058641,0.007988613912099653,0.6526850587146014,78,419,0.7114398853586761
"(64, 32)",94,0.17030250828366789,0.00963524274202053,0.0824270457590619,0.0014860916381275553,90,656,0.6647778942857576
"(64,)",150,0.008927515291368952,0.008223938297199985,0.09976819732046209,0.17831996138769557,82,553,0.687477554305781
"(64,)",64,0.3241974556999774,0.003649391231623673,0.0006495131848333082,0.9351892720179887,95,255,0.6956817636674604
"(64,)",150,0.03896245967719817,0.0046685591150423655,0.029542839471406426,0.01454874224327352,81,688,0.7066650912807366
"(64,)",97,0.1979977154764844,0.008792052197098948,0.0015593999403270666,0.6005043028785936,95,387,0.7232787565606844
"(64,)",110,0.06190225923546616,0.006976840556688145,0.0983974060115044,0.6487951344854718,75,398,0.6638931973666247
"(64,)",85,0.019716409284698918,0.0091243848825271,0.011250147452102935,0.4465124091749094,90,244,-1.0
"(64, 32)",136,0.02469420260406619,0.0014173884964734666,0.09030370864944877,0.4914450731669902,95,666,0.6537462148074269
"(64,)",115,0.3637453417563003,0.006627434778937628,0.09995640126634037,0.2943850190961075,83,681,0.6827531860086768
"(64,)",87,0.17448609715452076,0.007555764911676383,0.0004659485852307178,0.41821681176806835,82,647,0.72731017626625
"(64, 32)",74,0.2112197846177904,0.00543885422321271,0.00012501746054416514,0.10220644812143491,76,297,-1.0
"(64, 32)",123,0.22968175344724,0.0026253851696875358,0.0019435965920725467,0.29297803192273275,79,700,-1.0
"(64,)",88,0.12671162262542243,0.005902327330981564,0.05577731686421423,0.999,76,700,0.7529131880185974
"(64, 32)",144,0.19772324876116534,0.009086927482622402,0.09745763480474602,0.999,86,150,0.7553044840192346
"(64,)",108,0.392110093302446,0.005148491725104369,0.08629113478366154,0.026328806324797158,78,700,0.6882393569012333
"(64, 32)",135,0.3583773053838988,0.008887979877060762,0.0050194505732299504,0.001,93,677,0.6901177083491346
"(64, 32)",75,0.28455721610295925,0.009515700087245504,0.0935204987681107,0.5457242098522357,85,700,0.6568931509109112
"(64, 32)",147,0.37283803269363475,0.008777884064375576,0.015285574697568298,0.001,90,700,0.6889915720803057
"(64, 32)",80,0.062014924525193284,0.009325691969947066,0.07195071165804641,0.06198871015253994,81,327,-1.0
"(64, 32)",190,0.18616816360172123,0.005177010195778162,0.04221282692649541,0.058951635001200126,78,619,0.690327161992021
"(64,)",128,0.14247748050506304,0.004786574009891934,0.01577986663854232,0.2938180821185352,86,533,0.7107521748858516
"(64,)",82,0.3464563594899559,0.005901181114642431,0.005605279265199153,0.4626736779203491,78,638,0.7143117372730308
"(64, 32)",64,0.11483850161628165,0.008197203775325873,0.08727648441863456,0.4298731317243482,93,527,0.6579251195523566
"(64,)",199,0.10398652107324424,0.01001,0.05237590181901799,0.30287279616470386,77,487,0.6957881851743701
"(64,)",97,0.16777208506967728,0.01001,0.02953854308222136,0.23851050814891936,84,276,0.7051551383811416
"(64, 32)",193,0.051900406966664786,0.002735606675688766,0.03400266177644294,0.3519690043694486,91,226,-1.0
"(64,)",160,0.1981058977371938,0.008508684769880875,0.0034181436723945712,0.6603770752003724,85,352,0.713556535655234
"(64, 32)",141,0.09817727317920696,0.00099,0.08827631815026218,0.001,92,258,0.6602262535458034
"(64,)",141,0.20632841131658025,0.00099,0.00763643309934654,0.6532445718070957,84,150,-1.0
"(64,)",88,0.3198353069714876,0.00956797960862089,0.030588228679637775,0.3363139018967949,86,198,0.7026239893512127
"(64,)",185,0.3605377059786662,0.00767459732565382,0.008893087952028577,0.7350393571024688,78,377,0.7017918395324849
"(64, 32)",166,0.33901015016175684,0.00796945055193841,0.0316975306658892,0.9215411738940497,79,331,0.6797736208341549
"(64, 32)",104,0.1245287648849923,0.00658129165451592,0.07130507050928335,0.5973376304035777,76,351,0.660988553881043
"(64,)",68,0.3481400007205009,0.0027392144334489202,0.053299898007096946,0.2600098288116521,90,150,0.6936341569899731
"(64, 32)",160,0.285687658881807,0.0032845026591166774,0.04497026195926289,0.5808047870532635,94,694,0.6652657029792334
