hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",133,0.3654893011563229,0.006777790508961266,0.05465602563390823,0.30077943898046183,79,405,0.6943386721060935
"(64,)",138,0.3098563774719141,0.008155745531955874,0.07314175699447342,0.3453394091417167,88,621,0.6886530971739757
"(64, 32)",129,0.23365128004595276,0.00557263141449447,0.0984834415368266,0.669848541650942,76,408,0.6529873275450147
"(64,)",130,0.04182340102152785,0.009263182805354996,0.020743659375412823,0.34575364444003326,84,581,0.7094667974379201
"(64, 32)",68,0.2387994235922601,0.004139391661851262,0.06531366619258358,0.36386787023349826,91,462,0.6527924505673285
"(64, 32)",138,0.1449399713812969,0.004851629320564588,0.0033774056105730695,0.11416511483981284,83,581,0.711604803141544
"(64, 32)",82,0.1603993362086385,0.006619515461139581,0.008393305801960314,0.9535588223419469,79,620,0.6961049728471096
"(64, 32)",146,0.17132237855724944,0.00867351158267001,0.04843285870565388,0.23240907976604178,94,313,0.6791818674817589
"(64,)",65,0.18442186439082853,0.00215241136701685,0.05067186142271298,0.5201691767607332,92,207,0.6929884818272833
"(64,)",94,0.06194482822147124,0.0025577307973847128,0.06856708227847252,0.9148155654340024,93,538,0.6820248030846594
"(64,)",114,0.3308651500071344,0.008903325228739085,0.05680314886937076,0.7650791102982283,88,171,0.6725408336240766
"(64, 32)",139,0.05730451515789789,0.0022728483431524215,0.06669576632390992,0.4326920868822171,87,641,0.6574243459225156
"(64, 32)",77,0.08878260871772613,0.009200214974161756,0.08929041637863819,0.2725490823317539,90,552,0.651231277873428
"(64, 32)",88,0.3839248225133186,0.003829648154341646,0.05619454078468977,0.8705418523494929,94,174,0.6906161117895121
"(64, 32)",110,0.28857321276580616,0.006158269677158448,0.043158601872822444,0.6714585674757574,79,586,0.6690101756974045
"(64,)",79,0.13258296276421466,0.0068423331346543145,0.09525699227615876,0.8108852020715435,87,211,0.664807971990049
"(64,)",69,0.33355481423932787,0.008509908346015074,0.013423971094116628,0.9319234735851196,88,509,0.6839902115915537
"(64,)",80,0.20861528758463704,0.0059779021465800365,0.08310788768490684,0.04493437970284327,86,342,0.6916976292416911
"(64,)",106,0.20728602003568725,0.00915309124962885,0.03238452909200748,0.8276793482581839,91,502,0.684005345251278
"(64, 32)",134,0.11385413202479165,0.0016279646362405325,0.001309200977761872,0.7015726974448618,87,546,0.7052843611106897
"(64, 32)",140,0.06898553969194766,0.005204646385089738,0.08215886312268482,0.02761173278632946,80,296,0.6744559467105562
