hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",64,0.2370730796621369,4.703528025613721e-06,0.08653759709378474,0.1201429813123626,75,397,0.49445089346662013
"(64,)",74,0.062315131802506335,2.2818867249688478e-07,0.01152186692168611,0.118917834451173,75,591,0.49349441772977565
"(64,)",91,0.1482315477717824,2.933785190216543e-06,0.05259876166563178,0.027917370919273224,86,377,0.4998788880587958
"(64, 32)",118,0.3086264843390022,4.8231467143959145e-06,0.07526410335459018,0.6872553348909931,92,514,0.4153165814662561
"(64, 32)",92,0.3833468752389009,8.222436203622478e-06,0.08127103133831959,0.4642374242907456,83,155,0.44451684635863054
"(64,)",113,0.3163061375217466,7.377952459852794e-06,0.03633952497392566,0.20899583225511573,89,204,0.4877672436023846
"(64, 32)",111,0.32178262100442945,8.989824284331123e-07,0.011706122782271714,0.7278369533682951,92,240,0.41169153785477
"(64,)",141,0.041684971967434384,1.4618958101598328e-06,0.06989799925212775,0.9983161236561031,79,604,0.4282050934423494
"(64, 32)",76,0.3821347722770041,2.0645986517043706e-06,0.0005908055829105249,0.7353743670523838,88,623,0.4116174883955524
"(64, 32)",145,0.12005641570649178,6.4890825547277295e-06,0.02766386937614076,0.3185076401042667,79,304,0.47041121839115335
"(64, 32)",102,0.00990478366475798,6.866949752672108e-06,0.03209413707916836,0.3276870309439582,76,446,0.46992869047980224
"(64,)",85,0.0354498031086501,5.983587531492426e-06,0.07645980609624181,0.04183651611613337,89,330,0.4996768151858987
"(64,)",144,0.08680672807192596,9.214540793869742e-06,0.059585556268910496,0.6842566019193687,88,183,0.4321814133534578
"(64, 32)",86,0.31206379430107933,1.683663526728255e-06,0.0344946025189063,0.7471641376704249,85,502,0.4111096516011104
"(64, 32)",70,0.14924361481945775,9.54653800609685e-06,0.03950887238176769,0.7381010308343128,79,384,0.4116282869787479
"(64, 32)",118,0.37237531470512325,2.472650040316503e-07,0.056630149486959,0.6097137381276668,83,645,0.423266552455137
"(64, 32)",79,0.22928094139075605,3.821022766564753e-06,0.05877595368677742,0.14325990123408786,89,167,0.5000452563976154
"(64, 32)",120,0.28712510262739993,8.797796427462553e-06,0.08324640320462691,0.3043017126290879,92,410,0.4714094521259652
"(64, 32)",126,0.39338113156496873,8.358789381819129e-06,0.08532261781359261,0.5993435076548921,86,224,0.42425983249397026
"(64,)",131,0.15946227893468864,6.368569727189148e-06,0.032889629717115544,0.5111573476801431,78,219,0.45034158696509563
"(64,)",79,0.24575501278036335,1.923097809461202e-06,0.07286353412489702,0.8578339658599025,85,394,0.4269194268313032
"(64,)",125,0.29592619364195116,4.8194137360714725e-06,0.04530213910710723,0.33956639864073984,86,638,0.4738828396386694
"(64,)",148,0.06788970846947634,9.758212925243164e-06,0.08696794822973397,0.9696888471683127,79,700,0.42905044995676783
"(64, 32)",71,0.25223543012293587,4.984845041402167e-06,0.04574140537933208,0.7745271934461936,82,264,0.41065069285378397
"(64,)",107,0.054834658788685355,2.024801840355681e-06,0.05932067581168733,0.25572810096861404,83,189,0.48225229149917326
"(64, 32)",82,0.14366437196152934,5.022496401660715e-06,0.09097982841377769,0.11556563840294531,86,165,0.5049277139617432
"(64, 32)",132,0.19795181391079614,3.007907347296081e-06,0.0035955373562672785,0.1655972986444317,84,506,0.49587075072432996
"(64,)",124,0.035026592440153964,2.1982071931809797e-06,0.010773484616198259,0.5447124588021538,89,246,0.44680498460324924
"(64, 32)",98,0.003589363412633074,2.2328882164294045e-06,0.0980344785249657,0.8306974523683405,88,402,0.4064887728865495
"(64, 32)",94,0.021502208566750454,4.35324706329373e-07,0.07141318040499271,0.476051612864629,75,448,0.4424419208773872
