hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",106,0.11600581753249245,0.002952718406962994,0.06844587963635759,0.5013001210059626,87,486,-1.0
"(64,)",88,0.1129350543647244,0.002699078065425102,0.03489045496899354,0.7357522221232479,77,523,-1.0
"(64,)",107,0.38662302460380427,0.004894428604659614,0.05220800154104205,0.7505246927435772,88,178,-1.0
"(64,)",103,0.03055420063921664,0.0037283335839561967,0.0725534431349227,0.5678420713511507,94,516,-1.0
"(64, 32)",142,0.26671820082187003,0.005658109982808559,0.07288809225629325,0.9631526644776227,81,471,-1.0
"(64,)",125,0.15944193092991849,0.0016688326141305093,0.09413079863488656,0.4143826040588201,79,308,-1.0
"(64,)",146,0.01495252105941898,0.0016292054772899136,0.050160187078593384,0.38030745924783127,90,177,-1.0
"(64, 32)",67,0.3991437161198049,0.0060275406860982855,0.00887989644587035,0.04806821579461335,77,201,-1.0
"(64, 32)",65,0.38507397267342053,0.00016127601875306417,0.0848553691210714,0.6741628261305876,95,675,-1.0
"(64, 32)",142,0.37784963687948336,0.006089807129287965,0.0010579057455480142,0.12031075202154048,76,663,-1.0
"(64,)",77,0.3288332902173525,0.00017483457063683405,0.0053325811323449305,0.07443761474414153,95,641,-1.0
"(64, 32)",79,0.02511138614015232,0.0065789176035083155,0.08924958435496017,0.9909164596562349,94,183,-1.0
"(64, 32)",147,0.04560914338959138,1.2462051347938454e-05,0.00047746231447135987,0.08348757348436767,94,494,-1.0
"(64, 32)",123,0.3952472493868473,0.000991247487980322,0.0012474859710448723,0.9899606400355736,76,155,0.5105108193772891
"(64,)",112,0.4,1e-06,0.0001,0.999,95,150,-1.0
"(64, 32)",64,0.0,0.00701,0.0001,0.999,95,700,-1.0
"(64, 32)",64,0.4,1e-06,0.05193893586195527,0.999,75,150,-1.0
"(64,)",89,0.0,0.0049315309675590415,0.0001,0.999,75,700,-1.0
"(64, 32)",125,0.0,0.00701,0.1,0.001,95,700,-1.0
"(64, 32)",125,0.3943635742539545,0.00701,0.0001,0.2842892315409763,89,454,-1.0
"(64, 32)",124,0.34694733263244,0.00034414854639293726,0.0001,0.777667055058194,89,300,0.39521371052348125
"(64, 32)",121,0.16249590965284638,0.0009733032408291341,0.030364499755180085,0.469992363052548,82,152,-1.0
"(64, 32)",132,0.4,0.0005206444768175886,0.0001,0.9495045707343845,75,151,0.5130653932882345
"(64, 32)",64,0.4,0.0008964931033341922,0.0001,0.8466259294956583,89,700,0.41477649555643986
"(64, 32)",150,0.4,0.0006415079681491752,0.004986609546789251,0.001,75,150,-1.0
"(64, 32)",122,0.18372298732331516,6.152390690109587e-05,0.0001,0.999,95,150,0.4971481628863244
"(64, 32)",138,0.036968122048923406,0.00048792584526840497,0.005261537887651538,0.9862589481727789,84,150,0.5120042445947739
"(64, 32)",64,0.0,0.0005891827164610525,0.0024266087762335278,0.999,75,150,0.49032911305142113
"(64, 32)",150,0.0996762118428933,0.0006352091894944792,0.0021863135232252735,0.999,94,663,0.4995506711565556
"(64, 32)",150,0.4,0.00023244174067439446,0.005164496913989226,0.999,75,150,0.4948684118792657
"(64, 32)",150,0.08288725701844117,0.0006572307051414486,0.0018883788525240535,0.9618793742319091,90,150,-1.0
"(64, 32)",116,0.2617015446646087,0.0004348235092445581,0.0001,0.9452433768488955,79,616,0.4695015618077764
"(64, 32)",64,0.4,1e-06,0.0001,0.999,75,700,0.26869451913055403
"(64, 32)",64,0.4,1e-06,0.0001,0.999,95,700,0.26869451913055403
"(64, 32)",74,0.3019529920098217,1e-06,0.0001,0.999,91,307,0.23935361293549948
"(64, 32)",104,0.08731287609635785,1e-06,0.0001,0.999,79,247,0.22212944712344662
"(64, 32)",86,0.4,1e-06,0.0001,0.999,94,628,0.2390105821260314
"(64,)",88,0.3683177035471781,0.00701,0.1,0.0010000000000000009,79,562,-1.0
"(64,)",134,0.35277296728106877,0.00701,0.0001,0.001,79,339,-1.0
"(64, 32)",71,0.13865989477018145,1e-06,0.0001,0.999,92,204,0.22820503081323948
"(64, 32)",83,0.4,0.002012919172174488,0.0001,0.999,76,399,-1.0
"(64, 32)",68,0.06628977440135637,0.0002894651646036792,0.0004667479552162754,0.9979718258283629,95,278,0.49477288863570684
"(64, 32)",116,0.2918354466526607,0.0006974191651967716,0.0020406847174802394,0.991549201290797,79,572,0.5010494846750494
"(64, 32)",150,0.12240869158306729,0.00016882746976722306,0.0001,0.9976089640012329,86,342,0.506289552640269
"(64, 32)",150,0.21063284446604974,0.0005364282396131399,0.004515762576586914,0.9819875644089366,75,150,0.5065175045653484
"(64, 32)",64,0.24184841676621602,1e-06,0.0001,0.999,80,671,0.29368038026146365
"(64, 32)",113,0.38591059436395103,0.0008612758018787868,0.0001,0.984399089585175,78,637,0.5123907267668294
"(64, 32)",150,0.10461709119823558,0.0008704438130941139,0.0025689449453891017,0.9855624338579774,94,655,0.5053720652606447
"(64, 32)",111,0.107654863928111,0.004206823009047097,0.1,0.001,78,696,-1.0
"(64, 32)",129,0.39490874236584117,0.0010269812417753087,0.0001,0.9454628848071512,75,451,0.48021390591748875
"(64, 32)",144,0.2825788665411291,0.0005282934981664769,0.0001,0.999,75,696,0.5102760002203546
"(64, 32)",104,0.004880265725014085,0.0008610847794115967,0.001005865576704006,0.999,92,494,0.48937771076865877
"(64, 32)",64,0.0,0.0005443024813233069,0.0001,0.999,91,700,0.4784771777630259
"(64,)",120,0.16127378426480404,1e-06,0.1,0.001,76,489,-1.0
"(64,)",127,0.3543907752241262,0.003608945826274394,0.0001,0.001,95,436,-1.0
"(64, 32)",144,0.03733694876544722,0.0007226969603610317,0.0001,0.9448870311831677,82,551,-1.0
"(64,)",145,0.08851223511064456,0.00701,0.1,0.999,86,306,-1.0
"(64, 32)",67,0.035438853582921453,1e-06,0.0001,0.999,94,209,0.23482104831012743
"(64, 32)",142,0.21007110203679377,1e-06,0.0001,0.999,88,228,0.20789256406505788
"(64, 32)",80,0.03503465163481469,0.0010590942592948107,0.0001,0.9667155601401044,88,307,0.4548348587345801
"(64, 32)",101,0.0653578715438802,1e-06,0.0001,0.999,89,495,0.24089663199992026
"(64, 32)",81,0.14864466527524398,1e-06,0.0001,0.999,80,507,0.2601683151487136
"(64, 32)",97,0.1389849563103581,1e-06,0.015069805786761705,0.999,89,602,0.24933323958846002
"(64, 32)",89,0.15137822714054416,0.0004559546160869999,0.0001,0.9615961628839929,85,427,0.46902772250961666
"(64,)",131,0.39901238132890954,1e-06,0.1,0.999,76,480,-1.0
"(64, 32)",143,0.362631918070784,1e-06,0.0001,0.8108901341460931,85,648,0.21478426691643748
"(64, 32)",130,0.4,0.0007612499499847617,0.02025993202335208,0.999,88,352,-1.0
"(64, 32)",70,0.3941709023843073,0.0005198464786185388,0.0015588372960159491,0.999,95,683,0.4954251966161331
"(64, 32)",64,0.21910625815168921,0.00010431533333622511,0.006068893528204629,0.999,81,700,0.4995145737139804
"(64, 32)",130,0.35620504857647906,1e-06,0.0001,0.999,83,590,0.2166010856626106
