hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",101,0.27635394201074476,0.0007266226629461662,0.04916278144991648,0.7794677063882551,83,532,0.21560431905259492
"(64,)",98,0.2509268037350467,0.00032806825141995706,0.0245514517676966,0.6943656668308986,87,553,0.20132358063392547
"(64,)",71,0.28493207255550507,0.00043271426225536007,0.029848271724270552,0.4921006072387577,90,443,0.22821316614420062
"(64,)",120,0.1495205707200266,0.0002376234910589268,0.09880072912301509,0.765463958292609,91,311,0.1906652734238941
"(64,)",77,0.03083459231931332,0.0008988744909032323,0.07506283260620818,0.6930164371153095,85,486,0.18174851967955413
"(64, 32)",104,0.3270458444490414,0.000512430257176744,0.04124100398990334,0.26495814296687553,91,370,0.21957506095437132
"(64,)",64,0.4,0.0007935378863079705,0.09507188937401087,0.7252585409013205,78,398,0.23134796238244512
"(64,)",150,0.4,0.00024185431078500982,0.01532581854265041,0.25356926710774774,92,692,0.22486938349007315
"(64, 32)",64,0.4,1e-06,0.0001,0.001,95,300,0.2903517938000697
"(64,)",64,0.4,0.00101,0.1,0.001,75,700,0.18119122257053288
"(64, 32)",64,0.18782853633169672,1e-06,0.0001,0.7935593810070793,75,300,0.19693486590038314
"(64,)",64,0.08194631033516692,1e-06,0.00518727802643472,0.001,85,312,0.2810867293625915
"(64, 32)",130,0.20141721898003048,0.0008651524594319349,0.054416872132473676,0.011330974973865475,95,300,0.20529432253570185
"(64, 32)",126,0.27340163352882135,1e-06,0.01600167370604787,0.001,79,448,0.2804597701149426
"(64, 32)",108,0.4,1e-06,0.008394716977716108,0.015807563147561824,95,427,0.284012539184953
"(64, 32)",90,0.4,5.022384161569456e-05,0.028658115777614783,0.001,85,300,0.34781826248544145
"(64, 32)",87,0.4,9.73879029260725e-05,0.03454807688518552,0.001,91,300,0.31814698711250433
"(64, 32)",128,0.4,1e-06,0.05100636475732663,0.001,87,300,0.27258794845001744
"(64, 32)",84,0.4,1e-06,0.022591882774053173,0.001,81,300,0.2828979449669105
"(64, 32)",64,0.36252038114992424,5.6988068418985264e-05,0.0001,0.04137869358611591,94,552,0.32315007589236766
"(64,)",113,0.4,6.668623995302416e-05,0.1,0.001,87,300,0.25705329153605017
"(64, 32)",64,0.4,6.097221624542097e-05,0.0001,0.038567840123728804,89,366,0.34402290950173
