hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,recall
"(64, 32)",101,0.27635394201074476,0.003809781516216234,0.04916278144991648,0.7794677063882551,83,0.2980477223427332
"(64, 32)",76,0.16040702266448148,0.003356460679116331,0.03248267424861616,0.24526975840001208,89,0.39219088937093277
"(64, 32)",118,0.17610287122563056,0.000673110417964621,0.07126178512073739,0.428007763856144,81,0.3522776572668113
"(64,)",128,0.14309156752360874,0.0023192997792340396,0.06550665861623502,0.37405382394646636,80,0.2642082429501085
"(64, 32)",130,0.31080177555591226,0.0003979361994493947,0.017473260972046416,0.15477407736315305,77,0.3729573391178597
"(64, 32)",150,0.18592078500014206,0.0002598076211353316,0.1,0.001,95,0.3917570498915401
"(64, 32)",64,0.0,0.0002598076211353316,0.00010000000000000002,0.001,75,0.45654374548083876
"(64, 32)",150,0.0,0.005196152422706632,0.0001,0.001,95,0.22935647143890092
"(64,)",64,0.3952231817561524,0.0002598076211353316,0.07248634203636613,0.001,84,0.45871294287780184
"(64,)",64,0.4,0.0002598076211353316,0.1,0.999,95,0.4386117136659436
"(64,)",64,0.4,0.0012962563448827202,0.1,0.001,95,0.3187274041937816
"(64,)",78,0.4,0.0002598076211353316,0.1,0.001,95,0.41995661605206075
"(64,)",64,0.18898782215369506,0.005196152422706632,0.05088297018207312,0.0010000000000000041,77,0.3068691250903832
"(64,)",64,0.03051062685442716,0.002827589027812667,0.08708057657739751,0.999,93,0.346059291395517
"(64,)",64,0.4,0.0004491474904151816,0.1,0.001,92,0.36702819956616056
"(64, 32)",123,0.3889142383604897,0.003234012034103358,0.03038488253781904,0.10376883365212797,85,0.2561099060014462
"(64,)",64,0.3137529903344286,0.0002902079192906117,0.06870939440829404,0.001,87,0.4552422270426609
"(64, 32)",150,0.020316510426248616,0.0013849673122167852,0.04836133799745287,0.999,81,0.3409978308026031
"(64, 32)",64,0.01361808330699246,0.004469855498152763,0.025629685660010434,0.999,82,0.41879971077368044
"(64, 32)",92,0.1798789855980465,0.004488380913772139,0.0605112108404628,0.9853011145503373,83,0.3042660882140275
"(64,)",64,0.09116167203601583,0.004255047421311727,0.032963156308749436,0.001,82,0.31352133044107017
"(64, 32)",64,0.23851991481057644,0.0046354002889482425,0.04747422310957117,0.999,87,0.41547360809833694
"(64,)",64,0.10883775851381293,0.00354356012523641,0.010194855356438758,0.999,85,0.342588575560376
"(64,)",68,0.4,0.0002598076211353316,0.1,0.001,91,0.4321041214750543
"(64,)",64,2.891175266506519e-18,0.0002598076211353316,0.0001,0.999,75,0.587707881417209
"(64,)",83,0.3120325029429787,0.0002598076211353316,0.0001,0.999,94,0.6028922631959509
"(64,)",100,0.13345586181819888,0.0002598076211353316,0.0001,0.999,76,0.5812002892263196
"(64,)",79,0.4,0.0002598076211353316,0.0001,0.999,95,0.6120028922631959
"(64,)",150,0.4,0.0002598076211353316,0.0001,0.999,95,0.44786695589298625
"(64,)",80,0.0,0.0002598076211353316,0.0001,0.999,75,0.5890093998553868
"(64,)",80,0.4,0.0,0.0001,0.999,95,0.28344179320318147
"(64, 32)",71,0.4,0.0003096583111903101,0.0001,0.999,79,0.6367317425885756
"(64, 32)",64,0.4,0.0003431406765167034,0.0001,0.9940726613207697,77,0.636297903109183
"(64,)",87,0.3512103427214549,0.000370264287490154,0.0001,0.999,83,0.46854663774403466
"(64, 32)",64,0.4,0.0003151650003755435,0.0001,0.999,95,0.6295010845986985
"(64, 32)",64,0.4,0.00031536367631175213,0.0001,0.999,75,0.6241503976861894
"(64, 32)",82,0.4,0.0003279454421937208,0.0001,0.999,78,0.6267534345625453
"(64, 32)",66,0.4,0.0003370756565174802,0.022229577984391347,0.999,86,0.6267534345625453
"(64, 32)",64,0.038430312151387966,0.006,0.1,0.999,93,0.6160520607375272
"(64,)",131,0.12223622529014525,0.006,0.1,0.999,81,0.6114244396240057
