hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",95,0.06637892704308765,0.017974355615773572,0.041854365016156116,0.5401052544626054,91,486,0.6965741992551917
"(64,)",134,0.39541135025768315,0.01073293540071988,0.0026409299610788087,0.3842979836266328,95,616,0.7079126049519895
"(64,)",95,0.3391441594264976,0.016175992063075125,0.03804587807885042,0.22528231401990642,91,218,0.7008445103567799
"(64, 32)",136,0.38315105673763117,0.0026081295284798803,0.053761652390007866,0.5399809959363533,87,662,0.6650697001615522
"(64,)",142,0.15540608097827469,0.017791743275979856,0.012769934159794952,0.5748934997648857,84,244,0.7121802140375892
"(64, 32)",68,0.09871435437458918,0.011986972424722266,0.02015307528793446,0.7476975257057016,86,240,0.6829532299993932
"(64, 32)",122,0.32916231811251423,0.01815032440036073,0.033393831321569686,0.3717565434174804,81,482,0.6795084321860353
"(64, 32)",144,0.03406667600249685,0.012121970284749737,0.04864568272957613,0.5716046230065441,93,454,0.6701574659071947
"(64,)",80,0.09732355652861353,0.01844227272393121,0.00696405771684466,0.49282020730505616,87,589,-1.0
"(64,)",107,0.3188676879496996,0.006664829596666385,0.08972035435616331,0.045813409603783446,86,244,0.688390563138055
"(64,)",64,0.10033533547496248,0.012144153396342441,0.05477761275404043,0.001235005488434306,78,596,0.6994963702918557
"(64,)",114,0.023144642099957327,0.005109424912087144,0.002674863553813962,0.986232825103823,90,271,0.6876420573054928
"(64,)",105,0.045197433570875745,0.012525465564160006,0.034549289674161994,0.54840444364016,82,555,0.698012276159307
"(64,)",64,0.14888494346263187,0.011810030920026006,0.09809345581744736,0.9082033575786729,87,312,0.6878462609787176
"(64, 32)",90,0.21664751727557616,0.01613426153197878,0.025234128081259036,0.8753212029007645,86,307,0.6897813784642689
"(64,)",116,0.13730335683901682,0.019325601098060793,0.1,0.8255546847310805,95,508,0.6661757372237307
"(64,)",90,0.10523248906149647,0.019092136644798634,0.023103549816691972,0.925029209917697,83,308,0.6752818866328898
"(64,)",74,0.08489111303516146,0.009354608151157537,0.04534561495565404,0.5473341447403044,85,583,0.6945157371099616
"(64,)",116,0.13635697389302193,0.01430340817978729,0.029028568338010156,0.43481376506400893,94,352,0.7014253489866966
"(64, 32)",114,0.2812586173058161,0.010260224893521283,0.033837340085070375,0.2137358690837166,77,361,0.6853664976563567
"(64,)",150,0.0015032342341948855,0.019705102276550014,0.1,0.5156803129978137,87,150,0.6796133249207408
"(64,)",98,0.11907276759271641,0.017936994088232627,0.00082166807607568,0.568927404747831,75,194,-1.0
"(64,)",150,0.0,0.00199,0.011036524756762367,0.8262446203570047,95,700,0.7026815494023331
"(64,)",71,0.14439942356987578,0.008832795831557654,0.1,0.05487998645917647,80,282,0.6878568557256193
"(64,)",150,0.17720983417778213,0.02001,0.07272818949863369,0.9931674719356618,89,326,0.7523568334458384
"(64, 32)",64,0.29469048393779407,0.02001,0.07549480405664065,0.41000759760824423,94,208,0.6596742482707098
"(64, 32)",64,0.3853878528397717,0.00199,0.07286343159438245,0.7976287467253992,94,536,0.6734812299956009
"(64, 32)",127,0.10223239577392823,0.0161838987355319,0.1,0.14402655235116693,75,667,-1.0
"(64, 32)",150,0.0505701579703006,0.00199,0.0001,0.6981575386830347,93,697,0.714188131892511
"(64,)",82,0.34189919724263024,0.013654124196732195,0.03994478355370847,0.4696017847540565,77,693,0.6973309533470867
"(64,)",84,0.39974193842911926,0.01861829820912865,0.05387468018801463,0.982380347676306,81,687,0.7280491065333798
"(64,)",66,0.0,0.00199,0.1,0.5478877150455397,83,700,0.6759414392548883
"(64,)",148,0.4,0.014383797001847172,0.0019087167503589661,0.12650726758922345,93,416,0.7045757100139557
"(64, 32)",146,0.38930919816714626,0.017579459773166255,0.017663938217713587,0.4378051823119872,86,315,0.6810725439148704
"(64, 32)",93,0.3995808096250953,0.010548780307778569,0.089757048462826,0.3343680283774457,93,575,0.6596571355027836
"(64,)",119,0.03351140400502644,0.003328167662753047,0.011191972158257523,0.010806093421832055,94,461,0.713226463070552
"(64,)",139,0.002397922231318119,0.011129724120962725,0.04568775019275666,0.30306326909829195,84,380,0.6992710126776693
"(64,)",111,0.00525829917205646,0.005309381752273835,0.06658567960365475,0.0013972383879939261,89,380,0.6959667789504422
"(64, 32)",102,0.3650924524101234,0.007635095436494719,0.04560010430664306,0.9985052763854609,95,273,0.753733368380535
"(64, 32)",86,0.23486606759615103,0.0023436324776823503,0.060869035214290275,0.08497399175150565,75,612,0.6733144516140042
"(64,)",118,0.37885479866877086,0.01922195370846101,0.06179347606413596,0.023610777048734016,75,608,0.694610461731869
"(64,)",71,0.22176909231483521,0.005860447742913688,0.030029830007233964,0.09621335997950037,95,558,0.7060921809345752
"(64,)",125,0.39656721262036454,0.018775934541053328,0.005316605174649538,0.17725898988830235,95,549,0.7105784637000743
"(64, 32)",109,0.33883936367426215,0.019694598933521983,0.005726523013704458,0.2707486577971585,75,415,0.6896597521919512
"(64,)",139,0.3336183587684506,0.008354717849676193,0.07039474664485545,0.15796895542698797,95,400,0.6923153598706066
