hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64,)",138,0.06579134487392056,9.123666433682762e-05,0.08299527896634863,0.6446392836496985,91,348,-1.0
"(64, 32)",150,0.07101180543424569,3.975092918207286e-06,0.01626110326354408,0.8134071985102184,85,689,0.5561672472050725
"(64, 32)",130,0.30178964260855023,8.835172173955588e-05,0.08805791484649496,0.10691391305966343,80,407,-1.0
"(64,)",65,0.21317955315846185,9.626150701559573e-06,0.06391459513506981,0.6073850674176149,88,333,-1.0
"(64, 32)",96,0.22763914981687156,8.313801317873357e-05,0.08845507724689039,0.30538537921462144,79,443,-1.0
"(64, 32)",130,0.2933607995088677,3.2378930325297214e-05,0.00210223952975656,0.8398221676186409,86,277,0.7089119692671753
"(64, 32)",90,0.3780290746526016,9.82851476287518e-05,0.07076234513824124,0.7119863325365238,93,576,-1.0
"(64, 32)",77,0.27994709303297843,8.825044150945885e-05,0.03329750634032344,0.11859861609385514,94,176,-1.0
"(64,)",75,0.25914685120802167,9.808129437677949e-05,0.008724859929629954,0.19893351808059892,93,243,-1.0
"(64,)",64,0.4,1e-07,0.0001,0.001,75,150,0.5059049810005612
"(64, 32)",138,0.37870967510314046,3.414912012025356e-05,0.022997518081581108,0.06003339045853565,77,161,-1.0
"(64,)",141,0.38985444190038177,9.989528193883672e-05,0.09773704692596942,0.024566281903520126,83,225,-1.0
"(64,)",64,0.4,1e-07,0.0001,0.999,95,150,0.4334213116059645
"(64,)",87,0.014609253384842383,6.604858097555626e-06,0.0001,0.5219971651948974,88,568,-1.0
"(64,)",101,0.10187155928603948,9.236527070704535e-05,0.0020707396545534846,0.8799833756500955,76,684,-1.0
"(64, 32)",134,0.3071334152403569,9.688840049482685e-05,0.07611531028841248,0.20719569839070667,86,700,-1.0
"(64, 32)",88,0.4,1.7182462014108577e-05,0.0001,0.999,84,150,0.6179225573775466
"(64, 32)",111,0.018244393366768523,4.552705848751961e-05,0.0790128138597229,0.999,84,584,-1.0
"(64, 32)",150,0.1995280045354694,4.0006153367693934e-05,0.021130704054257713,0.4013129282082702,86,700,-1.0
"(64,)",95,0.33499194541599175,1e-07,0.1,0.001,94,253,0.5066897080685042
"(64,)",144,0.29915019591884484,1.730799032844599e-05,0.02775233578193498,0.8788113151458942,87,379,-1.0
"(64, 32)",147,0.3897770399546266,2.3659847825999864e-05,0.021905437757783846,0.7383454042905577,85,650,-1.0
"(64, 32)",119,0.3858557260320988,1.3192502662086352e-05,0.009607841428081972,0.9865912662578691,86,433,0.6347788850249534
"(64,)",148,0.23553463857022006,1e-07,0.009156344931534029,0.1700826845570629,75,150,0.49126099767911047
"(64, 32)",143,0.20930551821871557,8.481962870793184e-06,0.061750171709185155,0.2262892981530826,82,266,-1.0
"(64,)",99,0.05355905890843258,1e-07,0.1,0.8704064920923955,93,150,0.4286639668628552
"(64, 32)",104,0.29664069589634734,3.1113257365636505e-05,0.036202742838902714,0.999,95,413,0.7017653076316309
"(64, 32)",89,0.30424478470515237,1.514685736724361e-05,0.07734540023570499,0.8718329013119185,79,550,-1.0
"(64, 32)",88,0.060665853331312504,2.876254713696126e-05,0.046231340129142325,0.999,90,345,0.7494338849870303
"(64, 32)",110,0.08924682442745567,3.720546323307685e-05,0.03571059787209987,0.8215609386963029,84,342,-1.0
"(64, 32)",134,0.08641781543413737,2.2592223761216546e-05,0.0001,0.8902954210230831,89,150,-1.0
"(64, 32)",98,0.1308690136630215,2.3957757208808247e-05,0.043001931518739246,0.44854387933329987,93,255,-1.0
"(64, 32)",71,0.3997306942036292,1.5497878069092856e-05,0.003963133995484858,0.22746762366998155,75,262,-1.0
"(64, 32)",104,0.08766914441620748,2.380671933333101e-06,0.00547992536521862,0.9545416831001516,85,324,0.5166297659769731
"(64, 32)",92,0.02037622395714951,2.0880400317127557e-05,0.0001,0.536993821665967,85,649,-1.0
"(64, 32)",134,0.06528359981559527,0.0009952972837172153,0.040674152975538336,0.999,92,596,-1.0
"(64,)",81,0.3662663546442854,0.0003809599781496307,0.03217478161457977,0.5194941883759302,80,655,-1.0
"(64,)",68,0.1603989705116712,0.0008121809160757779,0.03432866869051073,0.28828998103965325,80,550,-1.0
"(64, 32)",80,0.34264531351676025,0.0003296770154749699,0.07786401335597087,0.8511381596052302,90,189,-1.0
"(64, 32)",104,0.4,1e-07,0.05873911754163143,0.798553307552363,90,275,0.40922116048268437
"(64,)",143,0.04045572590078749,0.00056599072935858,0.07984898639496929,0.5856133724114901,82,590,-1.0
"(64, 32)",105,0.3197340833967724,0.0006894878271495392,0.011623020411872591,0.9848148653718078,79,518,-1.0
"(64,)",147,0.19590414123243025,0.00021838427970225714,0.09208901995340425,0.0018505269028724325,81,209,-1.0
"(64, 32)",131,0.35680863517195344,0.0009113741069026052,0.0800402871836655,0.023663213058269985,93,302,-1.0
"(64, 32)",132,0.30281970403926844,0.0004738781780302828,0.05394562578628556,0.003145271039045728,84,308,-1.0
"(64,)",66,0.19345379643856198,0.0006314970374974076,0.03891976277727848,0.0029557526595761483,88,443,-1.0
"(64,)",106,0.3139666441079456,0.0007447251605977816,0.014607034800762388,0.024900105526945725,78,384,-1.0
"(64,)",75,0.19953600892965265,0.0001673292384504784,0.021298156191448193,0.9961796431582214,77,446,-1.0
"(64,)",85,0.15032492379388374,0.00026516685988027565,0.04435304951616224,0.9889980478892875,75,549,-1.0
"(64,)",110,0.4,3.174651261747758e-05,0.09411465835157341,0.8956111996341029,93,634,-1.0
