hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64, 32)",68,0.006680683703535763,0.00024401044779659846,0.002859872338390279,0.6276750364174831,79,609,0.37547906792907115
"(64, 32)",80,0.16240092479230875,0.0012334700865301994,0.023360055188568575,0.31961473634649035,95,658,0.30233368164402646
"(64,)",95,0.3628405898440126,0.005957214380944182,0.03137996761846277,0.3427304046836448,89,394,0.1913386740972948
"(64,)",117,0.16296417498102073,0.0007937712667300661,0.04383181404779075,0.6173678783040406,78,604,0.24439800301869266
"(64, 32)",116,0.3315598033359071,0.0023218284735092515,0.06518184714224812,0.14983038729399148,80,602,0.18506908162080574
"(64, 32)",131,0.115592448709675,0.003716410170961216,0.011088761708581201,0.4597337861886049,79,608,0.2221061186578428
"(64, 32)",128,0.1986147243569775,0.0022346251948462043,0.06688887978299678,0.6690373505709268,95,498,0.22814350400557296
"(64,)",85,0.35749930421547216,0.0008131325842334679,0.06794772157140633,0.6446501515783609,84,248,0.30871937768489494
"(64, 32)",127,0.3101961826430082,0.0018173110619844216,0.05420984509154469,0.4504345306052549,94,404,0.26018808777429464
"(64,)",64,0.4,1e-06,0.1,0.999,75,150,0.24788110995007548
"(64, 32)",64,0.005700827865239029,1e-06,0.0001,0.999,85,374,0.22545674361019585
"(64, 32)",66,0.026100888151026215,1e-06,0.013071667431041219,0.5969624009921654,78,632,0.259723673516777
"(64,)",65,0.0928665553048149,0.002651263133410965,0.022253145370701242,0.5956607107656029,94,274,0.28596307906652735
"(64,)",64,0.30654699980926536,1e-06,0.04437822291658913,0.24719968550207944,75,352,0.26018808777429464
"(64, 32)",65,0.2703075575791239,0.0025024212820660354,0.0036422137360239437,0.24449356352296953,80,532,0.3331011262045745
"(64, 32)",150,0.03912450010090682,0.002506166110205782,0.002483045332465417,0.999,95,280,0.3010565424358528
"(64, 32)",136,0.27660228026540085,1e-06,0.0027801135308930434,0.3217909073705585,75,402,0.24927435272262857
"(64,)",72,0.015437792793960342,0.0018393768566808677,0.002907826680625799,0.3786591959469208,94,334,0.28967839312666904
"(64, 32)",68,0.19377417522260956,0.0028445516799198486,0.09138375917341619,0.646509392353019,79,348,0.34125622979131265
"(64, 32)",69,0.00340841308405254,1e-06,0.0001,0.7785579802911011,79,279,0.22017689600054405
"(64, 32)",68,0.0,0.00033886497143878816,0.003175964595700461,0.5018513932381493,81,489,0.36376956163720164
"(64, 32)",113,0.0,1e-06,0.0029167721243315453,0.25449352117523333,80,700,0.28549866480900965
"(64, 32)",64,0.09691292620720754,0.00027712510953375075,0.0039447264407218765,0.17805035369214883,81,700,0.35443262664471
"(64, 32)",64,0.3329218678374415,0.0006400597196323058,0.0028094695566955484,0.8205331565802954,85,700,0.4005299588312469
"(64, 32)",64,0.046192113468817145,1e-06,0.003475955763580036,0.999,94,700,0.26094095608456763
"(64, 32)",64,0.13378877816076082,0.0005890843964859679,0.02708133356513511,0.8102513495968073,85,605,0.3863189713732409
"(64, 32)",64,0.24334096553705076,0.0006357670600136263,0.050330030539084185,0.001,89,150,0.33935735734279615
"(64, 32)",150,0.34076470865760056,0.00026630491860965056,0.02096343216966885,0.999,93,150,0.4755272582570633
"(64,)",150,0.18210908844609477,0.0002621479699002455,0.06785085258090626,0.999,92,150,0.4622628995888049
"(64, 32)",150,0.22169900615155425,0.00022172450860009175,0.04986491726420988,0.001,80,150,-1.0
"(64,)",150,0.4,1e-06,0.1,0.7570841603072879,75,700,0.24265644955300125
"(64, 32)",141,0.4,1e-06,0.06645712775457784,0.999,75,700,0.2099453612854685
"(64, 32)",64,0.4,0.00701,0.0001,0.001,95,700,-1.0
"(64,)",68,0.4,0.000992869803911817,0.1,0.7020042938451145,80,700,-1.0
"(64, 32)",143,0.3012842015342719,0.0033759049120947256,0.02440219205119128,0.3783668523103729,80,490,-1.0
"(64, 32)",121,0.15825192676885647,0.00026462125662418966,0.007618404376360193,0.9382360952457971,93,385,0.5026943834935382
"(64, 32)",97,0.0,1.4222011653801679e-06,0.0026248021123666315,0.018834818446559626,93,700,0.33159177986764193
"(64, 32)",82,0.0,0.0002642363187914334,0.03559856974805651,0.7457347048055424,93,334,-1.0
"(64, 32)",111,0.10314814573539344,0.0051843821617649204,0.08653966511109214,0.001,93,700,-1.0
"(64, 32)",104,0.11777318927835485,0.00026198053892638923,0.009369857723153461,0.999,95,681,0.5022542946823463
"(64, 32)",150,0.12039334468945968,0.0002955607678509098,0.01842721229860133,0.999,95,182,0.5026275765878109
"(64, 32)",64,0.37982534486893926,0.0015152440276389192,0.044957784114465646,0.8518097039983065,83,358,-1.0
"(64, 32)",116,0.22015927209824634,0.0008548115180803737,0.02261064097199565,0.999,95,315,-1.0
"(64, 32)",150,0.4,0.0002660389377786491,0.01828523589942185,0.999,95,150,0.46738109548830226
"(64, 32)",118,0.02887716702994361,0.00032176942269267737,0.018882473007506437,0.999,95,579,0.5076270062342485
"(64, 32)",132,0.07322365304076088,0.0004957660915704369,0.010524587834139197,0.999,95,446,0.5042791559682381
"(64, 32)",118,0.0,0.0004439890248017228,0.009050120598941742,0.999,95,255,0.5013008173127278
"(64, 32)",141,0.05399628561610819,0.0005122282308455265,0.005388752052848549,0.999,87,215,0.5088618533971377
"(64, 32)",108,0.08081509253059393,0.0004872383774108607,0.018931964460160086,0.999,84,317,0.5071053487151844
"(64,)",108,0.33612218095566326,0.0004909393049430028,0.059662669314002374,0.853802755345949,79,674,-1.0
"(64, 32)",110,0.3515227114562288,0.00034432222049092114,0.018557365353030566,0.727069122210399,88,378,-1.0
"(64, 32)",108,0.06944085311873767,0.00044093097465070343,0.018336495003358395,0.9262763265855506,79,316,0.4413878766867006
"(64, 32)",108,0.10150081116140075,0.0006092014850435426,0.0204915968105279,0.270619117547731,90,244,-1.0
"(64, 32)",118,0.0,0.000357351092979015,0.00578965933329363,0.999,88,657,0.48339993926392927
"(64, 32)",64,0.15140789922464692,0.0006948194322847735,0.016653258454492566,0.7640787501824368,79,421,-1.0
"(64,)",64,0.07127730477553414,0.000330254162419354,0.0699431976308181,0.939109953320325,93,627,-1.0
"(64, 32)",150,0.06837158407525458,0.006351065440978943,0.018778394110444248,0.999,95,674,-1.0
"(64, 32)",90,0.0,0.00029454399004881287,0.056943421811291334,0.996151348314783,84,258,-1.0
"(64, 32)",79,0.10422124540318273,0.0005206280962924871,0.022309107390168927,0.8774039337450745,80,664,0.4177091608406114
"(64, 32)",137,0.3840874135034529,0.0009451210641596143,0.05996343481834604,0.001,94,150,-1.0
"(64, 32)",132,0.0,0.00025132540763220956,0.010698556434385683,0.9962147243796655,77,603,0.49267898417835987
"(64, 32)",136,0.21693782315880059,0.0005791973361513529,0.02098248832479666,0.8289958167122347,89,426,0.3944820267940045
"(64, 32)",135,0.0,0.00032087364992564027,0.007020762769212607,0.9339660600615978,91,528,0.4565592253614538
"(64, 32)",83,0.0,0.0002267755278305103,0.009881886544131288,0.9412181374927513,94,294,0.44291546260617437
"(64, 32)",122,0.4,0.00044746299961304146,0.022326553794672195,0.9043992152733052,89,279,0.4873716236697699
"(64, 32)",96,0.4,0.000269296251121093,0.0032029135237914242,0.9403779778638373,81,294,0.5035150550470885
"(64, 32)",141,0.3526362615926334,0.0002472286383863138,0.0029479429554262835,0.9303443382422579,81,647,0.4981930949657392
"(64, 32)",129,0.03646986655561357,0.0004477643785124764,0.01742362279973811,0.9982089841164635,75,663,0.5051067780872796
"(64, 32)",70,0.4,0.00034860891215939075,0.01979189574388359,0.9036628888002173,92,216,-1.0
"(64, 32)",130,0.18753349474628903,0.00046503204105015664,0.022378763091476125,0.9047988498933099,79,387,0.433116053805709
"(64, 32)",141,0.0,0.0018712018237778134,0.07463805540073623,0.9985069699160871,81,150,-1.0
"(64, 32)",122,0.11456766946137303,0.00040504582179570325,0.08054439651555115,0.9116026797284845,85,363,-1.0
