hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",148,0.1782981092827055,0.0009208760449711266,0.05176346429058002,0.8984953425751266,93,282,-1.0
"(64, 32)",139,0.14341737640075686,0.000531195796516824,0.058258726533245334,0.8654709071241525,85,509,-1.0
"(64,)",116,0.11886280921906332,0.0006086588207921235,0.00880721126739296,0.4050781185767034,86,451,-1.0
"(64,)",92,0.12496237920093918,0.00019884421932891942,0.0072814381363588655,0.1119324736701902,93,310,-1.0
"(64, 32)",143,0.12277456967664431,0.0008426118113765388,0.08188610744063457,0.5036295923201344,81,346,-1.0
"(64,)",88,0.25617313224755256,0.00010865310940380672,0.09060852188193882,0.7460035695396395,81,680,-1.0
"(64,)",66,0.19005933886403237,0.00030536200796181523,0.044125539784623836,0.3243355612602961,83,224,-1.0
"(64, 32)",79,0.03788151279228479,0.00012873288844415014,0.07909748790903158,0.406607050817191,94,183,-1.0
"(64,)",130,0.3090712549932896,0.00031227555215119726,0.0027156565584636333,0.27693867906117897,80,534,-1.0
"(64, 32)",141,0.12372928901946681,0.00012033250907093062,0.005599023159132798,0.8738866862939335,91,483,-1.0
"(64, 32)",142,0.31075679697038866,0.0006848916598243674,0.013462878123459148,0.9368612781061041,81,406,-1.0
"(64,)",104,0.12184303025876092,9.141919046309254e-05,0.04768224793147846,0.9284295484981947,87,417,-1.0
"(64,)",118,0.2874174089824687,0.0002264347960122995,0.02006310493106619,0.950193970060575,86,362,-1.0
"(64, 32)",135,0.05446806974167023,0.00020640777903731153,0.010700575705695457,0.2170778672958735,84,379,-1.0
"(64, 32)",73,0.03945700407528753,0.00015661074608651072,0.057419730922186385,0.8092767687002308,87,215,-1.0
"(64,)",91,0.18725945566933444,0.0006710066725180542,0.004999360823585193,0.4017205003706846,92,199,-1.0
"(64, 32)",144,0.38149896031156266,0.0007266626550910303,0.0614426477686451,0.8493963977547149,76,187,-1.0
"(64, 32)",69,0.2461816972873297,0.00048036045808809284,0.011852437059830544,0.20332135747576965,84,566,-1.0
"(64,)",140,0.13290597321028583,0.00012598237933979985,0.09908149351495404,0.46191729747241855,85,511,-1.0
"(64, 32)",98,0.2666461852650866,7.077149009657166e-05,0.02354880528843456,0.9190841268388712,79,681,0.7162303664921466
"(64, 32)",123,0.09562024106961114,0.0009055134708546186,0.09803184057596977,0.9865246744387972,95,700,-1.0
"(64,)",108,0.37249248332192236,0.0009993779726576704,0.04882477644344145,0.8628567353845905,83,690,-1.0
"(64, 32)",150,0.0,1e-06,0.1,0.999,75,700,0.2759791875677805
"(64, 32)",85,0.09974131260004866,2.362573922967174e-06,0.02015305548886362,0.8150812482667654,78,548,0.5228621291448516
"(64, 32)",72,0.20419044958026059,0.00025940177599294783,0.0023303768959268274,0.449729941610629,77,696,-1.0
"(64, 32)",138,0.39663329906491296,9.132904412950808e-05,0.06038877538169608,0.6981098179391259,75,568,-1.0
"(64,)",139,0.30272447030548677,5.809363929257114e-05,0.001987978664688258,0.7121700121310162,83,454,-1.0
"(64, 32)",138,0.0,1e-06,0.08983290111898136,0.9499563042026238,79,295,0.25647139102920813
"(64, 32)",76,0.27520891399063213,1e-06,0.05107360745928657,0.9546570087518682,76,344,0.2974903056494888
"(64, 32)",105,0.09816566761817974,1e-06,0.08753327003822216,0.8805192901064968,76,700,0.30685691926720526
