hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64,)",143,0.033474940768484056,0.0006198844712606492,0.07708464959576335,0.987794975429051,78,375,-1.0
"(64, 32)",102,0.10931110055719187,0.0007869083970401303,0.01201985157778847,0.4007800233490881,88,298,-1.0
"(64, 32)",75,0.3849737271630421,0.0008025038348349153,0.09818303029927776,0.9183450288577879,90,404,-1.0
"(64, 32)",85,0.23463355405176053,0.000192192830215038,0.05735118026223093,0.5519473947329258,85,204,-1.0
"(64,)",65,0.0049822088190473865,0.0006310061470489589,0.04635202335987614,0.4028152991306265,88,451,-1.0
"(64, 32)",133,0.02556781906930868,0.0002613756898651597,0.09845180980493792,0.3055363891741699,94,286,-1.0
"(64, 32)",71,0.27639734386310216,0.0003854118886701528,0.06036681140328705,0.956521729190576,83,436,-1.0
"(64, 32)",123,0.16416834790690707,0.00032310001910757137,0.03556004264270114,0.2627188325144666,89,586,-1.0
"(64, 32)",145,0.03606585115905211,0.00010044887669690433,0.005999037671280045,0.8281257136176201,93,188,-1.0
"(64,)",138,0.061215240042904254,0.00012194087751886138,0.0023452859684936623,0.7414242375371823,78,620,0.3882887124650644
"(64,)",138,0.4,1e-06,0.03219684600577842,0.999,79,700,-1.0
"(64,)",131,0.20439364725685427,0.0006078059216472344,0.09996336130082961,0.8419642759199519,84,474,-1.0
"(64,)",103,0.09424914248764052,0.00022877053863765316,0.02173391110762042,0.7786881775217672,83,195,-1.0
"(64, 32)",134,0.08009819676060981,0.001,0.0001,0.001,75,150,-1.0
"(64, 32)",103,0.3412828517119697,0.0009645506772852534,0.0001,0.752416847890012,76,700,0.3930993328119918
"(64, 32)",89,0.2119019196070449,0.0008703241818296378,0.08118280143609721,0.8679209926873798,86,698,-1.0
"(64, 32)",91,0.010884515568620272,0.0007233009819537347,0.0002174164574764318,0.12857951581415408,79,510,-1.0
"(64,)",138,0.03708044118538841,0.00016372574425597386,0.032230350718255946,0.6396243250424912,76,395,-1.0
"(64,)",110,0.10961668373110632,4.403363588257357e-05,0.0919490957857014,0.7907964405940758,77,428,-1.0
"(64,)",70,0.2661911388280945,0.00015707436868336093,0.0001,0.999,95,635,0.4913118450722908
"(64,)",90,0.2751896364306083,0.0008980002273264422,0.09641638423977102,0.010334318865905613,81,699,-1.0
"(64, 32)",100,0.35528204282962433,0.000768926264409819,0.011828660114180656,0.8968564713863925,84,685,0.4292348775107396
"(64, 32)",140,0.36159688117991967,0.0006351027670336476,0.06590835461227167,0.04396385721870794,87,695,-1.0
"(64, 32)",82,0.07724643113164563,0.00028085752879350234,0.011855446915462307,0.9931941612973129,83,508,0.49767873723305484
"(64, 32)",132,0.26169857669442703,0.0007910689865130142,0.07676812748442424,0.013945624628034222,87,177,-1.0
"(64, 32)",99,0.3061699241553306,0.000718541585042362,0.03861267559245221,0.007128649072269205,85,181,-1.0
"(64,)",100,0.35073099798104246,0.0009264050252785759,0.0007769568325071791,0.9745820235993015,88,427,-1.0
"(64,)",67,0.23472620207135236,0.000683469055139306,0.010143692962167442,0.999,84,598,0.48668378415226127
"(64, 32)",82,0.14293632416001884,1e-06,0.006343218368464077,0.999,92,700,0.27220300182937196
"(64,)",111,0.054204993476467615,1e-06,0.009408421558418825,0.999,95,569,-1.0
"(64, 32)",107,0.15444996479995274,0.0007773853543816707,0.03512340969717391,0.7398972866510805,80,311,-1.0
"(64, 32)",68,0.10873840154435688,0.000676090223693548,0.002474665324298727,0.8944776330596853,81,585,0.41835787239686956
