hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,precision
"(64, 32)",101,0.27635394201074476,0.008147673039516776,0.04916278144991648,0.7794677063882551,83,0.3263525305410122
"(64, 32)",76,0.16040702266448148,0.007247706691508645,0.03248267424861616,0.24526975840001208,89,0.47294938917975565
"(64, 32)",118,0.17610287122563056,0.0019205195487231267,0.07126178512073739,0.428007763856144,81,0.24956369982547993
"(64,)",128,0.14309156752360874,0.0051886574906483095,0.06550665861623502,0.37405382394646636,80,0.20418848167539266
"(64, 32)",130,0.31080177555591226,0.0013742231594209,0.017473260972046416,0.15477407736315305,77,0.3472949389179756
"(64, 32)",64,0.1727880908588529,0.008841208673041124,0.0001,0.8753207496928144,95,0.5724258289703316
"(64, 32)",64,0.08171352262707864,0.0011,0.0001,0.001,95,0.6474694589877836
"(64,)",64,0.4,0.0011,0.0001,0.9989999999999999,75,0.5794066317626527
"(64,)",70,0.3904504329435405,0.0020606676244871937,0.0058643098076988694,0.7043958067432701,93,0.49040139616055844
"(64, 32)",64,0.0,0.0011,0.0001,0.999,75,0.7068062827225131
"(64, 32)",64,0.0,0.0011,0.0001,0.001,75,0.680628272251309
"(64,)",64,0.0,0.01014285053839559,0.0001,0.8139640538616556,75,0.2443280977312391
"(64, 32)",64,0.4,0.002916957935968129,0.0001,0.999,75,0.44851657940663175
"(64, 32)",64,0.0,0.0109,0.0001,0.999,95,0.34554973821989526
"(64,)",64,0.0,0.0011,0.1,0.999,75,0.34904013961605584
"(64,)",64,0.0,0.0011,0.0001,0.999,75,0.6282722513089005
"(64, 32)",95,0.0,0.0011,0.0001,0.999,93,0.68760907504363
"(64, 32)",125,0.0,0.0011,0.004270289927535027,0.999,75,0.6579406631762653
"(64, 32)",64,0.007331459982916926,0.0023216264559018504,0.0001,0.999,79,0.6300174520069808
"(64, 32)",64,0.03275813174476764,0.0011,0.0001,0.999,75,0.6212914485165794
"(64, 32)",64,0.14194996418331293,0.0011,0.0001,0.7309195631588824,95,0.7504363001745201
"(64, 32)",101,0.15978611542380006,0.0011,0.0001,0.961174561377304,95,0.6841186736474695
"(64,)",64,0.13038644684288148,0.0011,0.0001,0.999,81,0.6020942408376964
"(64, 32)",64,0.13336976043364815,0.0026575357439201216,0.0001,0.3504883593881466,91,0.4712041884816754
"(64, 32)",134,0.3037009636785235,0.007043606567230716,0.0001,0.18238842756019633,88,0.15216758801280186
"(64, 32)",148,0.0,0.001622346105135839,0.0001,0.999,95,0.6108202443280978
"(64,)",70,0.36395137528012805,0.0109,0.1,0.43559562920766914,90,0.2194513715710723
"(64, 32)",101,0.3874826997089662,0.007575903694575015,0.1,0.054080423242726966,89,0.24956369982547993
"(64, 32)",64,0.0,0.0067855480286348946,0.0001,0.999,95,0.29842931937172773
"(64, 32)",64,0.15765231498285448,0.0109,0.1,0.999,92,0.5584642233856894
"(64, 32)",64,0.4,0.0011,0.1,0.999,77,0.3228621291448517
"(64, 32)",150,0.16231426537555563,0.0109,0.011683740848345111,0.001,80,0.21024049650892165
"(64, 32)",64,0.1654443721516366,0.0011,0.0001,0.07409455109914206,95,0.5794066317626527
"(64, 32)",103,0.07888939857725547,0.0011,0.0001,0.999,95,0.612565445026178
"(64, 32)",64,0.0,0.0011,0.0001,0.5646506482687865,95,0.6090750436300174
"(64, 32)",64,0.0,0.0109,0.1,0.22825963699336205,95,0.33158813263525305
"(64, 32)",66,0.0,0.0011,0.014385910402335379,0.795726578912437,79,0.7120418848167539
"(64, 32)",107,0.0,0.0011,0.0001,0.001,75,0.5567190226876091
"(64, 32)",64,0.22582854890936133,0.0011,0.0001,0.999,95,0.5916230366492147
"(64, 32)",73,0.0,0.0011,0.0001,0.7992648939381934,80,0.68760907504363
