hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",134,0.1138541320247916,0.0016279646362405,0.0013092009777618,0.7015726974448618,87,546,0.7018107891972452
"(64,)",150,0.0389624596771981,0.0046685591150423,0.0295428394714064,0.0145487422432735,81,688,0.7053840157266811
"(64, 32)",110,0.1458597025007784,0.0089464925577127,0.0001,0.9689302202486892,80,302,0.7122414360314306
"(64,)",130,0.0418234010215278,0.0092631828053549,0.0207436593754128,0.3457536444400332,84,581,0.7086099028411934
"(64,)",150,0.1825013188826495,0.0080210712605864,0.0079886139120996,0.6526850587146014,78,419,0.7136297034039714
"(64, 32)",138,0.1449399713812969,0.0048516293205645,0.003377405610573,0.1141651148398128,83,581,0.7134464522056035
"(64,)",80,0.0297952333734449,0.004905586983432,0.0055009178789744,0.1289848028465735,89,348,0.7192785522503526
"(64,)",97,0.1979977154764844,0.0087920521970989,0.001559399940327,0.6005043028785936,95,387,0.727795081477633
"(64,)",87,0.1744860971545207,0.0075557649116763,0.0004659485852307,0.4182168117680683,82,647,0.7302935455948607
"(64, 32)",121,0.2902099437118555,0.0058700665177736,0.0760853648394016,0.9783041682309864,80,397,0.7449475737792577
"(64, 32)",137,0.0340779652684231,0.0023989680615102,0.0292574453271802,0.999,87,472,0.7514696359768215
"(64,)",88,0.1267116226254224,0.0059023273309815,0.0557773168642142,0.999,76,700,0.7514730371987015
"(64, 32)",144,0.1977232487611653,0.0090869274826224,0.097457634804746,0.999,86,150,0.7554124580002427
"(64, 32)",120,0.3702577078602553,0.01001,0.0685775335555132,0.999,89,296,0.7571649642385814
"(64,)",150,0.007346776626682,0.0076483128015479,0.0001,0.999,78,226,0.7947769675416775
"(64,)",104,0.0929830218467343,0.00869894032599575,0.011146868817811913,0.9820966645339767,75,264,0.6944559490807457
"(64,)",164,0.013192871570259038,0.0014634225126102585,0.007841450216334681,0.9461526114689249,75,169,0.6754841467507546
"(64,)",193,0.032179115230360066,0.0057993554465344144,0.0014005856224757252,0.9388697517997722,79,592,0.7007125382074542
"(64,)",198,0.02704104089746458,0.007764922630947016,0.0021867192046602984,0.9439211868039941,76,201,0.6968231402545394
"(64,)",183,0.023131055670479576,0.009218993147644163,0.001445797887459578,0.9968473402183636,82,186,0.765256506644115
"(64, 32)",138,0.0011613646069858154,0.007485430505539039,0.004149609449122983,0.9765242371088475,78,267,0.6881966105342596
"(64,)",148,0.021993309539229292,0.0048950906890372365,0.010820536119702394,0.9966009266329141,92,151,0.7656027676228327
"(64, 32)",154,0.017415734468375237,0.003126006353688384,0.0007962153999979837,0.9943987497132891,82,180,0.7515923762381871
"(64,)",199,0.07712668608922241,0.0022577636111770546,0.00026550644765698406,0.9972806036882684,80,364,0.7449365998020419
"(64,)",119,0.02122811690166713,0.00908884612298518,0.03124351815138398,0.9888194571022401,78,151,0.731312478194257
"(64, 32)",150,0.024850925301805087,0.0056981215573099295,0.0011125046468636976,0.952312192099548,95,219,0.7030964866207545
"(64, 32)",197,0.07190878528975994,0.005004965132697832,0.010497291079684288,0.9980429651377085,78,213,0.7381383749791424
"(64,)",182,0.025573452398975287,0.00848659687958919,0.009141418185003062,0.9574482313477481,92,164,0.6845676727014851
"(64,)",82,0.31723766074400483,0.007331097147251943,0.0010042938603261565,0.9981287475269345,76,205,0.7798295454545454
"(64,)",149,0.3934290541850605,0.006747780129945086,0.0011294734677302332,0.9213176510138019,75,189,0.6919509076877569
