hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",101,0.27635394201074476,0.0007266226629461662,0.04916278144991648,0.7794677063882551,83,469,0.4704446428029671
"(64,)",98,0.2509268037350467,0.00032806825141995706,0.0245514517676966,0.6943656668308986,87,497,0.4488419112070143
"(64,)",71,0.28493207255550507,0.00043271426225536007,0.029848271724270552,0.4921006072387577,90,347,0.4860391763876037
"(64,)",120,0.1495205707200266,0.0002376234910589268,0.09880072912301509,0.765463958292609,91,165,0.43386160748145564
"(64,)",77,0.03083459231931332,0.0008988744909032323,0.07506283260620818,0.6930164371153095,85,405,0.4346122844075664
"(64, 32)",90,0.19892351452954476,0.0006904122796439079,0.09167819750696789,0.1097110943352296,85,278,0.4634181734751149
"(64,)",129,0.19235685117942336,0.0008059079645759442,0.02834202313983659,0.4335514027482146,75,337,0.4245973616947044
"(64,)",64,0.3428597246233148,0.0003052375184562457,0.03968473922058013,0.4168570980616103,95,237,0.5005658874747813
"(64, 32)",64,0.4,0.0006359640911848053,0.028272534507310567,0.8592747878677507,87,221,0.5669738890447947
"(64, 32)",64,0.4,6.923286736413241e-06,0.022866149244420184,0.1880934416875012,88,700,0.6104248043171578
"(64, 32)",64,0.4,0.00032046421795224367,0.1,0.999,75,700,0.5429089951534366
"(64, 32)",150,0.37571115170331487,1e-06,0.0001,0.371767810465475,90,694,0.4819699450495275
"(64, 32)",64,0.4,1e-06,0.0001,0.932207983061924,81,700,0.4489042471899033
"(64, 32)",64,0.4,6.212890102694293e-05,0.03423794251182497,0.0478604920147018,86,700,0.5634932089331492
"(64, 32)",64,0.4,0.0002484404547593434,0.00563143524926756,0.23643874027981662,88,700,0.5043241736571454
"(64, 32)",150,0.4,0.0010076712466334267,0.02315337449582145,0.001,76,700,0.46066701871880833
"(64, 32)",64,0.4,0.000602090274919656,0.022421673371015836,0.001,89,630,0.5243733408673756
"(64, 32)",64,0.4,0.0004394510173469592,0.06885838676727431,0.9512263889182249,88,168,0.4899396976396705
"(64, 32)",146,0.0012613792610990607,0.0005322588470950092,0.042399975888175845,0.0032319602325404134,76,693,0.39631186194499646
"(64, 32)",64,0.4,0.00101,0.1,0.001,75,150,0.5505610143652443
"(64,)",64,0.013576553670686223,0.0003417225269404528,0.03660063229959328,0.03656286462323483,87,435,0.4809967452558287
"(64,)",144,0.39786159575590824,0.0008041516739807183,0.03705232787069866,0.9707344799628944,77,357,0.3782041311454273
"(64,)",64,0.18629903520237842,0.000155402492900191,0.1,0.28353738798425293,82,673,0.49588088565447563
"(64, 32)",64,0.003475236724215503,0.0008755058452268491,0.017836952464372908,0.018404435122795916,91,391,0.5553361070870562
