hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64,)",116,0.06115798716088962,0.0006599003246115393,0.005186300249637421,0.2196779737990634,79,165,-1.0
"(64,)",136,0.02558210066967864,0.0005316113078524255,0.04466332672080662,0.33106030103018813,84,479,-1.0
"(64,)",147,0.05645371846597224,0.00040581101628967583,0.09370267164526554,0.8200917658033181,79,269,-1.0
"(64,)",132,0.11699970512078693,0.000997432388793132,0.053117421804024775,0.7042808655848501,78,689,-1.0
"(64,)",79,0.19584417122017703,0.0004128110777717083,0.020613019155400602,0.9106959501795283,88,535,-1.0
"(64, 32)",83,0.13618225728251762,0.00021903851749290927,0.029833041166969432,0.2490363048901105,89,183,-1.0
"(64,)",143,0.1163354307068991,0.0007805532340415309,0.07095762526922524,0.7522767172565005,88,263,-1.0
"(64,)",116,0.13366972252936477,0.0002673265443084439,0.04023987304439648,0.29815024465946677,79,288,-1.0
"(64,)",83,0.02494183041272114,0.00019598444551971274,0.0915492309895286,0.998720743543523,87,403,-1.0
"(64,)",100,0.049339490011262935,0.0005949788180915547,0.07674209679771563,0.12104624429159379,79,345,-1.0
"(64, 32)",79,0.15226146754421033,0.0007364458449315223,0.06251704031554634,0.23317556100066,76,152,-1.0
"(64,)",130,0.036006280508282015,0.00033055988706118743,0.09229518050274622,0.3332885323841719,93,167,-1.0
"(64,)",135,0.27075326731480737,0.0007811974919912794,0.06429569224615497,0.30074712599441816,94,619,-1.0
"(64,)",147,0.37649329612617755,3.7695588288212995e-05,0.0633597522875052,0.960451095129756,89,405,0.53058568329718
"(64, 32)",125,0.4,0.0008940568967295403,0.09454150402655621,0.8383089341908009,78,460,-1.0
"(64,)",72,0.4,0.0008406115598876907,0.07971984559695246,0.5995398693917403,91,188,-1.0
"(64,)",67,0.3966766409207443,3.945850792948811e-06,0.03735473316844396,0.7550237777015497,91,426,0.48086767895878524
"(64, 32)",147,0.39616134388168145,0.0002533054954095076,0.09980315413941744,0.42226489232072095,93,512,-1.0
"(64, 32)",139,0.0019702173820672635,0.0009574330826759188,0.035312655727975525,0.6014012649244701,82,250,-1.0
"(64,)",93,0.3068399372861341,9.513872294590125e-06,0.05874702577945722,0.6291956045347132,82,227,-1.0
"(64, 32)",138,0.2694178475679534,2.4172960738301416e-05,0.0782272818566593,0.41964085331208606,79,641,-1.0
"(64, 32)",105,0.0005337179643392533,4.276241001901328e-06,0.02620566236010812,0.9055863637608172,90,424,0.47652928416485896
"(64,)",98,0.17957853188561546,7.401464683169527e-05,0.042425041195091356,0.4048280705215311,94,301,-1.0
"(64, 32)",94,0.3797120848543985,1e-06,0.08484798877067187,0.7088221817613087,88,695,0.26941431670281996
"(64, 32)",126,0.31689753570551377,0.000998558547723179,0.0759229190376463,0.19529979429489708,95,512,-1.0
"(64,)",69,0.380894255311231,0.0005444827816122409,0.02689082552224656,0.992819390795491,95,260,-1.0
"(64, 32)",150,0.4,1e-06,0.055287012606623505,0.860509432748803,86,700,0.23687635574837312
"(64, 32)",76,0.4,1e-06,0.03385771979995963,0.999,93,500,0.27540130151843817
"(64, 32)",126,0.24478346457649583,0.0009993476840324934,0.04095775067099159,0.9843220498173871,95,372,-1.0
"(64, 32)",66,0.020878893341417334,0.000988159249033464,0.044811564621716544,0.0022267984991841067,80,183,-1.0
"(64,)",101,0.390344500109264,0.00010967335772354586,0.041854137356064296,0.9421703004586967,94,505,-1.0
"(64,)",150,0.12234113885118401,6.383228844917836e-05,0.02456668648367105,0.5078728260796154,87,377,-1.0
"(64, 32)",95,0.09906641904505686,0.0006196733613783729,0.015029862154989625,0.9900179265868664,75,202,-1.0
"(64,)",69,0.4,1e-06,0.0847625260913375,0.999,89,476,0.3851626898047722
"(64,)",114,0.38779930112619304,2.6682398298150978e-05,0.07711707534416758,0.8652580340587164,91,700,-1.0
"(64,)",93,0.10972183438205706,2.831560365122987e-05,0.06508703376529833,0.8222399856734144,75,390,-1.0
"(64,)",105,0.3377117572310866,4.347558661133317e-05,0.03448665779093435,0.1386835905435926,91,152,-1.0
"(64,)",128,0.399862408730344,4.3889746615989674e-05,0.06556946140874363,0.999,88,571,-1.0
"(64, 32)",70,0.12990944806028956,7.766359890811217e-06,0.08888140054389006,0.5933661964158273,95,186,-1.0
"(64, 32)",134,0.03812632489087133,4.317225699672502e-05,0.07580524352828785,0.4532809059818892,92,377,-1.0
"(64, 32)",141,0.2288953067978147,5.115804277318787e-06,0.04750460447542176,0.7582291189569725,88,533,0.3752711496746204
"(64,)",128,0.3230239418089039,3.3886567072390896e-05,0.009757329418630601,0.999,94,362,0.561822125813449
"(64, 32)",90,0.29551721782585083,3.93234692396198e-05,0.018745166302452137,0.999,92,310,0.5895010845986984
"(64,)",86,0.028349180735789032,2.5275046343469055e-05,0.055114458609143546,0.999,89,343,0.580997830802603
"(64,)",150,0.2543606885042873,6.674239538143445e-05,0.011921322479339276,0.999,87,154,0.5648590021691975
"(64, 32)",73,0.37392946001523725,7.872105020364161e-05,0.009075217936118192,0.999,95,150,0.5875921908893709
"(64,)",129,0.4,1e-06,0.09136571380006075,0.999,90,273,-1.0
"(64, 32)",117,0.16450058306168927,1e-06,0.00010000000000000063,0.999,87,699,0.2719305856832972
"(64, 32)",79,0.23265848175163187,1e-06,0.0001,0.999,75,327,0.28060737527114965
"(64, 32)",80,0.32407599762578015,2.4501024203563124e-06,0.002710365547298339,0.9879249648089136,88,251,0.32373101952277655
