hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",101,0.27635394201074476,0.005041524523874805,0.04916278144991648,0.7794677063882551,83,469,0.2629435718440954
"(64,)",98,0.2509268037350467,0.0022729736116972035,0.0245514517676966,0.6943656668308986,87,497,0.18163052285102596
"(64,)",71,0.28493207255550507,0.0029998952072822775,0.029848271724270552,0.4921006072387577,90,347,0.24078822163839927
"(64,)",120,0.1495205707200266,0.0016447007421526438,0.09880072912301509,0.765463958292609,91,165,0.29842931937172773
"(64,)",77,0.03083459231931332,0.006238068688543859,0.07506283260620818,0.6930164371153095,85,405,0.19305565499357422
"(64, 32)",90,0.19892351452954476,0.004789989760182507,0.09167819750696789,0.1097110943352296,85,278,0.3310063990692263
"(64,)",129,0.19235685117942336,0.005592278417951231,0.02834202313983659,0.4335514027482146,75,337,0.20677126496500708
"(64, 32)",87,0.16779891074871078,0.004775619506466253,0.1,0.001,86,205,0.25887143688190806
"(64,)",150,0.16310984481040736,0.0037532226706051145,0.09326811705923814,0.7040863602531063,81,521,0.1098361715085679
"(64, 32)",140,0.35405121875922885,0.003084216916457049,0.009356862809858816,0.3019928436078091,75,310,0.19080681221936047
"(64, 32)",124,0.03474581181571164,0.003961278209634074,0.09753840174194843,0.2833671128098526,88,390,0.17425856897604908
"(64, 32)",115,0.16887814665031375,0.001265242295348581,0.006600385231807567,0.3391981481830028,85,230,0.5293775450843513
"(64,)",143,0.2872318918511935,0.006368426615157263,0.0001,0.9204589692623685,93,210,0.1306371835903404
"(64, 32)",112,0.0939744164739147,0.005438574168202927,0.03681914238205717,0.8148908944929157,88,473,0.1619313371065415
"(64, 32)",87,0.14488266884915788,0.0004891158411645296,0.004847489829943691,0.30492164290930907,89,247,0.7108784176847004
"(64, 32)",64,0.32089097838767056,1e-06,0.0001,0.001,75,150,0.2665936448658962
"(64, 32)",64,0.16689136974802088,1e-06,0.0987596745969801,0.21578847993505937,92,286,0.25828970331588136
"(64, 32)",75,0.10074556131575847,0.005735944351617398,0.06740185887843042,0.16433589989703554,78,247,0.4461896451425247
"(64, 32)",110,0.2240258588263413,0.0035168459117327507,0.0001,0.1597628496820458,88,251,0.24327972481649665
"(64, 32)",65,0.13328255514694556,0.002535752645227375,0.0001,0.13398875628636123,84,222,0.3787085514834206
"(64, 32)",122,0.03969609280457249,1e-06,0.004297790956131544,0.9065956191415514,92,208,0.2788253334087701
"(64,)",113,0.1596081481805736,0.004384462848057558,0.09573190948916036,0.046085560406233295,76,248,0.22803955788248984
"(64, 32)",79,0.14148553587330087,0.0007261004962331495,0.005344831955176716,0.43568576123565106,86,210,0.7230948225712623
"(64, 32)",148,0.14012531274775225,0.004621265367876588,0.0054888659348837476,0.18075622430700147,94,700,0.1400446125497042
"(64, 32)",126,0.13807728559598806,0.0005607573244380209,0.005914546456423353,0.4627711560189149,77,173,0.7486910994764399
"(64,)",95,0.13546864932036787,0.0003469210819123474,0.0076805676410043565,0.6273907207533373,83,150,0.7108784176847004
"(64, 32)",150,0.13557191159360837,0.00035353777022913174,0.005527563966426725,0.4125690497714435,75,150,0.7440372309482256
"(64, 32)",133,0.12921505645515854,0.0006334836843121718,0.016917016245336307,0.1988533066167058,75,551,0.3955788248981966
"(64, 32)",139,0.1412824721047528,0.0004272178205163009,0.0001,0.6052094282206749,75,166,0.752763234438627
"(64, 32)",122,0.1345753919826433,0.0004310401400409261,0.0001,0.7861686586076365,75,191,0.7614892379290286
"(64, 32)",93,0.1298229944754599,0.0006527298167972611,0.0001,0.03906344966386742,75,153,0.7056428155904596
"(64, 32)",145,0.13641942772192014,1e-06,0.0001,0.6660990759849011,88,204,0.22077914384458353
"(64, 32)",117,0.0,0.0004645753394455643,0.1,0.999,75,150,0.6847004072134962
"(64, 32)",107,0.3740194383743312,0.000559712233450765,0.032602265053955186,0.9456494528978656,75,267,0.6957533449680047
"(64, 32)",131,0.2848776042931396,0.0009127446757304517,0.0001,0.8398350828753645,81,150,0.7498545666084934
"(64, 32)",108,0.3911711762226274,0.0009091374357706779,0.1,0.6624105489183505,95,150,0.4862602075381644
"(64, 32)",150,0.0820508090506059,0.00046988172583833546,0.008220430525305494,0.999,75,150,0.682955206515416
"(64,)",70,0.12890394537009206,0.0009626639005840709,0.018559794546388522,0.001,75,236,0.45375218150087254
"(64, 32)",134,0.3481325844352216,0.00043311759295569703,0.04773420973888486,0.001,79,217,0.5759162303664922
"(64,)",64,0.2480484767165669,0.0005565449678037082,0.0001,0.5568486776824827,95,150,0.7009889470622456
"(64, 32)",92,0.021701242700774163,0.0004518816398935594,0.0001,0.47690627635013705,90,150,0.7463641652123328
"(64, 32)",112,0.35584816333478275,0.000452628546716021,0.0001,0.7037527947461074,82,214,0.7568353694008145
"(64, 32)",135,0.07140125479616542,0.0008451063193552352,0.0001,0.999,75,186,0.6794648051192554
"(64, 32)",137,0.2772957693922173,0.00040855783327577763,0.021796259591558054,0.725820757332265,75,206,0.7428737638161721
"(64, 32)",88,0.07476611098593842,0.0010274647674356477,0.0001,0.8276947796078964,90,150,0.7597440372309482
"(64, 32)",77,0.0190928718404024,0.00701,0.1,0.001,75,700,0.44386271087841767
"(64, 32)",116,0.211561859159113,0.0009684622070171619,0.0001,0.6918724394243029,75,150,0.7539267015706805
"(64, 32)",130,0.09576265400822956,0.00041620339693241096,0.0001,0.8358878675486238,75,255,0.7667248400232695
"(64, 32)",67,0.05571904990063873,0.0004265329307442262,0.0001,0.999,75,298,0.6253635834787667
"(64,)",150,0.3020931703351781,0.0004560675426480776,0.0001,0.6504868620427341,87,228,0.6719022687609075
"(64, 32)",123,0.37944223742121075,0.0004933983328367576,0.0001,0.5661745800150927,80,150,0.7475276323443861
"(64, 32)",97,0.1011509329150462,0.0009435711299391934,0.0001,0.8444734377851447,95,150,0.7609075043630017
"(64, 32)",117,0.06313642824518288,0.0010631935360525795,0.0001,0.999,86,150,0.6620127981384526
"(64, 32)",109,0.0,0.0008604373512935205,0.0001,0.6147030471013862,78,150,0.7056428155904596
"(64, 32)",149,0.3027984559037288,0.0004387835287324939,0.0001,0.8012489687100316,84,245,0.7574171029668412
