epoch,train_loss,val_loss
1,0.3678,0.2910
2,0.2693,0.2633
3,0.2488,0.2458
4,0.2336,0.2306
5,0.2206,0.2155
6,0.2097,0.2045
7,0.1998,0.1935
8,0.1907,0.1869
9,0.1825,0.1790
10,0.1751,0.1711
11,0.1678,0.1643
12,0.1623,0.1573
13,0.1563,0.1531
14,0.1505,0.1450
15,0.1461,0.1440
16,0.1410,0.1416
17,0.1372,0.1343
18,0.1331,0.1282
19,0.1291,0.1238
20,0.1253,0.1243
21,0.1220,0.1225
22,0.1185,0.1163
23,0.1153,0.1117
24,0.1127,0.1081
25,0.1100,0.1099
26,0.1071,0.1023
27,0.1053,0.1064
28,0.1023,0.1032
29,0.1006,0.0973
30,0.0975,0.0954
31,0.0958,0.0904
32,0.0936,0.0883
33,0.0921,0.0944
34,0.0903,0.0859
35,0.0885,0.0838
36,0.0869,0.0864
37,0.0855,0.0849
38,0.0833,0.0827
39,0.0823,0.0876
40,0.0807,0.0796
41,0.0806,0.0809
42,0.0781,0.0754
43,0.0774,0.0732
44,0.0759,0.0853
45,0.0757,0.0779
46,0.0747,0.0732
47,0.0726,0.0738
48,0.0729,0.0715
49,0.0708,0.0723
50,0.0706,0.0678
51,0.0698,0.0651
52,0.0689,0.0651
53,0.0681,0.0635
54,0.0676,0.0663
55,0.0668,0.0638
56,0.0661,0.0668
57,0.0646,0.0674
58,0.0658,0.0610
59,0.0642,0.0680
60,0.0642,0.0651
61,0.0628,0.0644
62,0.0627,0.0618
63,0.0625,0.0613
64,0.0616,0.0627
65,0.0617,0.0624
66,0.0608,0.0582
67,0.0604,0.0600
68,0.0602,0.0603
69,0.0596,0.0596
70,0.0596,0.0614
71,0.0591,0.0594
72,0.0585,0.0593
73,0.0584,0.0604
74,0.0581,0.0543
75,0.0578,0.0545
76,0.0579,0.0546
77,0.0568,0.0583
78,0.0572,0.0609
79,0.0565,0.0656
80,0.0562,0.0562
81,0.0567,0.0548
82,0.0558,0.0551
83,0.0558,0.0550
84,0.0558,0.0533
85,0.0550,0.0528
86,0.0551,0.0530
87,0.0551,0.0524
88,0.0548,0.0532
89,0.0547,0.0559
90,0.0544,0.0510
91,0.0543,0.0548
92,0.0542,0.0529
93,0.0541,0.0509
94,0.0534,0.0518
95,0.0543,0.0514
96,0.0536,0.0515
97,0.0528,0.0550
98,0.0542,0.0514
99,0.0529,0.0670
100,0.0533,0.0502
101,0.0531,0.0521
102,0.0525,0.0578
103,0.0530,0.0507
104,0.0526,0.0555
105,0.0525,0.0519
106,0.0526,0.0506
107,0.0518,0.0508
108,0.0526,0.0511
109,0.0521,0.0485
110,0.0524,0.0510
111,0.0518,0.0524
112,0.0517,0.0487
113,0.0521,0.0489
114,0.0519,0.0498
115,0.0520,0.0490
116,0.0521,0.0506
117,0.0508,0.0517
118,0.0519,0.0491
119,0.0513,0.0484
120,0.0512,0.0485
121,0.0512,0.0519
122,0.0513,0.0513
123,0.0512,0.0507
124,0.0512,0.0522
125,0.0513,0.0495
126,0.0513,0.0532
127,0.0507,0.0503
128,0.0510,0.0489
129,0.0511,0.0537
130,0.0511,0.0522
131,0.0507,0.0541
132,0.0503,0.0515
133,0.0508,0.0527
134,0.0510,0.0473
135,0.0506,0.0506
136,0.0505,0.0475
137,0.0509,0.0513
138,0.0504,0.0501
139,0.0502,0.0496
140,0.0505,0.0511
141,0.0505,0.0508
142,0.0498,0.0516
143,0.0512,0.0484
144,0.0496,0.0478
145,0.0503,0.0487
146,0.0499,0.0500
147,0.0507,0.0474
148,0.0501,0.0472
149,0.0499,0.0519
150,0.0501,0.0469
151,0.0503,0.0491
152,0.0497,0.0471
153,0.0500,0.0482
154,0.0498,0.0469
155,0.0498,0.0491
156,0.0501,0.0494
157,0.0501,0.0475
158,0.0498,0.0482
159,0.0499,0.0486
160,0.0493,0.0472
161,0.0500,0.0484
162,0.0496,0.0502
163,0.0494,0.0474
164,0.0496,0.0486
165,0.0495,0.0484
166,0.0496,0.0495
167,0.0497,0.0491
168,0.0497,0.0486
169,0.0492,0.0503
170,0.0499,0.0541
171,0.0492,0.0510
172,0.0493,0.0489
173,0.0494,0.0472
174,0.0491,0.0478
175,0.0496,0.0499
176,0.0494,0.0510
177,0.0494,0.0461
178,0.0490,0.0490
179,0.0491,0.0482
180,0.0493,0.0493
181,0.0493,0.0506
182,0.0489,0.0483
183,0.0493,0.0468
184,0.0487,0.0488
185,0.0493,0.0487
186,0.0488,0.0468
187,0.0494,0.0486
188,0.0488,0.0484
189,0.0491,0.0461
190,0.0492,0.0470
191,0.0489,0.0471
192,0.0485,0.0502
193,0.0493,0.0473
194,0.0487,0.0476
195,0.0491,0.0484
196,0.0486,0.0471
197,0.0489,0.0511
198,0.0492,0.0469
199,0.0488,0.0463
200,0.0487,0.0473
201,0.0484,0.0487
202,0.0487,0.0517
203,0.0489,0.0466
204,0.0483,0.0493
205,0.0488,0.0471
206,0.0487,0.0468
207,0.0481,0.0456
208,0.0488,0.0466
209,0.0490,0.0476
210,0.0485,0.0486
211,0.0483,0.0483
212,0.0488,0.0498
213,0.0487,0.0466
214,0.0482,0.0475
215,0.0482,0.0455
