epoch,train_loss,val_loss
1,0.5551,0.2446
2,0.2789,0.1987
3,0.2249,0.1798
4,0.1983,0.1657
5,0.1800,0.1584
6,0.1699,0.1510
7,0.1620,0.1454
8,0.1555,0.1401
9,0.1516,0.1361
10,0.1473,0.1332
11,0.1428,0.1295
12,0.1394,0.1262
13,0.1370,0.1230
14,0.1352,0.1214
15,0.1328,0.1188
16,0.1295,0.1163
17,0.1277,0.1144
18,0.1265,0.1128
19,0.1246,0.1105
20,0.1231,0.1095
21,0.1206,0.1084
22,0.1203,0.1070
23,0.1188,0.1052
24,0.1177,0.1045
25,0.1170,0.1034
26,0.1157,0.1021
27,0.1155,0.1012
28,0.1139,0.1008
29,0.1137,0.1000
30,0.1122,0.0991
31,0.1119,0.0975
32,0.1114,0.0970
33,0.1109,0.0959
34,0.1096,0.0960
35,0.1096,0.0955
36,0.1092,0.0949
37,0.1071,0.0945
38,0.1073,0.0939
39,0.1065,0.0933
40,0.1067,0.0923
41,0.1055,0.0922
42,0.1050,0.0913
43,0.1060,0.0911
44,0.1051,0.0902
45,0.1029,0.0896
46,0.1030,0.0895
47,0.1023,0.0893
48,0.1027,0.0885
49,0.1025,0.0877
50,0.1003,0.0879
51,0.1011,0.0865
52,0.1009,0.0870
53,0.1009,0.0863
54,0.1004,0.0857
55,0.1001,0.0855
56,0.0986,0.0851
57,0.0987,0.0850
58,0.0983,0.0841
59,0.0972,0.0842
60,0.0976,0.0834
61,0.0968,0.0831
62,0.0965,0.0826
63,0.0967,0.0818
64,0.0958,0.0815
65,0.0960,0.0810
66,0.0966,0.0807
67,0.0952,0.0804
68,0.0952,0.0801
69,0.0945,0.0796
70,0.0946,0.0790
71,0.0942,0.0793
72,0.0931,0.0787
73,0.0940,0.0782
74,0.0926,0.0776
75,0.0930,0.0775
76,0.0922,0.0775
77,0.0915,0.0770
78,0.0914,0.0766
79,0.0916,0.0764
80,0.0919,0.0763
81,0.0901,0.0766
82,0.0913,0.0749
83,0.0904,0.0754
84,0.0910,0.0744
85,0.0908,0.0748
86,0.0906,0.0743
87,0.0891,0.0739
88,0.0892,0.0738
89,0.0884,0.0736
90,0.0885,0.0734
91,0.0890,0.0733
92,0.0879,0.0730
93,0.0879,0.0730
94,0.0877,0.0727
95,0.0875,0.0721
96,0.0882,0.0719
97,0.0872,0.0723
98,0.0875,0.0714
99,0.0875,0.0709
100,0.0876,0.0705
101,0.0870,0.0709
102,0.0863,0.0707
103,0.0871,0.0706
104,0.0863,0.0702
105,0.0865,0.0697
106,0.0860,0.0702
107,0.0864,0.0699
108,0.0860,0.0694
109,0.0866,0.0697
110,0.0852,0.0693
111,0.0856,0.0691
112,0.0855,0.0689
113,0.0848,0.0684
114,0.0840,0.0683
115,0.0850,0.0683
116,0.0859,0.0681
117,0.0852,0.0679
118,0.0842,0.0675
119,0.0838,0.0675
120,0.0829,0.0679
121,0.0830,0.0681
122,0.0838,0.0671
123,0.0836,0.0671
124,0.0836,0.0671
125,0.0835,0.0671
126,0.0818,0.0668
