epoch,spent_eps,train_loss,val_loss
1,0.1013,3.1443,2.1816
2,0.1020,2.5139,1.9928
3,0.1030,2.2902,1.7531
4,0.1043,2.0623,1.5696
5,0.1060,1.9197,1.4775
6,0.1080,1.8308,1.4143
7,0.1104,1.7869,1.4088
8,0.1131,1.7133,1.3728
9,0.1161,1.6853,1.3244
10,0.1194,1.6193,1.2735
11,0.1231,1.5758,1.2726
12,0.1271,1.5369,1.2652
13,0.1315,1.4924,1.2376
14,0.1362,1.4788,1.2198
15,0.1412,1.4553,1.2225
16,0.1466,1.4281,1.2095
17,0.1523,1.4194,1.2100
18,0.1583,1.4010,1.1894
19,0.1647,1.3899,1.2084
20,0.1714,1.3727,1.2005
21,0.1785,1.3624,1.1970
22,0.1858,1.3496,1.1926
23,0.1935,1.3226,1.1703
24,0.2016,1.3133,1.1664
25,0.2100,1.3046,1.1617
26,0.2186,1.2917,1.1593
27,0.2273,1.2850,1.1455
28,0.2360,1.2682,1.1450
29,0.2448,1.2648,1.1384
30,0.2535,1.2600,1.1381
31,0.2623,1.2504,1.1334
32,0.2711,1.2405,1.1299
33,0.2799,1.2348,1.1244
34,0.2887,1.2292,1.1160
35,0.2976,1.2248,1.1078
36,0.3065,1.2208,1.1017
37,0.3154,1.2098,1.1005
38,0.3243,1.2078,1.0971
39,0.3332,1.2031,1.0977
40,0.3422,1.2025,1.0958
41,0.3512,1.1941,1.0965
42,0.3601,1.1903,1.0943
43,0.3691,1.1848,1.0947
44,0.3782,1.1820,1.0928
45,0.3872,1.1762,1.0922
46,0.3962,1.1714,1.0874
47,0.4053,1.1720,1.0867
48,0.4144,1.1688,1.0811
49,0.4235,1.1672,1.0798
50,0.4326,1.1653,1.0793
51,0.4417,1.1576,1.0756
52,0.4509,1.1591,1.0748
53,0.4600,1.1495,1.0728
54,0.4692,1.1493,1.0732
55,0.4784,1.1462,1.0712
56,0.4876,1.1448,1.0697
57,0.4968,1.1409,1.0691
58,0.5060,1.1383,1.0702
59,0.5153,1.1343,1.0669
60,0.5245,1.1339,1.0635
61,0.5338,1.1330,1.0605
62,0.5431,1.1325,1.0594
63,0.5523,1.1301,1.0577
64,0.5616,1.1274,1.0576
65,0.5710,1.1280,1.0572
66,0.5803,1.1246,1.0567
67,0.5896,1.1219,1.0538
68,0.5990,1.1234,1.0549
69,0.6083,1.1197,1.0562
70,0.6177,1.1170,1.0541
71,0.6271,1.1156,1.0538
72,0.6365,1.1162,1.0542
73,0.6459,1.1162,1.0512
74,0.6554,1.1142,1.0514
75,0.6648,1.1124,1.0530
76,0.6742,1.1083,1.0514
77,0.6837,1.1103,1.0505
78,0.6931,1.1085,1.0503
79,0.7027,1.1069,1.0497
80,0.7121,1.1038,1.0485
81,0.7216,1.1076,1.0485
82,0.7312,1.1069,1.0476
83,0.7407,1.1057,1.0477
84,0.7503,1.1013,1.0464
85,0.7597,1.1005,1.0460
86,0.7693,1.1007,1.0455
87,0.7789,1.0985,1.0440
88,0.7884,1.0977,1.0439
89,0.7980,1.0998,1.0441
90,0.8077,1.0968,1.0435
91,0.8172,1.0956,1.0427
92,0.8269,1.0963,1.0412
93,0.8366,1.0935,1.0414
94,0.8461,1.0899,1.0400
95,0.8558,1.0895,1.0395
96,0.8655,1.0870,1.0383
97,0.8751,1.0865,1.0383
98,0.8848,1.0886,1.0374
99,0.8945,1.0872,1.0383
100,0.9043,1.0855,1.0366
101,0.9139,1.0874,1.0366
102,0.9236,1.0850,1.0353
103,0.9333,1.0850,1.0349
104,0.9432,1.0831,1.0345
105,0.9528,1.0807,1.0340
106,0.9625,1.0849,1.0332
107,0.9723,1.0806,1.0319
