epoch,train_loss,val_loss
1,0.4209,0.2173
2,0.2404,0.1858
3,0.2083,0.1715
4,0.1933,0.1639
5,0.1835,0.1587
6,0.1765,0.1541
7,0.1706,0.1510
8,0.1669,0.1473
9,0.1624,0.1439
10,0.1584,0.1407
11,0.1552,0.1378
12,0.1520,0.1353
13,0.1499,0.1324
14,0.1468,0.1297
15,0.1439,0.1275
16,0.1411,0.1247
17,0.1392,0.1225
18,0.1369,0.1202
19,0.1348,0.1180
20,0.1330,0.1160
21,0.1314,0.1142
22,0.1291,0.1128
23,0.1275,0.1108
24,0.1255,0.1093
25,0.1244,0.1076
26,0.1229,0.1065
27,0.1220,0.1051
28,0.1205,0.1040
29,0.1192,0.1025
30,0.1180,0.1015
31,0.1170,0.1004
32,0.1156,0.0994
33,0.1150,0.0984
34,0.1136,0.0975
35,0.1128,0.0965
36,0.1123,0.0956
37,0.1112,0.0947
38,0.1101,0.0940
39,0.1090,0.0932
40,0.1081,0.0921
41,0.1075,0.0916
42,0.1063,0.0906
43,0.1063,0.0900
44,0.1052,0.0893
45,0.1040,0.0886
46,0.1039,0.0878
47,0.1031,0.0872
48,0.1021,0.0864
49,0.1014,0.0860
50,0.1009,0.0852
51,0.1002,0.0844
52,0.0998,0.0837
53,0.0990,0.0830
54,0.0983,0.0825
55,0.0974,0.0822
56,0.0972,0.0814
57,0.0962,0.0808
58,0.0959,0.0806
59,0.0947,0.0799
60,0.0950,0.0791
61,0.0940,0.0787
62,0.0934,0.0782
63,0.0934,0.0776
64,0.0928,0.0775
65,0.0917,0.0766
66,0.0912,0.0761
67,0.0909,0.0756
68,0.0903,0.0754
69,0.0899,0.0747
70,0.0891,0.0740
71,0.0890,0.0737
72,0.0887,0.0733
73,0.0879,0.0729
74,0.0875,0.0723
75,0.0871,0.0718
76,0.0864,0.0716
77,0.0859,0.0714
78,0.0857,0.0707
79,0.0856,0.0703
80,0.0844,0.0700
81,0.0846,0.0694
82,0.0833,0.0692
83,0.0834,0.0689
84,0.0831,0.0686
85,0.0829,0.0679
86,0.0824,0.0676
87,0.0819,0.0671
88,0.0811,0.0668
89,0.0812,0.0666
90,0.0805,0.0660
91,0.0802,0.0658
92,0.0800,0.0653
93,0.0797,0.0652
94,0.0788,0.0649
95,0.0786,0.0644
96,0.0784,0.0641
97,0.0784,0.0637
98,0.0778,0.0634
99,0.0773,0.0633
100,0.0769,0.0629
101,0.0766,0.0625
102,0.0764,0.0623
103,0.0763,0.0618
104,0.0755,0.0618
105,0.0751,0.0613
106,0.0754,0.0609
107,0.0747,0.0609
108,0.0747,0.0602
109,0.0742,0.0601
110,0.0737,0.0602
111,0.0735,0.0599
112,0.0731,0.0593
113,0.0728,0.0591
114,0.0724,0.0590
115,0.0722,0.0587
116,0.0725,0.0584
117,0.0719,0.0582
118,0.0716,0.0577
119,0.0715,0.0578
120,0.0708,0.0573
121,0.0708,0.0571
122,0.0705,0.0569
123,0.0703,0.0567
124,0.0699,0.0564
125,0.0698,0.0561
126,0.0698,0.0559
127,0.0695,0.0558
128,0.0698,0.0554
129,0.0687,0.0552
130,0.0686,0.0551
