epoch,train_loss,val_loss
1,24.6181,23.6355
2,22.7797,21.5079
3,20.5515,18.8576
4,18.3397,16.8585
5,17.1336,16.0599
6,16.5238,15.6222
7,16.0480,15.2706
8,15.6515,14.9583
9,15.2976,14.6704
10,14.9833,14.3998
11,14.6850,14.1438
12,14.3845,13.8985
13,14.1278,13.6658
14,13.8812,13.4398
15,13.6506,13.2234
16,13.4147,13.0158
17,13.2050,12.8146
18,12.9966,12.6226
19,12.7978,12.4370
20,12.6055,12.2580
21,12.4150,12.0843
22,12.2376,11.9182
23,12.0588,11.7567
24,11.9042,11.6011
25,11.7407,11.4504
26,11.5818,11.3051
27,11.4352,11.1644
28,11.3013,11.0282
29,11.1570,10.8964
30,11.0255,10.7692
31,10.8922,10.6465
32,10.7644,10.5275
33,10.6456,10.4131
34,10.5301,10.3017
35,10.4187,10.1945
36,10.3058,10.0906
37,10.2058,9.9905
38,10.1068,9.8934
39,10.0102,9.7989
40,9.9074,9.7080
41,9.8120,9.6201
42,9.7246,9.5352
43,9.6351,9.4525
44,9.5542,9.3726
45,9.4748,9.2957
46,9.3990,9.2216
47,9.3248,9.1487
48,9.2437,9.0790
49,9.1783,9.0113
50,9.1068,8.9453
51,9.0469,8.8824
52,8.9766,8.8207
53,8.9186,8.7613
54,8.8628,8.7038
55,8.8031,8.6484
56,8.7451,8.5947
57,8.6887,8.5423
58,8.6377,8.4923
59,8.5863,8.4432
60,8.5360,8.3962
61,8.4912,8.3508
62,8.4441,8.3066
63,8.4019,8.2634
64,8.3579,8.2221
65,8.3142,8.1824
66,8.2737,8.1435
67,8.2380,8.1058
68,8.1960,8.0691
69,8.1599,8.0339
70,8.1251,7.9994
71,8.0891,7.9667
72,8.0544,7.9346
73,8.0192,7.9036
74,7.9894,7.8737
75,7.9601,7.8445
76,7.9322,7.8162
77,7.9050,7.7891
78,7.8757,7.7627
79,7.8471,7.7369
80,7.8257,7.7123
81,7.8000,7.6885
82,7.7750,7.6650
83,7.7483,7.6425
84,7.7288,7.6213
85,7.7057,7.5997
86,7.6804,7.5791
87,7.6617,7.5595
88,7.6454,7.5403
89,7.6230,7.5215
90,7.6061,7.5033
91,7.5851,7.4860
92,7.5679,7.4692
93,7.5500,7.4525
94,7.5354,7.4368
95,7.5176,7.4215
96,7.5044,7.4064
97,7.4871,7.3920
98,7.4733,7.3782
99,7.4565,7.3645
100,7.4432,7.3514
101,7.4311,7.3387
102,7.4168,7.3265
103,7.4067,7.3143
104,7.3956,7.3033
105,7.3821,7.2920
106,7.3705,7.2811
107,7.3606,7.2703
108,7.3508,7.2597
109,7.3365,7.2500
110,7.3262,7.2409
111,7.3167,7.2315
112,7.3091,7.2220
113,7.2959,7.2135
114,7.2929,7.2051
115,7.2830,7.1974
116,7.2725,7.1892
117,7.2660,7.1814
118,7.2578,7.1737
119,7.2471,7.1667
120,7.2425,7.1597
121,7.2370,7.1526
122,7.2320,7.1464
123,7.2216,7.1397
124,7.2190,7.1335
125,7.2065,7.1276
126,7.2011,7.1218
127,7.1974,7.1163
128,7.1935,7.1106
129,7.1873,7.1053
130,7.1802,7.1001
131,7.1730,7.0951
132,7.1708,7.0901
133,7.1629,7.0858
134,7.1596,7.0808
135,7.1551,7.0764
136,7.1490,7.0723
137,7.1439,7.0688
138,7.1408,7.0641
139,7.1358,7.0603
140,7.1337,7.0560
141,7.1301,7.0524
142,7.1230,7.0490
143,7.1192,7.0454
144,7.1181,7.0419
145,7.1120,7.0388
146,7.1095,7.0356
147,7.1070,7.0322
148,7.1042,7.0295
149,7.0983,7.0265
150,7.0967,7.0238
151,7.0943,7.0209
152,7.0903,7.0184
153,7.0886,7.0158
154,7.0843,7.0131
155,7.0819,7.0108
156,7.0765,7.0084
157,7.0764,7.0061
158,7.0723,7.0038
159,7.0726,7.0017
160,7.0686,6.9992
161,7.0691,6.9974
162,7.0691,6.9949
163,7.0623,6.9930
164,7.0612,6.9916
165,7.0601,6.9894
166,7.0569,6.9877
167,7.0563,6.9858
168,7.0531,6.9841
169,7.0507,6.9823
170,7.0518,6.9807
171,7.0489,6.9794
172,7.0471,6.9774
173,7.0455,6.9762
174,7.0439,6.9752
175,7.0398,6.9732
176,7.0385,6.9719
177,7.0394,6.9705
178,7.0388,6.9692
179,7.0331,6.9678
180,7.0367,6.9672
181,7.0303,6.9656
182,7.0331,6.9644
183,7.0285,6.9631
184,7.0300,6.9620
185,7.0245,6.9608
186,7.0263,6.9595
187,7.0246,6.9585
188,7.0210,6.9574
189,7.0198,6.9566
190,7.0196,6.9559
191,7.0197,6.9547
192,7.0197,6.9537
193,7.0192,6.9526
194,7.0171,6.9520
195,7.0171,6.9509
196,7.0151,6.9501
197,7.0131,6.9497
198,7.0126,6.9487
199,7.0119,6.9478
200,7.0112,6.9471
201,7.0079,6.9460
202,7.0092,6.9458
203,7.0085,6.9445
204,7.0060,6.9441
205,7.0051,6.9434
206,7.0064,6.9425
207,7.0045,6.9418
208,7.0023,6.9411
209,7.0017,6.9408
210,7.0015,6.9400
211,7.0009,6.9393
212,7.0013,6.9385
213,7.0009,6.9379
214,6.9990,6.9372
215,7.0014,6.9368
216,6.9943,6.9360
217,6.9959,6.9354
218,6.9973,6.9353
219,6.9940,6.9345
220,6.9929,6.9341
221,6.9945,6.9334
222,6.9930,6.9327
223,6.9926,6.9324
224,6.9921,6.9318
225,6.9911,6.9315
226,6.9900,6.9307
227,6.9929,6.9302
228,6.9930,6.9297
229,6.9906,6.9292
230,6.9877,6.9292
231,6.9886,6.9282
232,6.9883,6.9281
233,6.9888,6.9274
234,6.9874,6.9268
235,6.9847,6.9265
236,6.9859,6.9263
237,6.9842,6.9258
238,6.9871,6.9252
239,6.9855,6.9250
240,6.9819,6.9244
241,6.9834,6.9243
242,6.9826,6.9239
243,6.9838,6.9232
244,6.9810,6.9233
245,6.9802,6.9227
246,6.9814,6.9222
247,6.9808,6.9223
248,6.9793,6.9215
249,6.9800,6.9211
250,6.9765,6.9209
251,6.9796,6.9203
252,6.9769,6.9201
253,6.9766,6.9197
254,6.9753,6.9199
255,6.9770,6.9192
256,6.9724,6.9187
257,6.9758,6.9184
258,6.9760,6.9180
259,6.9739,6.9178
260,6.9751,6.9173
261,6.9743,6.9169
