epoch,train_loss,val_loss
1,4.3557,2.2769
2,1.4743,0.8884
3,0.6509,0.4683
4,0.4005,0.3395
5,0.3225,0.2991
6,0.2980,0.2861
7,0.2892,0.2815
8,0.2862,0.2795
9,0.2845,0.2784
10,0.2831,0.2776
11,0.2820,0.2768
12,0.2812,0.2761
13,0.2805,0.2755
14,0.2797,0.2749
15,0.2791,0.2742
16,0.2785,0.2736
17,0.2776,0.2730
18,0.2769,0.2724
19,0.2762,0.2718
20,0.2758,0.2713
21,0.2750,0.2707
22,0.2746,0.2702
23,0.2735,0.2696
24,0.2732,0.2691
25,0.2727,0.2686
26,0.2721,0.2681
27,0.2718,0.2676
28,0.2709,0.2671
29,0.2702,0.2666
30,0.2697,0.2662
31,0.2694,0.2657
32,0.2688,0.2652
33,0.2684,0.2648
34,0.2679,0.2644
35,0.2672,0.2639
36,0.2669,0.2634
37,0.2664,0.2630
38,0.2663,0.2626
39,0.2658,0.2622
40,0.2653,0.2617
41,0.2648,0.2613
42,0.2644,0.2609
43,0.2637,0.2606
44,0.2634,0.2601
45,0.2631,0.2597
46,0.2627,0.2593
47,0.2621,0.2590
48,0.2618,0.2586
49,0.2614,0.2582
50,0.2611,0.2578
51,0.2606,0.2575
52,0.2606,0.2571
53,0.2597,0.2567
54,0.2602,0.2564
55,0.2595,0.2560
56,0.2587,0.2557
57,0.2586,0.2554
58,0.2581,0.2550
59,0.2580,0.2547
60,0.2572,0.2543
61,0.2568,0.2540
62,0.2567,0.2537
63,0.2564,0.2534
64,0.2561,0.2531
65,0.2558,0.2527
66,0.2555,0.2524
67,0.2553,0.2521
68,0.2548,0.2518
69,0.2547,0.2515
70,0.2543,0.2512
71,0.2541,0.2509
72,0.2539,0.2506
73,0.2531,0.2504
74,0.2530,0.2500
75,0.2529,0.2497
76,0.2522,0.2494
77,0.2524,0.2492
78,0.2518,0.2489
79,0.2517,0.2487
80,0.2512,0.2484
81,0.2510,0.2481
82,0.2505,0.2479
83,0.2507,0.2476
84,0.2500,0.2473
85,0.2498,0.2470
86,0.2499,0.2468
87,0.2494,0.2465
88,0.2493,0.2463
89,0.2490,0.2460
90,0.2487,0.2458
91,0.2486,0.2455
92,0.2482,0.2453
93,0.2479,0.2450
94,0.2478,0.2448
95,0.2471,0.2446
96,0.2476,0.2444
97,0.2470,0.2441
98,0.2468,0.2439
99,0.2463,0.2436
100,0.2461,0.2434
101,0.2461,0.2432
102,0.2459,0.2430
103,0.2457,0.2428
104,0.2452,0.2426
105,0.2452,0.2424
106,0.2449,0.2421
107,0.2446,0.2420
108,0.2445,0.2417
109,0.2443,0.2415
110,0.2440,0.2413
111,0.2441,0.2411
112,0.2436,0.2410
113,0.2434,0.2407
114,0.2432,0.2405
115,0.2429,0.2403
116,0.2427,0.2401
117,0.2426,0.2399
118,0.2426,0.2398
119,0.2424,0.2396
120,0.2423,0.2394
121,0.2419,0.2392
122,0.2418,0.2390
123,0.2415,0.2388
124,0.2416,0.2386
125,0.2411,0.2385
126,0.2410,0.2383
127,0.2409,0.2381
128,0.2406,0.2379
129,0.2404,0.2378
130,0.2401,0.2376
131,0.2397,0.2374
132,0.2400,0.2372
133,0.2397,0.2371
134,0.2398,0.2369
135,0.2395,0.2368
136,0.2392,0.2366
137,0.2390,0.2365
138,0.2392,0.2363
139,0.2387,0.2361
140,0.2387,0.2360
141,0.2383,0.2358
142,0.2382,0.2357
143,0.2383,0.2355
144,0.2379,0.2354
145,0.2378,0.2352
146,0.2376,0.2351
147,0.2372,0.2350
148,0.2371,0.2348
149,0.2373,0.2346
150,0.2370,0.2345
151,0.2368,0.2343
152,0.2367,0.2342
153,0.2366,0.2340
154,0.2368,0.2339
155,0.2363,0.2338
156,0.2364,0.2337
157,0.2359,0.2336
158,0.2361,0.2334
159,0.2360,0.2332
160,0.2357,0.2331
161,0.2357,0.2330
162,0.2355,0.2329
163,0.2356,0.2327
164,0.2352,0.2326
165,0.2354,0.2324
166,0.2349,0.2324
167,0.2351,0.2322
168,0.2347,0.2321
169,0.2345,0.2320
170,0.2346,0.2319
171,0.2343,0.2318
172,0.2347,0.2316
173,0.2340,0.2315
174,0.2340,0.2314
175,0.2338,0.2313
176,0.2342,0.2312
177,0.2338,0.2311
178,0.2335,0.2309
179,0.2334,0.2308
180,0.2334,0.2307
181,0.2333,0.2306
182,0.2335,0.2305
183,0.2329,0.2304
184,0.2326,0.2302
185,0.2328,0.2301
186,0.2329,0.2301
187,0.2324,0.2300
188,0.2324,0.2298
189,0.2323,0.2297
190,0.2323,0.2296
191,0.2322,0.2295
192,0.2320,0.2294
193,0.2319,0.2293
194,0.2315,0.2292
195,0.2319,0.2291
196,0.2314,0.2290
197,0.2313,0.2290
198,0.2315,0.2288
199,0.2314,0.2287
200,0.2316,0.2286
201,0.2310,0.2285
202,0.2309,0.2284
203,0.2311,0.2283
204,0.2311,0.2283
205,0.2306,0.2282
206,0.2307,0.2281
207,0.2307,0.2280
208,0.2305,0.2279
209,0.2304,0.2279
210,0.2301,0.2277
211,0.2305,0.2276
212,0.2302,0.2276
213,0.2302,0.2275
214,0.2299,0.2274
215,0.2296,0.2273
