epoch,train_loss,val_loss
1,0.6590,0.2440
2,0.3202,0.1907
3,0.2543,0.1657
4,0.2175,0.1508
5,0.1972,0.1419
6,0.1841,0.1354
7,0.1735,0.1297
8,0.1645,0.1252
9,0.1581,0.1209
10,0.1525,0.1179
11,0.1489,0.1155
12,0.1441,0.1128
13,0.1416,0.1109
14,0.1389,0.1091
15,0.1360,0.1071
16,0.1328,0.1062
17,0.1318,0.1038
18,0.1285,0.1030
19,0.1292,0.1019
20,0.1263,0.1010
21,0.1248,0.0995
22,0.1235,0.0989
23,0.1221,0.0979
24,0.1220,0.0971
25,0.1207,0.0962
26,0.1199,0.0953
27,0.1185,0.0946
28,0.1181,0.0939
29,0.1176,0.0933
30,0.1157,0.0930
31,0.1157,0.0922
32,0.1154,0.0916
33,0.1146,0.0907
34,0.1135,0.0901
35,0.1130,0.0897
36,0.1120,0.0890
37,0.1125,0.0888
38,0.1109,0.0883
39,0.1102,0.0876
40,0.1102,0.0870
41,0.1102,0.0867
42,0.1086,0.0861
43,0.1081,0.0858
44,0.1084,0.0852
45,0.1074,0.0849
46,0.1072,0.0845
47,0.1071,0.0839
48,0.1060,0.0836
49,0.1058,0.0834
50,0.1059,0.0824
51,0.1053,0.0824
52,0.1053,0.0818
53,0.1044,0.0813
54,0.1043,0.0815
55,0.1039,0.0808
56,0.1035,0.0805
57,0.1036,0.0798
58,0.1022,0.0799
59,0.1016,0.0797
60,0.1030,0.0792
61,0.1020,0.0787
62,0.1012,0.0782
63,0.1021,0.0781
64,0.1000,0.0780
65,0.1003,0.0777
66,0.1002,0.0772
67,0.0997,0.0768
68,0.0990,0.0766
69,0.0989,0.0762
70,0.0992,0.0760
71,0.0990,0.0758
72,0.0989,0.0755
73,0.0981,0.0752
74,0.0979,0.0749
75,0.0985,0.0743
76,0.0973,0.0744
77,0.0972,0.0739
78,0.0968,0.0737
79,0.0962,0.0735
80,0.0963,0.0731
81,0.0957,0.0730
82,0.0963,0.0726
83,0.0959,0.0723
84,0.0953,0.0724
85,0.0949,0.0718
86,0.0947,0.0720
87,0.0952,0.0714
88,0.0944,0.0712
89,0.0940,0.0710
90,0.0948,0.0708
91,0.0926,0.0709
92,0.0936,0.0705
93,0.0934,0.0699
94,0.0941,0.0702
95,0.0933,0.0698
96,0.0936,0.0696
97,0.0927,0.0694
98,0.0926,0.0694
